"","key_pin","pi_ns","property_use","address","class","age","land_sqft","bldg_sqft","net_rentable_sf","investment_rating","adj_rent_sf","pgi","v_c","exp","noi","cap_rate","inc_mv_sf","adj_sale_comp_sf","market_value_sf","excess_land_value","market_value_with_excess_land","sheet_name","file_name"
"9220","03-20-200-015-0000","03-20-200-015-0000","Restaurant","640 E RAND ARLINGTON HEIGHTS","5-17","29","18558","6530",NA,"C","16.2","105786","0.05","0.15","85422.195","0.08","163.51875","157.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9221","03-12-100-024-0000","03-12-100-024-0000 03-12-100-025-0000","Professional Office","224 S MILWAUKEE WHEELING","5-17","11","12644","5960",NA,"C","17.82","106207.2","0.15","0.45","49651.866","0.08","104.135625","113.85",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9222","03-27-307-027-0000","03-27-307-027-0000","Retail-Freestanding","102 W RAND MOUNT PROSPECT","5-17","2","33850","6000",NA,"C","21.6","129600","0.1","0.4","69984","0.08","145.8","189",NA,"147750",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9223","03-07-200-052-0000","03-07-200-052-0000","Medical Office","3443 N KENNICOTT ARLINGTON HEIGHTS","5-17","34","19872","2520",NA,"C","20","50400","0.15","0.45","23562","0.08","116.875","115",NA,"146880",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9224","03-30-220-027-0000","03-30-220-027-0000 03-30-220-028-0000","Strip Center","900 W NORTHWEST ARLINGTON HEIGHTS","5-17","12","19128","6000",NA,"C","21.78","130680","0.1","0.4","70567.2","0.08","147.015","173.25",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9225","03-20-205-002-0000","03-20-205-002-0000 03-20-205-007-0000 03-20-205-008-0000","Retail-Freestanding","1050 E RAND ARLINGTON HEIGHTS","5-17","20","48372","16709",NA,"C","16","267344","0.1","0.4","144365.76","0.08","108","140",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9226","03-32-201-043-0000","03-32-201-043-0000","Strip Center","950 E NORTHWEST ARLINGTON HEIGHTS","5-17","14","27923","6000",NA,"C","21.78","130680","0.1","0.4","70567.2","0.08","147.015","173.25",NA,"78460",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9227","03-20-206-019-0000","03-20-206-019-0000 03-20-206-057-0000","Restaurant","1350 E RAND ARLINGTON HEIGHTS","5-17","34","32913","1850",NA,"C","18","33300","0.05","0.15","26889.75","0.08","181.6875","175",NA,"382695",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9228","03-34-200-037-0000","03-34-200-037-0000","Strip Center","617 N MAIN MOUNT PROSPECT","5-17","58","15275","6034",NA,"C","19.8","119473.2","0.1","0.4","64515.528","0.08","133.65","157.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9229","03-20-210-001-0000","03-20-210-001-0000","Retail-Freestanding","1007 E RAND ARLINGTON HEIGHTS","5-17","17","25000","6080",NA,"C","18","109440","0.1","0.4","59097.6","0.08","121.5","157.5",NA,"10200",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9230","03-29-412-043-0000","03-29-412-043-0000","Professional Office","15 S DRYDEN ARLINGTON HEIGHTS","5-17","45","29664","6125",NA,"C","16.2","99225","0.15","0.45","46387.6875","0.08","94.66875","103.5",NA,"77460",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9231","03-20-213-027-0000","03-20-213-027-0000 03-20-213-028-0000","Retail-Freestanding","1551 N DRYDEN ARLINGTON HEIGHTS","5-17","13","89610","20069",NA,"C","16","321104","0.1","0.4","173396.16","0.08","108","140",NA,"140010",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9232","03-08-100-048-0000","03-08-100-048-0000","Retail-Freestanding","110  BOEGER ARLINGTON HEIGHTS","5-17","34","35396","6175",NA,"C","18","111150","0.1","0.4","60021","0.08","121.5","157.5",NA,"160440",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9233","03-21-300-020-0000","03-21-300-020-0000 03-21-300-021-0000","Restaurant","1421 N RAND PROSPECT HEIGHTS","5-17","33/42","24246","2818",NA,"C","18","50724","0.05","0.15","40959.63","0.08","181.6875","175",NA,"194610",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9234","03-21-300-024-0000","03-21-300-024-0000","Retail-Freestanding","1315  RAND PROSPECT HEIGHTS","5-17","51","32500","1923",NA,"C","20","38460","0.1","0.4","20768.4","0.08","135","175",NA,"372120",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9235","03-21-303-014-0000","03-21-303-014-0000 03-21-303-025-0000","Retail-Freestanding","1975 N RAND ARLINGTON HEIGHTS","5-17","46","32155","7000",NA,"C","18","126000","0.1","0.4","68040","0.08","121.5","157.5",NA,"62325",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9236","03-05-100-023-0000","03-05-100-023-0000","Restaurant","720 W LAKE-COOK BUFFALO GROVE","5-17","26","48256","6202",NA,"C","16.2","100472.4","0.05","0.15","81131.463","0.08","163.51875","157.5",NA,"351720",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9237","03-21-304-018-0000","03-21-304-018-0000","Retail-Freestanding","1312 N RAND PROSPECT HEIGHTS","5-17","33","17500","4800",NA,"C","18","86400","0.1","0.4","46656","0.08","121.5","157.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9238","03-05-100-016-0000","03-05-100-016-0000","Restaurant","800 W LAKE-COOK BUFFALO GROVE","5-17","33","66570","6437",NA,"C","16.2","104279.4","0.05","0.15","84205.6155","0.08","163.51875","157.5",NA,"612330",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9239","03-32-103-023-0000","03-32-103-023-0000 03-32-103-024-0000 03-32-103-025-0000 03-32-103-026-0000 03-32-103-027-0000 03-32-103-028-0000","Restaurant","208 S ARLINGTON HEIGHTS ARLINGTON HEIGHTS","5-17","34","41216","6466",NA,"C","16.2","104749.2","0.05","0.15","84584.979","0.08","163.51875","157.5",NA,"307040",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9240","03-21-402-012-0000","03-21-402-012-0000","Retail-Freestanding","2338 E RAND ARLINGTON HEIGHTS","5-17","43","28358","2644",NA,"C","20","52880","0.1","0.4","28555.2","0.08","135","175",NA,"266730",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9241","03-22-101-038-0000","03-22-101-038-0000","Retail-Freestanding","710 N ELMHURST PROSPECT HEIGHTS","5-17","31","27670","6528",NA,"C","18","117504","0.1","0.4","63452.16","0.08","121.5","157.5",NA,"23370",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9242","03-09-102-014-0000","03-09-102-014-0000","Strip Center","303 W DUNDEE BUFFALO GROVE","5-17","45","19700","6556",NA,"C","19.8","129808.8","0.1","0.4","70096.752","0.08","133.65","157.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9243","03-27-401-264-0000","03-27-401-264-0000","Restaurant","909 N ELMHURST MOUNT PROSPECT","5-17","3","80990","6568",NA,"C","19.44","127681.92","0.05","0.15","103103.1504","0.08","196.2225","189",NA,"820770",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9244","03-08-100-041-0000","03-08-100-041-0000","Medical Office","3325 N ARLINGTON HEIGHTS ARLINGTON HEIGHTS","5-17","35","76191","23850",NA,"C","16","381600","0.15","0.45","178398","0.08","93.5","92",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9245","03-18-401-151-0000","03-18-401-151-0000","Restaurant","155 E RAND ARLINGTON HEIGHTS","5-17","43","54000","6725",NA,"C","16.2","108945","0.05","0.15","87973.0875","0.08","163.51875","157.5",NA,"406500",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9246","03-02-410-140-0000","03-02-410-140-0000","Strip Center","250 E DUNDEE  WHEELING","5-17","20","35006","6805",NA,"C","19.8","134739","0.1","0.4","72759.06","0.08","133.65","157.5",NA,"116790",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9247","03-23-401-008-0000","03-23-401-008-0000","Restaurant","1990 S WOLF WHEELING","5-17","50","18750","1458",NA,"C","16.2","23619.6","0.05","0.15","19072.827","0.08","163.51875","157.5",NA,"193770",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9248","03-23-406-007-0000","03-23-406-007-0000","Professional Office","2160  FOSTER WHEELING","5-17","46","33000","4860",NA,"C","14.58","70858.8","0.15","0.45","33126.489","0.08","85.201875","93.15",NA,"91530",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9249","03-27-401-300-0000","03-27-401-300-0000","Retail-Freestanding","1065 N ELMHURST MOUNT PROSPECT","5-17","10","49539","6948",NA,"C","19.8","137570.4","0.1","0.4","74288.016","0.08","133.65","173.25",NA,"326205",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9250","03-24-100-030-0000","03-24-100-030-0000","Restaurant","1211 S WOLF PROSPECT HEIGHTS","5-17","43/33","20125","3047",NA,"C","18","54846","0.05","0.15","44288.145","0.08","181.6875","175",NA,"119055",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9251","03-20-302-044-0000","03-20-302-044-0000","Retail-Freestanding","1320 N ARLINGTON HEIGHTS ARLINGTON HEIGHTS","5-17","42","44431","6960",NA,"C","18","125280","0.1","0.4","67651.2","0.08","121.5","157.5",NA,"248865",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9252","03-27-401-301-0000","03-27-401-301-0000","Restaurant","1021 N ELMHURST MOUNT PROSPECT","5-17","8","42409","7100",NA,"C","17.82","126522","0.05","0.15","102166.515","0.08","179.870625","173.25",NA,"210135",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9253","03-29-325-008-0000","03-29-325-008-0000","Restaurant","206 N DUNTON ARLINGTON HEIGHTS","5-17","60","8712","7150",NA,"C","16.2","115830","0.05","0.15","93532.725","0.08","163.51875","157.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9254","03-24-202-003-0000","03-24-202-003-0000 03-24-202-044-0000","Restaurant","580 N MILWAUKEE PROSPECT HEIGHTS","5-17","38","43300","3220",NA,"C","16.2","52164","0.05","0.15","42122.43","0.08","163.51875","157.5",NA,"456300",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9255","03-03-307-031-0000","03-03-307-031-0000","Retail-Freestanding","850 W DUNDEE WHEELING","5-17","13","26809","7178",NA,"C","19.8","142124.4","0.1","0.4","76747.176","0.08","133.65","173.25",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9256","03-24-306-020-0000","03-24-306-020-0000","Retail-Freestanding","5 N WOLF PROSPECT HEIGHTS","5-17","22","14381","2400",NA,"C","20","48000","0.1","0.4","25920","0.08","135","175",NA,"71715",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9257","03-02-400-012-0000","03-02-400-012-0000","Medical Office","300 N WOLF WHEELING","5-17","37","12879","3021",NA,"C","16","48336","0.15","0.45","22597.08","0.08","93.5","92",NA,"11925",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9258","03-08-100-034-0000","03-08-100-034-0000","Medical Office","3405 N ARLINGTON HEIGHTS ARLINGTON HEIGHTS","5-17","37","50022","9637",NA,"C","18","173466","0.15","0.45","81095.355","0.08","105.1875","103.5",NA,"172110",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9259","03-25-211-024-0000","03-25-211-024-0000","Restaurant","1440 N RIVER MOUNT PROSPECT","5-17","55","11550","1085",NA,"C","18","19530","0.05","0.15","15770.475","0.08","181.6875","175",NA,"108150",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9260","03-25-402-041-0000","03-25-402-041-0000","Strip Center","2025 E EUCLID MOUNT PROSPECT","5-17","52","22699","8200",NA,"C","15.84","129888","0.1","0.4","70139.52","0.08","106.92","126",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9261","03-25-402-042-0000","03-25-402-042-0000","Strip Center","2025 E EUCLID MOUNT PROSPECT","5-17","46","35818","7630",NA,"C","19.8","151074","0.1","0.4","81579.96","0.08","133.65","157.5",NA,"79470",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9262","03-07-200-029-0000","03-07-200-029-0000","Retail-Freestanding","999 W UNIVERSITY ARLINGTON HEIGHTS","5-17","43/25","52500","7547",NA,"C","18","135846","0.1","0.4","73356.84","0.08","121.5","157.5",NA,"334680",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9263","03-35-302-019-0000","03-35-302-019-0000","Restaurant","801 RAND ROAD MT PROSPECT","5-17","2","15143","7564",NA,"C","19.44","147044.16","0.05","0.15","118738.1592","0.08","196.2225","189",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9264","03-27-100-096-8002","03-27-100-096-8002","Restaurant","Schoenbeck and E Rand Rd","5-17","68","0","19384",NA,"C","14.4","279129.6","0.05","0.15","225397.152","0.08","145.35","140",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9265","03-27-200-004-0000","03-27-200-004-0000","Strip Center","3  CAMP MCDONALD PROSPECT HEIGHTS","5-17","63","63500","28479",NA,"C","17.6","501230.4","0.1","0.4","270664.416","0.08","118.8","140",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9266","03-12-116-028-0000","03-12-116-028-0000","Restaurant","550 S MILWAUKEE WHEELING","5-17","25/22","106055","7735",NA,"C","16.2","125307","0.05","0.15","101185.4025","0.08","163.51875","157.5",NA,"1126725",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9267","03-05-122-044-0000","03-05-122-044-0000","Retail-Freestanding","1151  LAKE-COOK BUFFALO GROVE","5-17","7","27602","7957",NA,"C","19.8","157548.6","0.1","0.4","85076.244","0.08","133.65","173.25",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9268","03-17-302-029-0000","03-17-302-029-0000 03-17-302-057-0000 03-17-302-061-0000","Restaurant","1912 N ARLINGTON HEIGHTS ARLINGTON HEIGHTS","5-17","41","70924","8073",NA,"C","16.2","130782.6","0.05","0.15","105606.9495","0.08","163.51875","157.5",NA,"579480",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9269","03-20-202-010-0000","03-20-202-010-0000 03-20-202-011-0000","Medical Office","1201 E PALATINE ARLINGTON HEIGHTS","5-17","37","47300","4595",NA,"C","16.2","74439","0.15","0.45","34800.2325","0.08","94.66875","93.15",NA,"415002",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9270","03-27-307-024-0000","03-27-307-024-0000","fast food","950  ELMHURST MOUNT PROSPECT","5-17","7","67105","4866",NA,"C","24.3","118243.8","0.05","0.15","95481.8685","0.07","280.317857142857","378",NA,"714615",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9271","03-02-410-137-0000","03-02-410-137-0000 03-02-410-138-0000","Restaurant","100 N MILWAUKEE WHEELING","5-17","19","110891","8460",NA,"C","16.2","137052","0.05","0.15","110669.49","0.08","163.51875","157.5",NA,"1155765",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9272","03-27-401-066-0000","03-27-401-066-0000","Restaurant","401 E EUCLID MOUNT PROSPECT","5-17","47","33889","4332",NA,"C","16.2","70178.4","0.05","0.15","56669.058","0.08","163.51875","157.5",NA,"248415",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9273","03-18-401-026-0000","03-18-401-026-0000","Retail-Freestanding","205 W RAND ARLINGTON HEIGHTS","5-17","25","55103","8976",NA,"C","18","161568","0.1","0.4","87246.72","0.08","121.5","157.5",NA,"287985",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9274","03-20-200-014-0000","03-20-200-014-0000","Restaurant","630 E RAND ARLINGTON HEIGHTS","5-17","31","80564","9067",NA,"C","16.2","146885.4","0.05","0.15","118609.9605","0.08","163.51875","157.5",NA,"664440",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9275","03-27-401-265-0000","03-27-401-265-0000","Retail-Freestanding","350 E KENSINGTON MOUNT PROSPECT","5-17","22","250650","130820",NA,"C","16","2093120","0.1","0.4","1130284.8","0.08","108","140",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9276","03-27-401-270-0000","03-27-401-270-0000","Restaurant","333 E EUCLID MOUNT PROSPECT","5-17","15","51699","5940",NA,"C","16.2","96228","0.05","0.15","77704.11","0.08","163.51875","157.5",NA,"419085",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9277","03-27-401-275-0000","03-27-401-275-0000","Retail-Freestanding","999 N ELMHURST MOUNT PROSPECT","5-17","16","571563","152773",NA,"C","16","2444368","0.1","0.4","1319958.72","0.08","108","140",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9278","03-02-416-001-0000","03-02-416-001-0000 03-02-416-002-0000","Strip Center","11 W DUNDEE WHEELING","5-17","31","41869","9140",NA,"C","19.8","180972","0.1","0.4","97724.88","0.08","133.65","157.5",NA,"79635",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9279","03-02-410-001-0000","03-02-410-001-0000","Medical Office","201 E STRONG WHEELING","5-17","39","117381","16665",NA,"C","16","266640","0.15","0.45","124654.2","0.08","93.5","92",NA,"760815",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9280","03-09-207-033-0000","03-09-207-033-0000","Retail-Freestanding","1201 W DUNDEE WHEELING","5-17","25","30302","9630",NA,"C","18","173340","0.1","0.4","93603.6","0.08","121.5","157.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9281","03-27-401-302-0000","03-27-401-302-0000","Retail-Freestanding","920 E KENSINGTON MOUNT PROSPECT","5-17","4","50382","10168",NA,"C","19.2","195225.6","0.1","0.4","105421.824","0.08","129.6","168",NA,"145650",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9282","03-11-108-020-0000","03-11-108-020-0000","Retail-Freestanding","327 W DUNDEE WHEELING","5-17","1","19473","10206",NA,"C","19.2","195955.2","0.1","0.4","105815.808","0.08","129.6","168",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9283","03-08-100-035-0000","03-08-100-035-0000","Professional Office","3395 N ARLINGTON HEIGHTS ARLINGTON HEIGHTS","5-17","35","43560","10360",NA,"C","14.4","149184","0.15","0.45","69743.52","0.08","84.15","92",NA,"31800",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9284","03-08-100-036-0000","03-08-100-036-0000","Professional Office","3365 N ARLINGTON HEIGHTS ARLINGTON HEIGHTS","5-17","35","43434","10394",NA,"C","14.4","149673.6","0.15","0.45","69972.408","0.08","84.15","92",NA,"25083",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9285","03-29-340-030-0000","03-29-340-030-0000","Professional Office","171 W WING ARLINGTON HEIGHTS","5-17","15","33557","10535",NA,"C","15.84","166874.4","0.15","0.45","78013.782","0.08","92.565","101.2",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9286","03-07-102-010-0000","03-07-102-010-0000","Restaurant","1331 W DUNDEE ARLINGTON HEIGHTS","5-17","29/35","88138","10850",NA,"C","14.4","156240","0.05","0.15","126163.8","0.08","145.35","140",NA,"671070",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9287","03-12-303-005-0000","03-12-303-005-0000","Professional Office","720  ASTOR WHEELING","5-17","12","10606","10851",NA,"C","15.84","171879.84","0.15","0.45","80353.8252","0.08","92.565","101.2",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9288","03-28-201-033-0000","03-28-201-033-0000","fast food","2410 E RAND ARLINGTON HEIGHTS","5-17","14","23475","2310",NA,"C","27","62370","0.05","0.15","50363.775","0.07","311.464285714286","420",NA,"213525",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9289","03-20-101-002-0000","03-20-101-002-0000","Retail-Freestanding","585 E PALATINE ARLINGTON HEIGHTS","5-17","34","48787","11013",NA,"C","16","176208","0.1","0.4","95152.32","0.08","108","140",NA,"94700",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9290","03-36-204-027-0000","03-36-204-027-0000 03-36-204-028-0000 03-36-204-029-0000 03-36-204-030-0000 03-36-204-031-0000","Restaurant","700 N RIVER MOUNT PROSPECT","5-17","48","71286","11464",NA,"C","14.4","165081.6","0.05","0.15","133303.392","0.08","145.35","140",NA,"254300",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9291","03-02-200-105-0000","03-02-200-105-0000","Restaurant","581 N MILWAUKEE WHEELING","5-17","12","47855","11673",NA,"C","15.84","184900.32","0.05","0.15","149307.0084","0.08","159.885","154",NA,"17445",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9292","03-29-326-009-0000","03-29-326-009-0000","Restaurant","10 E MINER ARLINGTON HEIGHTS","5-17","64","8712","3960",NA,"C","18","71280","0.05","0.15","57558.6","0.08","181.6875","175",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9293","03-29-326-011-0000","03-29-326-011-0000","Restaurant","24 E MINER ARLINGTON HEIGHTS","5-17","50","8712","3380",NA,"C","18","60840","0.05","0.15","49128.3","0.08","181.6875","175",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9294","03-29-334-004-0000","03-29-334-004-0000","Retail-Freestanding","17 E MINER ARLINGTON HEIGHTS","5-17","93","6566","5422",NA,"C","18","97596","0.1","0.4","52701.84","0.08","121.5","157.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9295","03-29-334-010-0000","03-29-334-010-0000","Restaurant","2 E NORTHWEST ARLINGTON HEIGHTS","5-17","62","1950","1900",NA,"C","18","34200","0.05","0.15","27616.5","0.08","181.6875","175",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9296","03-29-334-012-0000","03-29-334-012-0000","Restaurant","10 E NORTHWEST ARLINGTON HEIGHTS","5-17","71","3950","3825",NA,"C","18","68850","0.05","0.15","55596.375","0.08","181.6875","175",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9297","03-29-336-001-0000","03-29-336-001-0000","Professional Office","115 N ARLINGTON HEIGHTS ARLINGTON HEIGHTS","5-17","96","8844","5280",NA,"C","14.58","76982.4","0.15","0.45","35989.272","0.08","85.201875","93.15",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9298","03-29-336-002-0000","03-29-336-002-0000 03-29-336-008-0000","Retail-Freestanding","111 N ARLINGTON HEIGHTS ARLINGTON HEIGHTS","5-17","49","17424","3579",NA,"C","20","71580","0.1","0.4","38653.2","0.08","135","175",NA,"62160",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9299","03-27-401-298-0000","03-27-401-298-0000","Retail-Freestanding","1101 N ELMHURST MOUNT PROSPECT","5-17","4","101573","11764",NA,"C","19.2","225868.8","0.1","0.4","121969.152","0.08","129.6","168",NA,"817755",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9300","03-12-303-004-0000","03-12-303-004-0000","professional office","720  ASTOR WHEELING","5-17","12","11375","11851",NA,"C","15.84","187719.84","0.15","0.45","87759.0252","0.08","92.565","101.2",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9301","03-29-341-003-0000","03-29-341-003-0000 03-29-341-016-0000","Restaurant","13 W DAVIS ARLINGTON HEIGHTS","5-17","73","3888","3242",NA,"C","18","58356","0.05","0.15","47122.47","0.08","181.6875","175",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9302","03-15-302-050-0000","03-15-302-050-0000","Strip Center","898 N ELMHURST PROSPECT HEIGHTS","5-17","14","52012","11966",NA,"C","19.36","231661.76","0.1","0.4","125097.3504","0.08","130.68","154",NA,"62220",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9303","03-35-302-018-0000","03-35-302-018-0000","Retail-Freestanding","801 RAND ROAD MT PROSPECT","5-17","2","16096","12000",NA,"C","19.2","230400","0.1","0.4","124416","0.08","129.6","168",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9304","03-15-302-051-0000","03-15-302-051-0000","Strip Center","894 N ELMHURST PROSPECT HEIGHTS","5-17","13","49205","12078",NA,"C","19.36","233830.08","0.1","0.4","126268.2432","0.08","130.68","154",NA,"13395",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9305","03-03-400-035-0000","03-03-400-035-0000","Strip Center","729 E DUNDEE WHEELING","5-17","54","41800","12100",NA,"C","17.6","212960","0.1","0.4","114998.4","0.08","118.8","140",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9306","03-29-346-032-0000","03-29-346-032-0000","retail-storefront","171 S HIGHLAND ARLINGTON HEIGHTS","5-17","19","3526","3500",NA,"C","20","70000","0.1","0.4","37800","0.08","135","175",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9307","03-02-200-082-0000","03-02-200-082-0000","Restaurant","700 N MILWAUKEE WHEELING","5-17","19","123449","12150",NA,"C","14.4","174960","0.05","0.15","141280.2","0.08","145.35","140",NA,"1122735",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9308","03-29-346-034-0000","03-29-346-034-0000","retail-storefront","11 W WING ARLINGTON HEIGHTS","5-17","19","1550","1386",NA,"C","20","27720","0.1","0.4","14968.8","0.08","135","175",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9309","03-23-407-012-0000","03-23-407-012-0000 03-23-407-013-0000 03-23-407-014-0000","Professional Office","2161  FOSTER WHEELING","5-17","32","125244","12203",NA,"C","14.4","175723.2","0.15","0.45","82150.596","0.08","84.15","92",NA,"515916",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
