keypin_concat,keypin,pins,has_range,pins2,pins3,check_me,Alea_added
18282000390000,18-28-200-039-0000,"18-28-200-039-0000, 18-28-200-041-0000",0,18-28-200-041-0000,18-28-200-041-0000,0,0
18282000500000,18-28-200-050-0000,"18-28-200-049-0000, 18-28-200-050-0000",0,18-28-200-049-0000,18-28-200-049-0000,0,0
18282000500000,18-28-200-050-0000,"18-28-200-049-0000, 18-28-200-050-0000",0,18-28-200-050-0000,18-28-200-050-0000,0,0
18283000680000,18-28-300-068-0000,"18-28-300-068-0000, 18-28-400-013-0000",0,18-28-300-068-0000,18-28-300-068-0000,0,0
18283000680000,18-28-300-068-0000,"18-28-300-068-0000, 18-28-400-013-0000",0,18-28-400-013-0000,18-28-400-013-0000,0,0
18292050080000,18-29-205-008-0000,18-29-205-008-0000,0,18-29-205-008-0000,18-29-205-008-0000,0,0
18362050710000,18-36-205-071-0000,18-36-205-071-0000,0,18-36-205-071-0000,18-36-205-071-0000,0,0
18363060090000,18-36-306-009-0000,18-36-306-009-0000,0,18-36-306-009-0000,18-36-306-009-0000,0,0
18363120200000,18-36-312-020-0000,18-36-312-020-0000,0,18-36-312-020-0000,18-36-312-020-0000,0,0
19023010030000,19-02-301-003-0000,"19-02-301-003-0000, 19-02-301-009-0000",0,19-02-301-003-0000,19-02-301-003-0000,0,0
19023010030000,19-02-301-003-0000,"19-02-301-003-0000, 19-02-301-009-0000",0,19-02-301-009-0000,19-02-301-009-0000,0,0
19023010080000,19-02-301-008-0000,19-02-301-008-0000,0,19-02-301-008-0000,19-02-301-008-0000,0,0
19023030360000,19-02-303-036-0000,19-02-303-036-0000,0,19-02-303-036-0000,19-02-303-036-0000,0,0
19023140050000,19-02-314-005-0000,19-02-314-005-0000,0,19-02-314-005-0000,19-02-314-005-0000,0,0
19032000310000,19-03-200-031-0000,19-03-200-031-0000,0,19-03-200-031-0000,19-03-200-031-0000,0,0
19032000320000,19-03-200-032-0000,19-03-200-032-0000,0,19-03-200-032-0000,19-03-200-032-0000,0,0
19032010180000,19-03-201-018-0000,19-03-201-018-0000,0,19-03-201-018-0000,19-03-201-018-0000,0,0
19032010190000,19-03-201-019-0000,19-03-201-019-0000,0,19-03-201-019-0000,19-03-201-019-0000,0,0
19032010440000,19-03-201-044-0000,19-03-201-044-0000,0,19-03-201-044-0000,19-03-201-044-0000,0,0
19034002160000,19-03-400-216-0000,"19-03-400-216-0000, 19-03-400-217-0000",0,19-03-400-216-0000,19-03-400-216-0000,0,0
19034002160000,19-03-400-216-0000,"19-03-400-216-0000, 19-03-400-217-0000",0,19-03-400-217-0000,19-03-400-217-0000,0,0
19072010160000,19-07-201-016-0000,"19-07-201-016-0000, 19-07-201-017-0000",0,19-07-201-016-0000,19-07-201-016-0000,0,0
19072010160000,19-07-201-016-0000,"19-07-201-016-0000, 19-07-201-017-0000",0,19-07-201-017-0000,19-07-201-017-0000,0,0
19082020030000,19-08-202-003-0000,"19-08-202-003-0000, 19-08-202-020-0000, 19-08-202-044-0000, 19-08-202-052-0000, 19-08-203-041-0000, 19-08-203-042-0000",0,19-08-202-003-0000,19-08-202-003-0000,0,0
19082020030000,19-08-202-003-0000,"19-08-202-003-0000, 19-08-202-020-0000, 19-08-202-044-0000, 19-08-202-052-0000, 19-08-203-041-0000, 19-08-203-042-0000",0,19-08-202-020-0000,19-08-202-020-0000,0,0
19082020030000,19-08-202-003-0000,"19-08-202-003-0000, 19-08-202-020-0000, 19-08-202-044-0000, 19-08-202-052-0000, 19-08-203-041-0000, 19-08-203-042-0000",0,19-08-202-044-0000,19-08-202-044-0000,0,0
19082020030000,19-08-202-003-0000,"19-08-202-003-0000, 19-08-202-020-0000, 19-08-202-044-0000, 19-08-202-052-0000, 19-08-203-041-0000, 19-08-203-042-0000",0,19-08-202-052-0000,19-08-202-052-0000,0,0
19082020030000,19-08-202-003-0000,"19-08-202-003-0000, 19-08-202-020-0000, 19-08-202-044-0000, 19-08-202-052-0000, 19-08-203-041-0000, 19-08-203-042-0000",0,19-08-203-041-0000,19-08-203-041-0000,0,0
19082020030000,19-08-202-003-0000,"19-08-202-003-0000, 19-08-202-020-0000, 19-08-202-044-0000, 19-08-202-052-0000, 19-08-203-041-0000, 19-08-203-042-0000",0,19-08-203-042-0000,19-08-203-042-0000,0,0
19082020250000,19-08-202-025-0000,"19-08-202-025-0000, 19-08-202-053-0000",0,19-08-202-025-0000,19-08-202-025-0000,0,0
19082020250000,19-08-202-025-0000,"19-08-202-025-0000, 19-08-202-053-0000",0,19-08-202-053-0000,19-08-202-053-0000,0,0
19082020320000,19-08-202-032-0000,19-08-202-032-0000,0,19-08-202-032-0000,19-08-202-032-0000,0,0
19082020360000,19-08-202-036-0000,19-08-202-036-0000,0,19-08-202-036-0000,19-08-202-036-0000,0,0
19082030170000,19-08-203-017-0000,"19-08-203-017-0000, 19-08-203-027-0000, 19-08-203-038-0000, 19-08-203-046-0000, 19-08-203-047-0000",0,19-08-203-017-0000,19-08-203-017-0000,0,0
19082030170000,19-08-203-017-0000,"19-08-203-017-0000, 19-08-203-027-0000, 19-08-203-038-0000, 19-08-203-046-0000, 19-08-203-047-0000",0,19-08-203-027-0000,19-08-203-027-0000,0,0
19082030170000,19-08-203-017-0000,"19-08-203-017-0000, 19-08-203-027-0000, 19-08-203-038-0000, 19-08-203-046-0000, 19-08-203-047-0000",0,19-08-203-038-0000,19-08-203-038-0000,0,0
19082030170000,19-08-203-017-0000,"19-08-203-017-0000, 19-08-203-027-0000, 19-08-203-038-0000, 19-08-203-046-0000, 19-08-203-047-0000",0,19-08-203-046-0000,19-08-203-046-0000,0,0
19082030170000,19-08-203-017-0000,"19-08-203-017-0000, 19-08-203-027-0000, 19-08-203-038-0000, 19-08-203-046-0000, 19-08-203-047-0000",0,19-08-203-047-0000,19-08-203-047-0000,0,0
19082030260000,19-08-203-026-0000,"19-08-203-026-0000, 19-08-203-043-0000",0,19-08-203-026-0000,19-08-203-026-0000,0,0
19082030260000,19-08-203-026-0000,"19-08-203-026-0000, 19-08-203-043-0000",0,19-08-203-043-0000,19-08-203-043-0000,0,0
19112020120000,19-11-202-012-0000,"19-11-202-012-0000, 19-11-202-017-0000",0,19-11-202-012-0000,19-11-202-012-0000,0,0
19112020120000,19-11-202-012-0000,"19-11-202-012-0000, 19-11-202-017-0000",0,19-11-202-017-0000,19-11-202-017-0000,0,0
19112020190000,19-11-202-019-0000,19-11-202-019-0000,0,19-11-202-019-0000,19-11-202-019-0000,0,0
19112020230000,19-11-202-023-0000,19-11-202-023-0000,0,19-11-202-023-0000,19-11-202-023-0000,0,0
19114000110000,19-11-400-011-0000,19-11-400-011-0000,0,19-11-400-011-0000,19-11-400-011-0000,0,0
19121010590000,19-12-101-059-0000,19-12-101-059-0000,0,19-12-101-059-0000,19-12-101-059-0000,0,0
19183030070000,19-18-303-007-0000,19-18-303-007-0000,0,19-18-303-007-0000,19-18-303-007-0000,0,0
19191160030000,19-19-116-003-0000,"19-19-116-002-0000, 19-19-116-003-0000",0,19-19-116-002-0000,19-19-116-002-0000,0,0
19191160030000,19-19-116-003-0000,"19-19-116-002-0000, 19-19-116-003-0000",0,19-19-116-003-0000,19-19-116-003-0000,0,0
19191160320000,19-19-116-032-0000,"19-19-116-032-0000, 19-19-116-040-0000, 19-19-116-044-0000",0,19-19-116-032-0000,19-19-116-032-0000,0,0
19191160320000,19-19-116-032-0000,"19-19-116-032-0000, 19-19-116-040-0000, 19-19-116-044-0000",0,19-19-116-040-0000,19-19-116-040-0000,0,0
19191160320000,19-19-116-032-0000,"19-19-116-032-0000, 19-19-116-040-0000, 19-19-116-044-0000",0,19-19-116-044-0000,19-19-116-044-0000,0,0
19191160380000,19-19-116-038-0000,"19-19-116-038-0000, 19-19-116-047-0000",0,19-19-116-038-0000,19-19-116-038-0000,0,0
19191160380000,19-19-116-038-0000,"19-19-116-038-0000, 19-19-116-047-0000",0,19-19-116-047-0000,19-19-116-047-0000,0,0
19191160560000,19-19-116-056-0000,"19-19-116-056-0000, 19-19-301-005-0000",0,19-19-116-056-0000,19-19-116-056-0000,0,0
19191160560000,19-19-116-056-0000,"19-19-116-056-0000, 19-19-301-005-0000",0,19-19-301-005-0000,19-19-301-005-0000,0,0
19191160600000,19-19-116-060-0000,"19-19-116-060-0000, 19-19-117-073-0000, 19-19-301-010-0000",0,19-19-116-060-0000,19-19-116-060-0000,0,0
19191160600000,19-19-116-060-0000,"19-19-116-060-0000, 19-19-117-073-0000, 19-19-301-010-0000",0,19-19-117-073-0000,19-19-117-073-0000,0,0
19191160600000,19-19-116-060-0000,"19-19-116-060-0000, 19-19-117-073-0000, 19-19-301-010-0000",0,19-19-301-010-0000,19-19-301-010-0000,0,0
19191170040000,19-19-117-004-0000,"19-19-117-004-0000, 19-19-117-005-0000, 19-19-117-031-0000, 19-19-117-032-0000, 19-19-117-042-0000, 19-19-117-055-0000, 19-19-117-059-0000, 19-19-117-065-0000, 19-19-117-076-0000",0,19-19-117-004-0000,19-19-117-004-0000,0,0
19191170040000,19-19-117-004-0000,"19-19-117-004-0000, 19-19-117-005-0000, 19-19-117-031-0000, 19-19-117-032-0000, 19-19-117-042-0000, 19-19-117-055-0000, 19-19-117-059-0000, 19-19-117-065-0000, 19-19-117-076-0000",0,19-19-117-005-0000,19-19-117-005-0000,0,0
19191170040000,19-19-117-004-0000,"19-19-117-004-0000, 19-19-117-005-0000, 19-19-117-031-0000, 19-19-117-032-0000, 19-19-117-042-0000, 19-19-117-055-0000, 19-19-117-059-0000, 19-19-117-065-0000, 19-19-117-076-0000",0,19-19-117-031-0000,19-19-117-031-0000,0,0
19191170040000,19-19-117-004-0000,"19-19-117-004-0000, 19-19-117-005-0000, 19-19-117-031-0000, 19-19-117-032-0000, 19-19-117-042-0000, 19-19-117-055-0000, 19-19-117-059-0000, 19-19-117-065-0000, 19-19-117-076-0000",0,19-19-117-032-0000,19-19-117-032-0000,0,0
19191170040000,19-19-117-004-0000,"19-19-117-004-0000, 19-19-117-005-0000, 19-19-117-031-0000, 19-19-117-032-0000, 19-19-117-042-0000, 19-19-117-055-0000, 19-19-117-059-0000, 19-19-117-065-0000, 19-19-117-076-0000",0,19-19-117-042-0000,19-19-117-042-0000,0,0
19191170040000,19-19-117-004-0000,"19-19-117-004-0000, 19-19-117-005-0000, 19-19-117-031-0000, 19-19-117-032-0000, 19-19-117-042-0000, 19-19-117-055-0000, 19-19-117-059-0000, 19-19-117-065-0000, 19-19-117-076-0000",0,19-19-117-055-0000,19-19-117-055-0000,0,0
19191170040000,19-19-117-004-0000,"19-19-117-004-0000, 19-19-117-005-0000, 19-19-117-031-0000, 19-19-117-032-0000, 19-19-117-042-0000, 19-19-117-055-0000, 19-19-117-059-0000, 19-19-117-065-0000, 19-19-117-076-0000",0,19-19-117-059-0000,19-19-117-059-0000,0,0
19191170040000,19-19-117-004-0000,"19-19-117-004-0000, 19-19-117-005-0000, 19-19-117-031-0000, 19-19-117-032-0000, 19-19-117-042-0000, 19-19-117-055-0000, 19-19-117-059-0000, 19-19-117-065-0000, 19-19-117-076-0000",0,19-19-117-065-0000,19-19-117-065-0000,0,0
19191170040000,19-19-117-004-0000,"19-19-117-004-0000, 19-19-117-005-0000, 19-19-117-031-0000, 19-19-117-032-0000, 19-19-117-042-0000, 19-19-117-055-0000, 19-19-117-059-0000, 19-19-117-065-0000, 19-19-117-076-0000",0,19-19-117-076-0000,19-19-117-076-0000,0,0
19191170130000,19-19-117-013-0000,"19-19-117-013-0000, 19-19-117-053-0000",0,19-19-117-013-0000,19-19-117-013-0000,0,0
19191170130000,19-19-117-013-0000,"19-19-117-013-0000, 19-19-117-053-0000",0,19-19-117-053-0000,19-19-117-053-0000,0,0
19192160030000,19-19-216-003-0000,"19-19-216-003-0000, 19-19-216-005-0000, 19-19-216-009-0000, 19-19-216-010-0000, 19-19-216-011-0000, 19-19-216-013-0000, 19-19-216-036-0000, 19-19-216-037-0000, 19-19-216-042-0000, 19-19-216-044-0000",0,19-19-216-003-0000,19-19-216-003-0000,0,0
19192160030000,19-19-216-003-0000,"19-19-216-003-0000, 19-19-216-005-0000, 19-19-216-009-0000, 19-19-216-010-0000, 19-19-216-011-0000, 19-19-216-013-0000, 19-19-216-036-0000, 19-19-216-037-0000, 19-19-216-042-0000, 19-19-216-044-0000",0,19-19-216-005-0000,19-19-216-005-0000,0,0
19192160030000,19-19-216-003-0000,"19-19-216-003-0000, 19-19-216-005-0000, 19-19-216-009-0000, 19-19-216-010-0000, 19-19-216-011-0000, 19-19-216-013-0000, 19-19-216-036-0000, 19-19-216-037-0000, 19-19-216-042-0000, 19-19-216-044-0000",0,19-19-216-009-0000,19-19-216-009-0000,0,0
19192160030000,19-19-216-003-0000,"19-19-216-003-0000, 19-19-216-005-0000, 19-19-216-009-0000, 19-19-216-010-0000, 19-19-216-011-0000, 19-19-216-013-0000, 19-19-216-036-0000, 19-19-216-037-0000, 19-19-216-042-0000, 19-19-216-044-0000",0,19-19-216-010-0000,19-19-216-010-0000,0,0
19192160030000,19-19-216-003-0000,"19-19-216-003-0000, 19-19-216-005-0000, 19-19-216-009-0000, 19-19-216-010-0000, 19-19-216-011-0000, 19-19-216-013-0000, 19-19-216-036-0000, 19-19-216-037-0000, 19-19-216-042-0000, 19-19-216-044-0000",0,19-19-216-011-0000,19-19-216-011-0000,0,0
19192160030000,19-19-216-003-0000,"19-19-216-003-0000, 19-19-216-005-0000, 19-19-216-009-0000, 19-19-216-010-0000, 19-19-216-011-0000, 19-19-216-013-0000, 19-19-216-036-0000, 19-19-216-037-0000, 19-19-216-042-0000, 19-19-216-044-0000",0,19-19-216-013-0000,19-19-216-013-0000,0,0
19192160030000,19-19-216-003-0000,"19-19-216-003-0000, 19-19-216-005-0000, 19-19-216-009-0000, 19-19-216-010-0000, 19-19-216-011-0000, 19-19-216-013-0000, 19-19-216-036-0000, 19-19-216-037-0000, 19-19-216-042-0000, 19-19-216-044-0000",0,19-19-216-036-0000,19-19-216-036-0000,0,0
19192160030000,19-19-216-003-0000,"19-19-216-003-0000, 19-19-216-005-0000, 19-19-216-009-0000, 19-19-216-010-0000, 19-19-216-011-0000, 19-19-216-013-0000, 19-19-216-036-0000, 19-19-216-037-0000, 19-19-216-042-0000, 19-19-216-044-0000",0,19-19-216-037-0000,19-19-216-037-0000,0,0
19192160030000,19-19-216-003-0000,"19-19-216-003-0000, 19-19-216-005-0000, 19-19-216-009-0000, 19-19-216-010-0000, 19-19-216-011-0000, 19-19-216-013-0000, 19-19-216-036-0000, 19-19-216-037-0000, 19-19-216-042-0000, 19-19-216-044-0000",0,19-19-216-042-0000,19-19-216-042-0000,0,0
19192160030000,19-19-216-003-0000,"19-19-216-003-0000, 19-19-216-005-0000, 19-19-216-009-0000, 19-19-216-010-0000, 19-19-216-011-0000, 19-19-216-013-0000, 19-19-216-036-0000, 19-19-216-037-0000, 19-19-216-042-0000, 19-19-216-044-0000",0,19-19-216-044-0000,19-19-216-044-0000,0,0
19192160160000,19-19-216-016-0000,"19-19-216-016-0000, 19-19-217-037-0000, 19-19-217-058-0000",0,19-19-216-016-0000,19-19-216-016-0000,0,0
19192160160000,19-19-216-016-0000,"19-19-216-016-0000, 19-19-217-037-0000, 19-19-217-058-0000",0,19-19-217-037-0000,19-19-217-037-0000,0,0
19192160160000,19-19-216-016-0000,"19-19-216-016-0000, 19-19-217-037-0000, 19-19-217-058-0000",0,19-19-217-058-0000,19-19-217-058-0000,0,0
19192170030000,19-19-217-003-0000,"19-19-216-017-0000, 19-19-217-003-0000, 19-19-217-005-0000, 19-19-217-006-0000, 19-19-217-007-0000, 19-19-217-043-0000, 19-19-217-059-0000",0,19-19-216-017-0000,19-19-216-017-0000,0,0
19192170030000,19-19-217-003-0000,"19-19-216-017-0000, 19-19-217-003-0000, 19-19-217-005-0000, 19-19-217-006-0000, 19-19-217-007-0000, 19-19-217-043-0000, 19-19-217-059-0000",0,19-19-217-003-0000,19-19-217-003-0000,0,0
19192170030000,19-19-217-003-0000,"19-19-216-017-0000, 19-19-217-003-0000, 19-19-217-005-0000, 19-19-217-006-0000, 19-19-217-007-0000, 19-19-217-043-0000, 19-19-217-059-0000",0,19-19-217-005-0000,19-19-217-005-0000,0,0
19192170030000,19-19-217-003-0000,"19-19-216-017-0000, 19-19-217-003-0000, 19-19-217-005-0000, 19-19-217-006-0000, 19-19-217-007-0000, 19-19-217-043-0000, 19-19-217-059-0000",0,19-19-217-006-0000,19-19-217-006-0000,0,0
19192170030000,19-19-217-003-0000,"19-19-216-017-0000, 19-19-217-003-0000, 19-19-217-005-0000, 19-19-217-006-0000, 19-19-217-007-0000, 19-19-217-043-0000, 19-19-217-059-0000",0,19-19-217-007-0000,19-19-217-007-0000,0,0
19192170030000,19-19-217-003-0000,"19-19-216-017-0000, 19-19-217-003-0000, 19-19-217-005-0000, 19-19-217-006-0000, 19-19-217-007-0000, 19-19-217-043-0000, 19-19-217-059-0000",0,19-19-217-043-0000,19-19-217-043-0000,0,0
19192170030000,19-19-217-003-0000,"19-19-216-017-0000, 19-19-217-003-0000, 19-19-217-005-0000, 19-19-217-006-0000, 19-19-217-007-0000, 19-19-217-043-0000, 19-19-217-059-0000",0,19-19-217-059-0000,19-19-217-059-0000,0,0
19192170230000,19-19-217-023-0000,"19-19-217-023-0000, 19-19-217-024-0000, 19-19-217-072-0000",0,19-19-217-023-0000,19-19-217-023-0000,0,0
19192170230000,19-19-217-023-0000,"19-19-217-023-0000, 19-19-217-024-0000, 19-19-217-072-0000",0,19-19-217-024-0000,19-19-217-024-0000,0,0
19192170230000,19-19-217-023-0000,"19-19-217-023-0000, 19-19-217-024-0000, 19-19-217-072-0000",0,19-19-217-072-0000,19-19-217-072-0000,0,0
19192170680000,19-19-217-068-0000,19-19-217-068-0000,0,19-19-217-068-0000,19-19-217-068-0000,0,0
19192170710000,19-19-217-071-0000,"19-19-217-046-0000, 19-19-217-071-0000",0,19-19-217-046-0000,19-19-217-046-0000,0,0
19192170710000,19-19-217-071-0000,"19-19-217-046-0000, 19-19-217-071-0000",0,19-19-217-071-0000,19-19-217-071-0000,0,0
19192170760000,19-19-217-076-0000,"19-19-217-076-0000, 19-19-217-079-0000, 19-19-217-080-0000, 19-19-217-081-0000, 19-19-217-083-0000, 19-19-217-086-0000, 19-19-217-087-0000, 19-19-217-088-0000, 19-19-217-089-0000, 19-19-217-090-0000, 19-19-217-091-0000, 19-19-217-092-0000",0,19-19-217-076-0000,19-19-217-076-0000,0,0
19192170760000,19-19-217-076-0000,"19-19-217-076-0000, 19-19-217-079-0000, 19-19-217-080-0000, 19-19-217-081-0000, 19-19-217-083-0000, 19-19-217-086-0000, 19-19-217-087-0000, 19-19-217-088-0000, 19-19-217-089-0000, 19-19-217-090-0000, 19-19-217-091-0000, 19-19-217-092-0000",0,19-19-217-079-0000,19-19-217-079-0000,0,0
19192170760000,19-19-217-076-0000,"19-19-217-076-0000, 19-19-217-079-0000, 19-19-217-080-0000, 19-19-217-081-0000, 19-19-217-083-0000, 19-19-217-086-0000, 19-19-217-087-0000, 19-19-217-088-0000, 19-19-217-089-0000, 19-19-217-090-0000, 19-19-217-091-0000, 19-19-217-092-0000",0,19-19-217-080-0000,19-19-217-080-0000,0,0
19192170760000,19-19-217-076-0000,"19-19-217-076-0000, 19-19-217-079-0000, 19-19-217-080-0000, 19-19-217-081-0000, 19-19-217-083-0000, 19-19-217-086-0000, 19-19-217-087-0000, 19-19-217-088-0000, 19-19-217-089-0000, 19-19-217-090-0000, 19-19-217-091-0000, 19-19-217-092-0000",0,19-19-217-081-0000,19-19-217-081-0000,0,0
19192170760000,19-19-217-076-0000,"19-19-217-076-0000, 19-19-217-079-0000, 19-19-217-080-0000, 19-19-217-081-0000, 19-19-217-083-0000, 19-19-217-086-0000, 19-19-217-087-0000, 19-19-217-088-0000, 19-19-217-089-0000, 19-19-217-090-0000, 19-19-217-091-0000, 19-19-217-092-0000",0,19-19-217-083-0000,19-19-217-083-0000,0,0
19192170760000,19-19-217-076-0000,"19-19-217-076-0000, 19-19-217-079-0000, 19-19-217-080-0000, 19-19-217-081-0000, 19-19-217-083-0000, 19-19-217-086-0000, 19-19-217-087-0000, 19-19-217-088-0000, 19-19-217-089-0000, 19-19-217-090-0000, 19-19-217-091-0000, 19-19-217-092-0000",0,19-19-217-086-0000,19-19-217-086-0000,0,0
19192170760000,19-19-217-076-0000,"19-19-217-076-0000, 19-19-217-079-0000, 19-19-217-080-0000, 19-19-217-081-0000, 19-19-217-083-0000, 19-19-217-086-0000, 19-19-217-087-0000, 19-19-217-088-0000, 19-19-217-089-0000, 19-19-217-090-0000, 19-19-217-091-0000, 19-19-217-092-0000",0,19-19-217-087-0000,19-19-217-087-0000,0,0
19192170760000,19-19-217-076-0000,"19-19-217-076-0000, 19-19-217-079-0000, 19-19-217-080-0000, 19-19-217-081-0000, 19-19-217-083-0000, 19-19-217-086-0000, 19-19-217-087-0000, 19-19-217-088-0000, 19-19-217-089-0000, 19-19-217-090-0000, 19-19-217-091-0000, 19-19-217-092-0000",0,19-19-217-088-0000,19-19-217-088-0000,0,0
19192170760000,19-19-217-076-0000,"19-19-217-076-0000, 19-19-217-079-0000, 19-19-217-080-0000, 19-19-217-081-0000, 19-19-217-083-0000, 19-19-217-086-0000, 19-19-217-087-0000, 19-19-217-088-0000, 19-19-217-089-0000, 19-19-217-090-0000, 19-19-217-091-0000, 19-19-217-092-0000",0,19-19-217-089-0000,19-19-217-089-0000,0,0
19192170760000,19-19-217-076-0000,"19-19-217-076-0000, 19-19-217-079-0000, 19-19-217-080-0000, 19-19-217-081-0000, 19-19-217-083-0000, 19-19-217-086-0000, 19-19-217-087-0000, 19-19-217-088-0000, 19-19-217-089-0000, 19-19-217-090-0000, 19-19-217-091-0000, 19-19-217-092-0000",0,19-19-217-090-0000,19-19-217-090-0000,0,0
19192170760000,19-19-217-076-0000,"19-19-217-076-0000, 19-19-217-079-0000, 19-19-217-080-0000, 19-19-217-081-0000, 19-19-217-083-0000, 19-19-217-086-0000, 19-19-217-087-0000, 19-19-217-088-0000, 19-19-217-089-0000, 19-19-217-090-0000, 19-19-217-091-0000, 19-19-217-092-0000",0,19-19-217-091-0000,19-19-217-091-0000,0,0
19192170760000,19-19-217-076-0000,"19-19-217-076-0000, 19-19-217-079-0000, 19-19-217-080-0000, 19-19-217-081-0000, 19-19-217-083-0000, 19-19-217-086-0000, 19-19-217-087-0000, 19-19-217-088-0000, 19-19-217-089-0000, 19-19-217-090-0000, 19-19-217-091-0000, 19-19-217-092-0000",0,19-19-217-092-0000,19-19-217-092-0000,0,0
19193010020000,19-19-301-002-0000,"19-19-301-002-0000, 19-19-301-003-0000",0,19-19-301-002-0000,19-19-301-002-0000,0,0
19193010020000,19-19-301-002-0000,"19-19-301-002-0000, 19-19-301-003-0000",0,19-19-301-003-0000,19-19-301-003-0000,0,0
19193010060000,19-19-301-006-0000,"19-19-116-057-0000, 19-19-301-006-0000, 19-19-301-017-0000",0,19-19-116-057-0000,19-19-116-057-0000,0,0
19193010060000,19-19-301-006-0000,"19-19-116-057-0000, 19-19-301-006-0000, 19-19-301-017-0000",0,19-19-301-006-0000,19-19-301-006-0000,0,0
19193010060000,19-19-301-006-0000,"19-19-116-057-0000, 19-19-301-006-0000, 19-19-301-017-0000",0,19-19-301-017-0000,19-19-301-017-0000,0,0
19193010070000,19-19-301-007-0000,"19-19-301-007-0000, 19-19-301-018-0000",0,19-19-301-007-0000,19-19-301-007-0000,0,0
19193010070000,19-19-301-007-0000,"19-19-301-007-0000, 19-19-301-018-0000",0,19-19-301-018-0000,19-19-301-018-0000,0,0
19193010130000,19-19-301-013-0000,19-19-301-013-0000,0,19-19-301-013-0000,19-19-301-013-0000,0,0
19193010150000,19-19-301-015-0000,19-19-301-015-0000,0,19-19-301-015-0000,19-19-301-015-0000,0,0
19193010160000,19-19-301-016-0000,19-19-301-016-0000,0,19-19-301-016-0000,19-19-301-016-0000,0,0
19201170210000,19-20-117-021-0000,19-20-117-021-0000,0,19-20-117-021-0000,19-20-117-021-0000,0,0
19202170050000,19-20-217-005-0000,"19-20-217-005-0000, 19-20-217-006-0000",0,19-20-217-005-0000,19-20-217-005-0000,0,0
19202170050000,19-20-217-005-0000,"19-20-217-005-0000, 19-20-217-006-0000",0,19-20-217-006-0000,19-20-217-006-0000,0,0
19212120430000,19-21-212-043-0000,"19-21-212-043-0000, 19-21-212-044-0000",0,19-21-212-043-0000,19-21-212-043-0000,0,0
19212120430000,19-21-212-043-0000,"19-21-212-043-0000, 19-21-212-044-0000",0,19-21-212-044-0000,19-21-212-044-0000,0,0
19213010190000,19-21-301-019-0000,19-21-301-019-0000,0,19-21-301-019-0000,19-21-301-019-0000,0,0
19213010220000,19-21-301-022-0000,"19-21-301-021-0000, 19-21-301-022-0000",0,19-21-301-021-0000,19-21-301-021-0000,0,0
19213010220000,19-21-301-022-0000,"19-21-301-021-0000, 19-21-301-022-0000",0,19-21-301-022-0000,19-21-301-022-0000,0,0
19213010240000,19-21-301-024-0000,19-21-301-024-0000,0,19-21-301-024-0000,19-21-301-024-0000,0,0
19213010280000,19-21-301-028-0000,19-21-301-028-0000,0,19-21-301-028-0000,19-21-301-028-0000,0,0
19213020080000,19-21-302-008-0000,19-21-302-008-0000,0,19-21-302-008-0000,19-21-302-008-0000,0,0
19214000530000,19-21-400-053-0000,19-21-400-053-0000,0,19-21-400-053-0000,19-21-400-053-0000,0,0
19214010010000,19-21-401-001-0000,"19-21-302-015-0000, 19-21-401-001-0000, 19-21-401-002-0000, 19-21-401-003-0000, 19-21-402-002-0000",0,19-21-302-015-0000,19-21-302-015-0000,0,0
19214010010000,19-21-401-001-0000,"19-21-302-015-0000, 19-21-401-001-0000, 19-21-401-002-0000, 19-21-401-003-0000, 19-21-402-002-0000",0,19-21-401-001-0000,19-21-401-001-0000,0,0
19214010010000,19-21-401-001-0000,"19-21-302-015-0000, 19-21-401-001-0000, 19-21-401-002-0000, 19-21-401-003-0000, 19-21-402-002-0000",0,19-21-401-002-0000,19-21-401-002-0000,0,0
19214010010000,19-21-401-001-0000,"19-21-302-015-0000, 19-21-401-001-0000, 19-21-401-002-0000, 19-21-401-003-0000, 19-21-402-002-0000",0,19-21-401-003-0000,19-21-401-003-0000,0,0
19214010010000,19-21-401-001-0000,"19-21-302-015-0000, 19-21-401-001-0000, 19-21-401-002-0000, 19-21-401-003-0000, 19-21-402-002-0000",0,19-21-402-002-0000,19-21-402-002-0000,0,0
19253040020000,19-25-304-002-0000,"19-25-304-002-0000, 19-25-305-002-0000, 19-25-306-002-0000, 19-25-307-003-0000, 19-25-312-004-0000, 19-25-313-001-0000, 19-25-314-001-0000, 19-25-315-001-0000",0,19-25-304-002-0000,19-25-304-002-0000,0,0
19253040020000,19-25-304-002-0000,"19-25-304-002-0000, 19-25-305-002-0000, 19-25-306-002-0000, 19-25-307-003-0000, 19-25-312-004-0000, 19-25-313-001-0000, 19-25-314-001-0000, 19-25-315-001-0000",0,19-25-305-002-0000,19-25-305-002-0000,0,0
19253040020000,19-25-304-002-0000,"19-25-304-002-0000, 19-25-305-002-0000, 19-25-306-002-0000, 19-25-307-003-0000, 19-25-312-004-0000, 19-25-313-001-0000, 19-25-314-001-0000, 19-25-315-001-0000",0,19-25-306-002-0000,19-25-306-002-0000,0,0
19253040020000,19-25-304-002-0000,"19-25-304-002-0000, 19-25-305-002-0000, 19-25-306-002-0000, 19-25-307-003-0000, 19-25-312-004-0000, 19-25-313-001-0000, 19-25-314-001-0000, 19-25-315-001-0000",0,19-25-307-003-0000,19-25-307-003-0000,0,0
