year,agency_number,agency_name,adjust_eligible,lastyear_rate,lastyear_levy,total_ptab_refunds,total_coe_refunds,aggregate_refunds,levy_adjustment,home_rule_ind,agg_ext_base_year,lim_numerator,lim_denominator,lim_rate,prior_eav,curr_new_prop,cty_cook_eav,cty_total_eav,pct_burden,total_levy,total_max_levy,total_prelim_rate,total_reduced_levy,total_final_levy,total_final_rate,reduction_type,reduction_pct,total_non_cap_ext,total_ext,pct_inCook,recap_levyshare
2023,030200000,VILLAGE OF   CALUMET PARK,Not Eligible,9.612,6681966,NA,NA,NA,NA,1,NA,NA,NA,NA,69516919,348157,99930455,99930455,1,6978242,6978242,6.984,NA,6978242,6.984,NA,NA,NA,6979142.98,1,NA
2023,030200001,VILLAGE OF CALUMET PARK LIBRARY FUND,Not Eligible,0.344,239138,NA,NA,NA,NA,1,NA,NA,NA,NA,69516919,348157,99930455,99930455,1,250759,250759,0.251,NA,250759,0.251,NA,NA,NA,250825.44,1,NA
2023,030210000,CITY OF CHICAGO,Not Eligible,1.628,1577388389,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,735186058,NA,NA,0.9999,1606252150,1606252150,1.612,NA,1606091524,1.612,NA,NA,NA,1606281347.84,NA,NA
2023,030210001,CITY OF CHICAGO LIBRARY FUND,Not Eligible,0.133,128865268,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,735186058,NA,NA,0.9999,128134850,128134850,0.129,NA,128122036,0.129,NA,NA,NA,128542365.92,NA,NA
2023,030210002,CITY OF CHICAGO SCHOOL BLDG & IMP FUND,Not Eligible,0.153,148243503,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,735186058,NA,NA,0.9999,142300000,142300000,0.143,NA,142285770,0.143,NA,NA,NA,142492700.21,NA,NA
2023,030210101,CITY OF CHICAGO SPEC SERV AREA 2,Not Eligible,0.991,280211,NA,NA,NA,NA,1,NA,NA,NA,NA,28275629,0,28283589,28283589,1,290000,290000,1.026,NA,290000,1.026,NA,NA,NA,290189.62,1,NA
2023,030210102,CITY OF CHICAGO SPEC SERV AREA #3,Not Eligible,0.966,1088677,NA,NA,NA,NA,1,NA,NA,NA,NA,112699459,17479,115017448,115017448,1,1101824,1101824,0.958,NA,1101824,0.958,NA,NA,NA,1101867.15,1,NA
2023,030210103,CITY OF CHICAGO SPEC SERV AREA #4,Not Eligible,0.803,85741,NA,NA,NA,NA,1,NA,NA,NA,NA,10677525,0,10687180,10687180,1,85672,85672,0.802,NA,85672,0.802,NA,NA,NA,85711.18,1,NA
2023,030210104,CITY OF CHICAGO SPEC SERVICE AREA #5,Not Eligible,2.455,333026,NA,NA,NA,NA,1,NA,NA,NA,NA,13565208,0,13565208,13565208,1,339236,339236,2.501,NA,339236,2.501,NA,NA,NA,339265.85,1,NA
2023,030210105,CITY OF CHICAGO SPECIAL SERVICE AREA NO 6,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,75835182,712281,76805755,76805755,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2023,030210106,CITY OF CHICAGO SPECIAL SERVICE AREA 7,Not Eligible,0.804,131516,NA,NA,NA,NA,1,NA,NA,NA,NA,16357769,0,16357769,16357769,1,131660,131660,0.805,NA,131660,0.805,NA,NA,NA,131680.04,1,NA
2023,030210108,CITY OF CHICAGO SPECIAL SERVICE AREA NO. 9,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,164383888,37375462,201254133,201254133,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2023,030210109,CITY OF CHICAGO SPECIAL SERVICE AREA NO. 10,Not Eligible,1.306,496898,NA,NA,NA,NA,1,NA,NA,NA,NA,38047318,139082,38240671,38240671,1,490808,490808,1.284,NA,490808,1.284,NA,NA,NA,491010.22,1,NA
2023,030210110,CITY OF CHICAGO SPECIAL SERVICE AREA NO.11,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,10759085,0,10759085,10759085,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2023,030210111,CITY OF CHICAGO SPECIAL SERVICE AREA 12,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,296330242,NA,NA,1,0,0,0,NA,0,0,NA,NA,NA,0,NA,NA
2023,030210112,CITY OF CHICAGO SPECIAL SERVICE AREA 13,Not Eligible,0.544,1136660,NA,NA,NA,NA,1,NA,NA,NA,NA,208944826,5551184,221343397,221343397,1,1168451,1168451,0.528,NA,1168451,0.528,NA,NA,NA,1168693.14,1,NA
2023,030210114,CITY OF CHICAGO SPEC SERV AREA 15,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,63482540,0,62927775,62927775,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2023,030210115,CITY OF CHICAGO SPECIAL SERVICE AREA 16,Not Eligible,0.457,785521,NA,NA,NA,NA,1,NA,NA,NA,NA,171886462,0,174848602,174848602,1,655318,655318,0.375,NA,655318,0.375,NA,NA,NA,655682.26,1,NA
2023,030210117,CITY OF CHICAGO SPECIAL SERVICE AREA 18,Not Eligible,0.54,497871,NA,NA,NA,NA,1,NA,NA,NA,NA,92198359,512294,92517357,92517357,1,491509,491509,0.532,NA,491509,0.532,NA,NA,NA,492192.34,1,NA
2023,030210118,CITY OF CHICAGO SPECIAL SERVICE AREA 19,Not Eligible,0.683,399718,NA,NA,NA,NA,1,NA,NA,NA,NA,58523912,0,58453576,58453576,1,451900,451900,0.774,NA,451900,0.774,NA,NA,NA,452430.68,1,NA
2023,030210119,CITY OF CHICAGO SPECIAL SERVICE AREA 20,Not Eligible,0.639,275255,NA,NA,NA,NA,1,NA,NA,NA,NA,43075848,716124,43076495,43076495,1,269582,269582,0.626,NA,269582,0.626,NA,NA,NA,269658.86,1,NA
2023,030210121,CITY OF CHICAGO SPECIAL SERVICE AREA #22,Not Eligible,0.468,240584,NA,NA,NA,NA,1,NA,NA,NA,NA,51406823,15672400,67920485,67920485,1,244339,244339,0.36,NA,244339,0.36,NA,NA,NA,244513.75,1,NA
2023,030210122,CITY OF CHICAGO SPECIAL SERVICE AREA #23,Not Eligible,0.231,493414,NA,NA,NA,NA,1,NA,NA,NA,NA,213599004,0,219987493,219987493,1,510408,510408,0.232,NA,510408,0.232,NA,NA,NA,510370.98,1,NA
2023,030210123,CITY OF CHICAGO SPECIAL SERVICE AREA #24,Not Eligible,0.548,389475,NA,NA,NA,NA,1,NA,NA,NA,NA,71072114,7517148,78880610,78880610,1,401516,401516,0.509,NA,401516,0.509,NA,NA,NA,401502.3,1,NA
2023,030210124,CITY OF CHICAGO SPECIAL SERVICE AREA #25,Not Eligible,0.323,361051,NA,NA,NA,NA,1,NA,NA,NA,NA,111780595,0,114908649,114908649,1,377578,377578,0.329,NA,377578,0.329,NA,NA,NA,378049.46,1,NA
2023,030210125,CITY OF CHICAGO SPECIAL SERVICE AREA #26,Not Eligible,0.435,478593,NA,NA,NA,NA,1,NA,NA,NA,NA,110021314,0,110021324,110021324,1,471648,471648,0.429,NA,471648,0.429,NA,NA,NA,471991.48,1,NA
2023,030210130,CITY OF CHICAGO SPECIAL SERVICE AREA 31,Not Eligible,0.238,562207,NA,NA,NA,NA,1,NA,NA,NA,NA,236221477,1286283,244503144,244503144,1,587692,587692,0.241,NA,587692,0.241,NA,NA,NA,589252.58,1,NA
2023,030210131,CITY OF CHICAGO SPECIAL SERVICE AREA #32,Not Eligible,1.649,438602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,030210132,CITY OF CHICAGO SPECIAL SERVICE AREA #33,Not Eligible,0.198,1361714,NA,NA,NA,NA,1,NA,NA,NA,NA,687734200,4891922,717053702,717053702,1,1402187,1402187,0.196,NA,1402187,0.196,NA,NA,NA,1405425.26,1,NA
2023,030210133,CITY OF CHICAGO SPECIAL SERVICE AREA #34,Not Eligible,0.25,714081,NA,NA,NA,NA,1,NA,NA,NA,NA,285632437,0,286322084,286322084,1,722253,714081,0.25,NA,714081,0.25,NA,NA,NA,715805.21,1,NA
2023,030210136,CITY OF CHICAGO SPECIAL SERVICE AREA #37,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,109127174,0,114526892,114526892,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2023,030210137,CITY OF CHICAGO SPECIAL SERVICE AREA #38,Not Eligible,0.215,279702,NA,NA,NA,NA,1,NA,NA,NA,NA,130093839,0,132030211,132030211,1,290100,290100,0.22,NA,290100,0.22,NA,NA,NA,290466.46,1,NA
2023,030210138,CITY OF CHICAGO SPECIAL SERVICE AREA 39,Not Eligible,1.118,878864,NA,NA,NA,NA,1,NA,NA,NA,NA,78610353,0,80692521,80692521,1,912721,912721,1.132,NA,912721,1.132,NA,NA,NA,913439.34,1,NA
2023,030210141,CITY OF CHICAGO SPECIAL SERVICE AREA 42,Not Eligible,1.837,695145,NA,NA,NA,NA,1,NA,NA,NA,NA,37841344,0,37862600,37862600,1,747449,747449,1.975,NA,747449,1.975,NA,NA,NA,747786.35,1,NA
2023,030210142,CITY OF CHICAGO SPECIAL SERVICE AREA 43,Not Eligible,1.169,544320,NA,NA,NA,NA,1,NA,NA,NA,NA,46562884,34669678,77240931,77240931,1,523707,523707,0.678,NA,523707,0.678,NA,NA,NA,523693.51,1,NA
2023,030210143,CITY OF CHICAGO SPECIAL SERVICE AREA 44,Not Eligible,1.405,42264,NA,NA,NA,NA,1,NA,NA,NA,NA,3008102,2677781,4727759,4727759,1,61749,61749,1.307,NA,61749,1.307,NA,NA,NA,61791.81,1,NA
2023,030210144,CITY OF CHICAGO SPECIAL SERVICE AREA 45,Not Eligible,1.55,840619,NA,NA,NA,NA,1,NA,NA,NA,NA,54233476,0,54263342,54263342,1,879727,879727,1.622,NA,879727,1.622,NA,NA,NA,880151.41,1,NA
2023,030210146,CITY OF CHICAGO SPECIAL SERVICE AREA 47,Not Eligible,1.036,357611,NA,NA,NA,NA,1,NA,NA,NA,NA,34518421,0,35327192,35327192,1,370084,370084,1.048,NA,370084,1.048,NA,NA,NA,370228.97,1,NA
2023,030210147,CITY OF CHICAGO SPECIAL SERVICE AREA #48,Not Eligible,0.174,554722,NA,NA,NA,NA,1,NA,NA,NA,NA,318805531,0,324705786,324705786,1,579167,579167,0.179,NA,579167,0.179,NA,NA,NA,581223.36,1,NA
2023,030210149,CITY OF CHICAGO SPEC SERV AREA #50,Not Eligible,1.194,733335,NA,NA,NA,NA,1,NA,NA,NA,NA,61418368,0,62090372,62090372,1,763478,763478,1.23,NA,763478,1.23,NA,NA,NA,763711.58,1,NA
2023,030210150,CITY OF CHICAGO SPEC SERV AREA #51,Not Eligible,1.612,1082850,NA,NA,NA,NA,1,NA,NA,NA,NA,67174340,43018,67500412,67500412,1,1127447,1127447,1.671,NA,1127447,1.671,NA,NA,NA,1127931.88,1,NA
2023,030210153,CITY OF CHICAGO SPECIAL SERVICE AREA 54,Not Eligible,0.488,162599,NA,NA,NA,NA,1,NA,NA,NA,NA,33319513,0,33406402,33406402,1,165562,165562,0.496,NA,165562,0.496,NA,NA,NA,165695.75,1,NA
2023,030210154,CITY OF CHICAGO SPECIAL SERVICE AREA 8-2011,Not Eligible,0.41,949520,NA,NA,NA,NA,1,NA,NA,NA,NA,231590328,0,232143705,232143705,1,951621,949520,0.409,NA,949520,0.409,NA,NA,NA,949467.75,1,NA
2023,030210155,CITY OF CHICAGO SPECIAL SERVICE AREA 17-2011,Not Eligible,0.25,757170,NA,NA,NA,NA,1,NA,NA,NA,NA,302868120,0,302868120,302868120,1,757170,757170,0.25,NA,757170,0.25,NA,NA,NA,757170.3,1,NA
2023,030210156,CITY OF CHICAGO SPECIAL SERVICE AREA 27-2011,Not Eligible,0.197,937158,NA,NA,NA,NA,1,NA,NA,NA,NA,475714622,3355163,489263898,489263898,1,973904,973904,0.2,NA,973904,0.2,NA,NA,NA,978527.8,1,NA
2023,030210157,CITY OF CHICAGO SPEC SERV AREA #55,Not Eligible,0.404,45507,NA,NA,NA,NA,1,NA,NA,NA,NA,11264163,0,11274860,11274860,1,65243,65243,0.579,NA,65243,0.579,NA,NA,NA,65281.44,1,NA
2023,030210162,CITY OF CHICAGO SPEC SERV AREA #60,Not Eligible,0.356,631580,NA,NA,NA,NA,1,NA,NA,NA,NA,177410156,4433369,184853927,184853927,1,661926,661926,0.359,NA,661926,0.359,NA,NA,NA,663625.6,1,NA
2023,030210163,CITY OF CHICAGO SPEC SERV AREA #61,Not Eligible,0.589,296466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,030210164,CITY OF CHICAGO SPEC SERV AREA #62,Not Eligible,0.372,75181,NA,NA,NA,NA,1,NA,NA,NA,NA,20209865,0,20611518,20611518,1,77762,77762,0.378,NA,77762,0.378,NA,NA,NA,77911.54,1,NA
2023,030210165,CITY OF CHICAGO SPEC SERV AREA #63,Not Eligible,1.457,140820,NA,NA,NA,NA,1,NA,NA,NA,NA,9665055,0,9665055,9665055,1,144975,144975,1.5,NA,144975,1.5,NA,NA,NA,144975.83,1,NA
2023,030210166,CITY OF CHICAGO SPEC SERV AREA #64,Not Eligible,0.901,15494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,030210167,CITY OF CHICAGO SPECIAL SERVICE AREA 28-2014,Not Eligible,0.448,263922,NA,NA,NA,NA,1,NA,NA,NA,NA,58911071,0,61243867,61243867,1,263867,263867,0.431,NA,263867,0.431,NA,NA,NA,263961.07,1,NA
2023,030210168,CITY OF CHICAGO SPECIAL SERVICE AREA 29-2014,Not Eligible,0.29,766893,NA,NA,NA,NA,1,NA,NA,NA,NA,264445892,3773939,276087321,276087321,1,802829,802829,0.291,NA,802829,0.291,NA,NA,NA,803414.1,1,NA
2023,030210169,CITY OF CHICAGO SPECIAL SERVICE AREA 69,Not Eligible,1.235,458003,NA,NA,NA,NA,1,NA,NA,NA,NA,37085265,448566,38642214,38642214,1,463882,463882,1.201,NA,463882,1.201,NA,NA,NA,464092.99,1,NA
2023,030210171,CITY OF CHICAGO SPEC SERV AREA 1-2015,Not Eligible,0.296,3210969,NA,NA,NA,NA,1,NA,NA,NA,NA,1084786740,5855627,1070749137,1070749137,1,3461075,3461075,0.323,NA,3461075,0.324,NA,NA,NA,3469227.2,1,NA
2023,030210172,CITY OF CHICAGO SPEC SERV AREA 35-2015,Not Eligible,0.26,436187,NA,NA,NA,NA,1,NA,NA,NA,NA,167764361,248573,171508306,171508306,1,447405,447405,0.26,NA,447405,0.261,NA,NA,NA,447636.68,1,NA
2023,030210173,CITY OF CHICAGO SPECIAL SERVICE AREA 21-2016,Not Eligible,0.306,312832,NA,NA,NA,NA,1,NA,NA,NA,NA,102232631,0,103752247,103752247,1,363414,363414,0.351,NA,363414,0.351,NA,NA,NA,364170.39,1,NA
2023,030210174,CITY OF CHICAGO SPECIAL SERVICE AREA 71,Not Eligible,1.721,513165,NA,NA,NA,NA,1,NA,NA,NA,NA,29817846,0,30058923,30058923,1,510470,510470,1.699,NA,510470,1.699,NA,NA,NA,510701.1,1,NA
2023,030210175,CITY OF CHICAGO SPECIAL SERVICE AREA 72,Not Eligible,1.177,147979,NA,NA,NA,NA,1,NA,NA,NA,NA,12572570,0,12572570,12572570,1,141255,141255,1.124,NA,141255,1.124,NA,NA,NA,141315.69,1,NA
2023,030210176,CITY OF CHICAGO SPECIAL SERVICE AREA 73,Not Eligible,0.088,55048,NA,NA,NA,NA,1,NA,NA,NA,NA,62554251,0,62609135,62609135,1,68386,68386,0.11,NA,68386,0.11,NA,NA,NA,68870.05,1,NA
2023,030210178,CITY OF CHICAGO SPECIAL SERVICE AREA 75,Not Eligible,0.385,403734,NA,NA,NA,NA,1,NA,NA,NA,NA,104865921,0,103884088,103884088,1,403200,403200,0.389,NA,403200,0.389,NA,NA,NA,404109.1,1,NA
2023,030210179,CITY OF CHICAGO SPECIAL SERVICE AREA 76,Not Eligible,0.034,785881,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,1,1058119,1058119,0.047,NA,1058119,0.047,NA,NA,NA,1079211.04,NA,NA
2023,030210180,CITY OF CHICAGO SPECIAL SERVICE AREA 77,Not Eligible,1.272,256381,NA,NA,NA,NA,1,NA,NA,NA,NA,20155715,0,20207522,20207522,1,269130,269130,1.332,NA,269130,1.332,NA,NA,NA,269164.19,1,NA
2023,030210181,CITY OF CHICAGO SPECIAL SERVICE AREA 52-2021,Not Eligible,1.234,43449,NA,NA,NA,NA,1,NA,NA,NA,NA,3520978,0,3520978,3520978,1,43421,43421,1.234,NA,43421,1.234,NA,NA,NA,43448.87,1,NA
2023,030210182,CITY OF CHICAGO SPECIAL SERVICE AREA 79,Not Eligible,0.481,298414,NA,NA,NA,NA,1,NA,NA,NA,NA,62040235,735178,63778189,63778189,1,308057,308057,0.483,NA,308057,0.483,NA,NA,NA,308048.65,1,NA
2023,030210183,CITY OF CHICAGO SPECIAL SERVICE AREA 80,Not Eligible,0.925,126408,NA,NA,NA,NA,1,NA,NA,NA,NA,13665717,0,13665717,13665717,1,131878,131878,0.965,NA,131878,0.965,NA,NA,NA,131874.17,1,NA
2023,030210184,CITY OF CHICAGO SPECIAL SERVICE AREA 56-2022,Not Eligible,1.07,112398,NA,NA,NA,NA,1,NA,NA,NA,NA,10504442,0,10506797,10506797,1,116887,116887,1.113,NA,116887,1.113,NA,NA,NA,116940.65,1,NA
2023,030210185,CITY OF CHICAGO SPECIAL SERVICE AREA 59-2022,Not Eligible,0.442,234848,NA,NA,NA,NA,1,NA,NA,NA,NA,53133027,180475,55074063,55074063,1,194737,194737,0.354,NA,194737,0.354,NA,NA,NA,194962.18,1,NA
2023,030220000,CITY OF   CHICAGO HEIGHTS,Not Eligible,8.06,27953358,NA,NA,NA,NA,1,NA,NA,NA,NA,346815859,4414427,436860152,436860152,1,27953547,27953547,6.399,NA,27953547,6.399,NA,NA,NA,27954681.13,1,NA
2023,030220001,CITY OF CHICAGO HEIGHTS LIBRARY FUND,Not Eligible,0.286,991893,NA,NA,NA,NA,1,NA,NA,NA,NA,346815859,4414427,436860152,436860152,1,990000,990000,0.227,NA,990000,0.227,NA,NA,NA,991672.55,1,NA
2023,030220100,CITY OF CHICAGO HTS SPECIAL SERVICE AREA 1,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1798,0,1798,1798,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2023,030230000,VILLAGE OF   CHICAGO RIDGE,Not Eligible,2.012,6343093,NA,NA,NA,NA,1,NA,NA,NA,NA,315263086,628796,388087052,388087052,1,6533386,6533386,1.684,NA,6533386,1.684,NA,NA,NA,6535385.96,1,NA
2023,030230001,VILLAGE OF CHICAGO RIDGE LIBRARY FUND,Not Eligible,0.474,1494347,NA,NA,NA,NA,1,NA,NA,NA,NA,315263086,628796,388087052,388087052,1,1555300,1555300,0.401,NA,1555300,0.401,NA,NA,NA,1556229.08,1,NA
2023,030230100,VILLAGE CHICAGO RIDGE SPEC SERV AREA #1,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,30145287,211536,36037903,36037903,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2023,030240000,CITY OF   COUNTRY CLUB HILLS,Not Eligible,10.114,18809282,NA,NA,NA,NA,1,NA,NA,NA,NA,185972734,640940,297853210,297853210,1,19521960,19521960,6.555,NA,19521960,6.555,NA,NA,NA,19524277.92,1,NA
2023,030250000,CITY OF   COUNTRYSIDE,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,334518488,629177,409250553,409250553,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2023,030260000,VILLAGE OF   CRESTWOOD,Eligible,0.579,1995044,-74850,-13238,-88088,88088,0,2020,2028237,420150467,0.483,344567164,2358122,422508589,422508589,1,2050437,1982125,0.47,NA,1982125,0.47,NA,NA,87881.79,1985790.37,1,0.044
2023,030270000,VILLAGE OF DEER PARK,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,682149,35843,739937,739937,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2023,030280000,VILLAGE OF   DEERFIELD,Not Eligible,0.564,1075740,NA,NA,NA,NA,1,NA,NA,NA,NA,190734045,0,200212895,1583205059,1,8759663,8759663,0.554,NA,8759663,0.554,NA,NA,NA,1109179.44,0.126,NA
2023,030280001,VILLAGE OF DEERFIELD LIBRARY FUND,Not Eligible,0.345,658032,NA,NA,NA,NA,1,NA,NA,NA,NA,190734045,0,200212895,1583205059,1,5469910,5469910,0.346,NA,5469910,0.346,NA,NA,NA,692736.62,0.126,NA
2023,030290000,CITY OF   DES PLAINES,Not Eligible,0.933,25225872,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,13834966,NA,NA,1,25980540,25980540,0.923,NA,25980540,0.923,NA,NA,NA,25982880.08,NA,NA
2023,030290001,CITY OF DES PLAINES LIBRARY FUND,Not Eligible,0.233,6299709,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,13834966,NA,NA,1,6283000,6283000,0.224,NA,6283000,0.224,NA,NA,NA,6305704.38,NA,NA
2023,030290112,CITY OF DES PLAINES SPECIAL SERVICE AREA 15,Not Eligible,1.137,1692,NA,NA,NA,NA,1,NA,NA,NA,NA,148855,0,154424,154424,1,1692,1692,1.096,NA,1692,1.096,NA,NA,NA,1692.49,1,NA
2023,030300000,VILLAGE OF   DIXMOOR,Eligible,2.005,664110,-18514,0,-18514,18514,0,2022,669839,41224880,1.625,33122687,8835,41233715,41233715,1,929320,801046,1.943,669960,688474,1.67,CLERK,0.856164,18513.94,688603.04,1,0.027
2023,030300100,VILLAGE OF DIXMOOR SPECIAL SERVICE AREA 1,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,3910637,0,3603444,3603444,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2023,030310000,VILLAGE OF DOLTON,Not Eligible,7.054,15451967,NA,NA,NA,NA,1,NA,NA,NA,NA,219052549,474134,300510446,300510446,1,15371779,15371779,5.116,NA,15371779,5.116,NA,NA,NA,15374114.42,1,NA
2023,030320000,VILLAGE OF EAST DUNDEE,Not Eligible,0.612,7882,NA,NA,NA,NA,1,NA,NA,NA,NA,1287948,0,1287948,132226120,1,784349,784349,0.594,NA,784349,0.594,NA,NA,NA,7650.41,0.01,NA
2023,030330000,VILLAGE OF EAST HAZELCREST,Not Eligible,3.702,829290,NA,NA,NA,NA,1,NA,NA,NA,NA,22401136,26764,30112203,30112203,1,868394,868394,2.884,NA,868394,2.884,NA,NA,NA,868435.93,1,NA
2023,030340000,CITY OF ELGIN,Not Eligible,1.642,8901623,NA,NA,NA,NA,1,NA,NA,NA,NA,542120780,44974958,607920498,NA,0.1783,56332327,56332327,1.588,NA,10044054,1.653,NA,NA,NA,10048925.83,NA,NA
2023,030340103,CITY OF ELGIN SPECIAL SERVICE AREA 15,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,63370,1002576,1218391,1218391,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2023,030350000,VILLAGE OF ELK GROVE VILLAGE,Not Eligible,0.826,19844363,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,41174367,NA,NA,0.9365,21218472,21218472,0.794,NA,19871098,0.793,NA,NA,NA,19881299.34,NA,NA
2023,030350001,VILLAGE OF ELK GROVE VILLAGE LIBRARY,Not Eligible,0.298,5978505,NA,NA,NA,NA,1,NA,NA,NA,NA,2006209581,38138410,2095856902,NA,0.9365,6574252,6574252,0.291,NA,6156787,0.294,NA,NA,NA,6161819.29,NA,NA
2023,030370000,VILLAGE OF   ELMWOOD PARK,Not Eligible,2.874,18070637,NA,NA,NA,NA,1,NA,NA,NA,NA,628762593,957452,642332471,642332471,1,18401158,18401158,2.865,NA,18401158,2.865,NA,NA,NA,18402825.29,1,NA
2023,030370001,VILLAGE OF ELMWOOD PARK LIBRARY FUND,Not Eligible,0.285,1791973,NA,NA,NA,NA,1,NA,NA,NA,NA,628762593,957452,642332471,642332471,1,1840160,1840160,0.287,NA,1840160,0.287,NA,NA,NA,1843494.19,1,NA
2023,030380000,CITY OF EVANSTON,Not Eligible,1.296,48608624,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,9493332,NA,NA,1,48791213,48791213,1.269,NA,48791213,1.269,NA,NA,NA,48794329.24,NA,NA
2023,030380001,CITY OF EVANSTON LIBRARY FUND,Not Eligible,0.208,7801384,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,9493332,NA,NA,1,8467695,8467695,0.221,NA,8467695,0.221,NA,NA,NA,8497672.78,NA,NA
2023,030380002,CITY OF EVANSTON GENERAL ASSISTANCE,Not Eligible,0.036,1350240,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,9493332,NA,NA,1,1082474,1082474,0.029,NA,1082474,0.029,NA,NA,NA,1115079.23,NA,NA
2023,030380100,CITY OF EVANSTON SPECIAL SERVICE 1,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,15649636,0,16305986,16305986,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2023,030380101,CITY OF EVANSTON SPECIAL SERVICE 2,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,10106232,0,9825800,9825800,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2023,030380102,CITY OF EVANSTON SPECIAL SERVICE 3,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,427623900,0,441444872,441444872,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2023,030380104,CITY OF EVANSTON SPECIAL SERVICE AREA 5,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,428938850,0,439359414,439359414,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2023,030380105,CITY OF EVANSTON SPECIAL SERVICE AREA 6,Not Eligible,0.18,228648,NA,NA,NA,NA,1,NA,NA,NA,NA,127026594,0,124739225,124739225,1,227835,227835,0.183,NA,227835,0.183,NA,NA,NA,228272.78,1,NA
2023,030380106,CITY OF EVANSTON SPECIAL SERVICE AREA 7,Not Eligible,0.336,146430,NA,NA,NA,NA,1,NA,NA,NA,NA,43580462,0,44881978,44881978,1,146392,146392,0.327,NA,146392,0.327,NA,NA,NA,146764.07,1,NA
2023,030380107,CITY OF EVANSTON SPECIAL SERVICE AREA 8,Not Eligible,0.307,62069,NA,NA,NA,NA,1,NA,NA,NA,NA,20218044,0,20787180,20787180,1,62062,62062,0.299,NA,62062,0.299,NA,NA,NA,62153.67,1,NA
2023,030380108,CITY OF EVANSTON SPECIAL SERVICE AREA 9,Not Eligible,0.129,614609,NA,NA,NA,NA,1,NA,NA,NA,NA,476440739,0,500641653,500641653,1,610995,610995,0.122,NA,610995,0.122,NA,NA,NA,610782.82,1,NA
2023,030390000,VILLAGE OF   EVERGREEN PARK,Not Eligible,1.992,8632940,NA,NA,NA,NA,1,NA,NA,NA,NA,433380534,1334644,561537461,561537461,1,8891481,8891481,1.584,NA,8891481,1.584,NA,NA,NA,8894753.38,1,NA
2023,030390001,VILLAGE OF EVERGREEN PARK LIBRARY FUND,Not Eligible,0.324,1404153,NA,NA,NA,NA,1,NA,NA,NA,NA,433380534,1334644,561537461,561537461,1,1446146,1446146,0.258,NA,1446146,0.258,NA,NA,NA,1448766.65,1,NA
