clean_name,agency_num,exemption_level,total_billed,av,eav,nonTIF_EAV_post_exemps,TIF_increment_EAV,Exempt_EAV,Total_EAV,final_tax_to_dist,final_tax_to_tif,tax_amt_exe,tax_amt_pre_exe,tax_amt_post_exe,pin_count,tax_rate_current,nonTIF_EAV_pre_exemps,taxrate_new,taxrate_change
Homewood,030600000,5000,59764270.49,156840932,470946346,355367217.68701804,7920690.204109885,109365034.66590267,472652942.55703056,58377158.48,1387112.01,17860374.906627815,77343284.77,59764270.49,8544,0.16427277355508468,464732252.3529207,0.12561460536564611,0.03865816818943857
Indian Head Park,030610000,5000,12254003.5,59648967,179107950,146615679.55856717,0,32636432.015010457,179252111.5735776,12254003.5,0,2721022.37613082,14963515.78,12254003.5,2255,0.08357907924237401,179252111.5735776,0.06836183625636175,0.015217242986012264
Inverness,030630000,5000,41475811.62,159557199,479084349,433352993.20683116,0,45731439.35771238,479084432.56454355,41475811.62,0,4445408.277742263,45921219.08,41475811.62,3259,0.0957090692118616,479084432.56454355,0.08657307313865237,0.009135996073209238
Justice,030640000,5000,20196219.24,74665092,224196869,167149317.18933827,10022279.845505618,47225903.04313273,224397500.0779766,19054481.12,1141738.12,5369104.173657072,25542947.46,20196219.24,3376,0.11399676313613684,214375220.232471,0.08888378563220646,0.025112977503930378
Kenilworth,030650000,5000,28870740.83,101609688,305103427,292330890.6605858,1068091.12173294,11704782.100144703,305103763.88246346,28765715.43,105025.4,1151344.6757821185,30022084.3,28870740.83,1013,0.09840121707629854,304035672.7607305,0.09461296159361535,0.0037882554826831893
La Grange,030660000,5000,69584558.57,276977764,831681113,749455234.7923243,0,82492551.15147471,831947785.943799,69584558.57,0,7627370.003281142,77187321.92,69584558.57,6767,0.09284685107214179,831947785.943799,0.0836405357952364,0.00920631527690538
La Grange Park,030670000,5000,39639077.16,156511637,469957471,388236668.6862095,7718994.367003825,74080799.83798806,470036462.8912014,38886536.89,752540.27,7510207.39770147,47141704.59,39639077.16,4737,0.10016193736050694,462317468.5241976,0.08411219462274047,0.016049742737766465
Lansing,030680000,5000,76877774.96,169972007,510356319,338595621.288069,35110172.91162214,140035291.9836541,513741086.18334526,69584202.76,7293572.2,28715809.365843758,104890207.25,76877774.96,12443,0.2055082770866651,478630913.27172315,0.14538175623540725,0.06012652085125786
Lemont,030690000,5000,55528858.71,268519890,806208378,697344317.0177754,11112683.21000255,97800713.87216586,806257714.0999439,54657846.6,871012.11,7665619.9533003615,63190894.75,55528858.71,7755,0.07837999861208701,795145030.8899412,0.06873946824370633,0.009640530368380681
Lincolnwood,030700000,5000,66059500.52,252883680,759333847,670685564.8933967,13018642.517077208,75638165.94987759,759342373.3603516,64801639.28,1257861.24,7308159.594077174,73366979.39,66059500.52,5667,0.09662000000000001,746323730.8432744,0.08682778880256206,0.00979221119743795
Lynwood,030710000,5000,20098051.37,61435907,184200393,144459249.64379552,2567559.8376639443,37635202.27084911,184662011.75230858,19697943.91,400107.45999999996,5551275.309208853,25577172.92,20098051.37,3472,0.13635640472015992,182094451.91464463,0.1081743221876593,0.028182082532500624
Lyons,030720000,5000,22783910.04,80750330,242468959,185356500.09313568,12511582.178045165,44860710.083038434,242728792.3542193,21348956.68,1434953.36,5153121.343880332,27907257.36,22783910.04,4083,0.11517781501740071,230217210.1761741,0.09273397355333546,0.02244384146406525
Markham,030730000,5000,33228572.37,57330163,172141750,109427681.31359665,15213738.164128294,53022335.86207377,177663755.33979872,29015736.44,4212835.93,14228502.21860409,45942504.65,33228572.37,9509,0.26515901727687186,162450017.17567042,0.17861331715725784,0.08654570011961402
Matteson,030740000,5000,81344427.82,179282274,538077868,428545814.42093253,18867199.789534237,91204767.51547746,538617781.7259443,77948590.7,3395837.12,16526616.672911046,97772924.04,81344427.82,7401,0.18189091592302006,519750581.93641,0.14997307056317408,0.03191784535984599
Maywood,030750000,5000,48625039.53,120106151,360642733,233035219.10648593,24910583.55465845,104419802.27354303,362365604.93468744,43935373.07,4689666.46,19719615.813204695,68019553.61,48625039.53,7895,0.18853533486680243,337455021.38002896,0.1301962344205916,0.05833910044621082
Mc Cook,030760000,5000,21594793.68,55249910,165898898,109934959.95565505,54812163.322225645,1151766.1430450764,165898889.42092577,14187627.45,7407166.23,160199.1528361397,21754992.84,21594793.68,357,0.12905473796254555,111086726.09870014,0.12771667640465292,0.0013380615578926225
Melrose Park,030770000,5000,85837521.34,268506633,806244938,663588685.5605628,71445229.00328909,71322218.81947567,806356133.3833276,77447574.1,8389947.24,7618667.974650445,93444464.32,85837521.34,6704,0.11671020887671794,734910904.3800385,0.10538362356363971,0.01132658531307823
Merrionette Park,030780000,5000,5350002.45,18568676,55756160,47947682.82846388,0,7911514.597963557,55859197.42642744,5350002.45,0,882766.7988407736,6221284.4799999995,5350002.45,664,0.11158,55859197.42642744,0.09577657210429004,0.01580342789570996
Midlothian,030800000,5000,29538163.29,88611137,266072583,188125740.24365908,8453743.880375225,70209580.03526203,266789064.15929633,28268619.39,1269543.9,10553578.462413473,39984255.85,29538163.29,5935,0.15026449519022061,258335320.27892113,0.1094260721278018,0.04083842306241882
Morton Grove,030810000,5000,94229604.7,354849898,1065507698,842694466.7146049,58243441.222117424,164769174.97359955,1065707082.9103218,88164948.57,6064656.13,17549357.27568274,111757512.68,94229604.7,10697,0.10462267411547962,1007463641.6882044,0.08751179191167852,0.01711088220380111
Mt Prospect,030820000,5000,184658003.41,694664240,2085868197,1780803724.1222892,13502719.56640839,292738468.5818936,2087044912.270591,183257672.95,1400330.46,30418914.300507464,214955158.7,184658003.41,19022,0.10290728308102726,2073542192.7041829,0.08837904219880229,0.014528240882224971
Niles,030830000,5000,124886060.79,520761474,1563690655,1317216354.1351836,52930467.4345815,194067580.5322327,1564214402.1019979,120297061.81,4588998.98,18119664.116520226,142954915.34,124886060.79,11738,0.09132672960850145,1511283934.6674163,0.07959924607845012,0.011727483530051333
Norridge,030840000,5000,42424708.99,197407649,592755963,490027123.1707143,0,102923932.59044524,592951055.7611595,42424708.99,0,8875614.539769825,51283782.15,42424708.99,5754,0.08657624646466804,592951055.7611595,0.07154841631159631,0.015027830153071728
North Lake,030850000,5000,54500098.93,151557381,455081275,402572109.02725464,0,53096791.627809905,455668900.6550645,54500098.93,0,7221452.609056209,61642427.980000004,54500098.93,4045,0.135379718832708,455668900.6550645,0.11960460512370115,0.015775113709006847
North Riverside,030860000,5000,25234099.76,96141104,288682904,249044342.37579218,0,39657997.41243048,288702339.7882227,25234099.76,0,3951092.0485364296,29183178.95,25234099.76,2672,0.10132372219049787,288702339.7882227,0.08740524852867647,0.013918473661821404
Northbrook,030870000,5000,221127375.73,942429962,2829834490,2603447446.6644025,13581061.298076924,212941741.03742337,2829970248.9999027,219997431.43,1129944.3,18103261.704167627,239219275.47,221127375.73,14922,0.08450235156921099,2816389187.701826,0.07811329215104605,0.006389059418164936
Northfield,030880000,5000,45370624.98,197749544,593782600,558582609.8816774,0,35203718.10074559,593786327.9824231,45370624.98,0,2869703.6722239573,48240068.38,45370624.98,3006,0.08122455690056427,593786327.982423,0.07640900917028699,0.0048155477302772726
Oak Brook,030890000,5000,55396.54,321393,965046,874039.8593867237,0,90999.35215886221,965039.211545586,55396.54,0,5747.519082353737,61144.05,55396.54,15,0.06337987839464138,965039.2115455859,0.0574034084182736,0.0059764699763677764
Oak Forest,030900000,5000,64385312.31,197885925,594115956,436968079.4075241,10736570.511559902,146872896.26304525,594577546.1821293,62778215.11,1607097.2,20955664.8990356,85274598.87,64385312.31,10648,0.14366773700065155,583840975.6705694,0.10752622328005704,0.036141513720594515
Oak Lawn,030910000,5000,140381806.52,499544455,1499982056,1132875862.6842635,29214902.94054051,340952742.6384402,1503043508.2632442,136888417.37,3493389.15,41235250.51167965,181248743.17000002,140381806.52,26028,0.1208326718566086,1473828605.3227036,0.09287946839654905,0.027953203460059556
Oak Park,030920000,5000,226869951.58,687093365,2063135342,1814463126.7979805,0,249287949.7947153,2063751076.592696,226869951.58,0,31077469.251635887,257872042.94,226869951.58,18838,0.12503420335708995,2063751076.5926957,0.10993087012924443,0.015103333227845517
Olympia Fields,030930000,5000,23910290.28,54452997,163470470,122223859.70545703,7934580.904683255,33376529.24474421,163534969.8548845,22421048.79,1489241.49,6130582.946850972,30028830.3,23910290.28,2246,0.1834424869582068,155600388.95020124,0.14409378370625853,0.03934870325194828
Orland Hills,030940000,5000,14969750.3,57434309,172457417,141338457.07347414,0,31119156.66754971,172457613.74102384,14969750.3,0,3423899.9597740537,18393646.77,14969750.3,2251,0.10591420488068612,172457613.74102384,0.08680249004534979,0.01911171483533633
Orland Park,030950000,5000,221048954.15,873458796,2622057792,2230825775.617134,14082303.684483655,377650373.72166204,2622558453.02328,219692124.19,1356829.96,37377407.838544965,258376724.17,221048954.15,25012,0.09848018011591449,2608476149.338796,0.08422240097755472,0.014257779138359766
Palatine,030960000,5000,208962847.84,751359092,2256078938,1815933059.2561545,113014477.1930144,328454681.3726248,2257402217.821794,196742610.15,12220237.69,35632650.99126379,244451263.26,208962847.84,27202,0.10834243539273966,2144387740.6287794,0.09174768462923172,0.016594750763507943
Palos Heights,030970000,5000,46298430.53,170819396,512919446,410430676.90886223,9055697.469349695,93444594.74377781,512930969.1219898,45167134.17,1131296.36,10280364.958212465,56577687.77,46298430.53,5620,0.11004814384288712,503875271.65264004,0.08963951340945578,0.020408630433431343
Palos Hills,030980000,5000,37679556.1,150235875,451113342,339457981.5233631,0,112158916.62597948,451616898.1493426,37679556.1,0,12244549.367902724,49871421.95,37679556.1,7874,0.11099917560019638,451616898.1493426,0.08343256475655604,0.027566610843640343
Palos Park,030990000,5000,21731635.18,89391720,268291000,234890814.16407496,0,33400667.224194072,268291481.38826904,21731635.18,0,3105799.3020000425,24837430.3,21731635.18,2432,0.09251802909934191,268291481.38826904,0.0810000938812894,0.011517935218052514
Park Forest,031000000,5000,36323673.63,49379687,148272304,79409784.52638908,7687880.481532895,66240004.83846646,153337669.84638843,32945388.31,3378285.32,27272768.230852403,61428610.72,36323673.63,5917,0.41487819802674,145649789.36485553,0.22619592141991476,0.1886822766068252
Park Ridge,031010000,5000,166955722.32,629508627,1890225594,1599807440.5657034,50996246.8221891,239709244.69138098,1890512932.0792735,161810871.68,5144850.64,24259780.567183077,191186956.81,166955722.32,16343,0.10114396744072057,1839516685.2570844,0.08796379667379091,0.013180170766929664
Phoenix,031020000,5000,2514675.85,4606931,13833270,4937470.900483187,3483483.9420444677,6919020.13146121,15339974.973988865,1471233.07,1043442.78,2072523.2901778908,4136045.23,2514675.85,1698,0.2979730108092431,11856491.031944398,0.12408671891507568,0.17388629189416743
Posen,031030000,5000,8890759.43,28836596,86587702,48626309.60919759,15288945.984709784,23249291.60288771,87164547.19679508,6733147.21,2157612.22,3235612.628794494,12044178.87,8890759.43,2955,0.1384671644653543,71875601.21208529,0.09367778629262967,0.04478937817272462
Prospect Heights,031040000,5000,45213073.11,158877504,477061479,396501938.4311577,1126979.15815284,80710802.63101229,478339720.22032285,45075187.21,137885.9,9397403.050597087,54450529.92,45213073.11,6117,0.11368213580077148,477212741.06217,0.0944551210214392,0.01922701477933228
Richton Park,031050000,5000,28716518.29,67563509,202600055,131480458.22930783,21899179.48775575,50387667.580923855,203767305.29798743,24645677.46,4070840.83,9434036.50118475,37931046.58,28716518.29,4475,0.18744745638942656,181868125.8102317,0.13551400142384634,0.05193345496558022
River Forest,031060000,5000,60821484.67,216535226,650190355,579614520.1313121,7635500.820700975,63175703.10005181,650425724.052065,60030675.85,790808.82,6543107.570072366,67340371.7,60821484.67,4538,0.10357000000000001,642790223.2313639,0.09339077303979583,0.01017922696020418
River Grove,031070000,5000,28801958.15,89118375,267595793,204140142.47395703,18547748.92189746,45426525.555182524,268114416.95103702,26479409.03,2322549.12,5850992.575441109,34587950.1,28801958.15,3596,0.12971191608420712,249566668.02913955,0.10610154488622756,0.02361037119797957
Riverdale,031080000,5000,26886012.67,41082216,123357481,87869961.39231743,0,39194966.23649431,127064927.62881173,26886012.67,0,12230751.266414655,37966780.36,26886012.67,4897,0.305975014031936,127064927.62881175,0.21159271225920603,0.09438230177272997
Riverside,031090000,5000,37520310.09,119721326,359487235,306146745.69819164,0,53415332.572441325,359562078.270633,37520310.09,0,6546625.60655499,44057958.17,37520310.09,3631,0.12255661906329265,359562078.270633,0.10435002008682197,0.018206598976470686
Robbins,031100000,5000,6733081.74,19033527,57152165,42247466.58521897,2556521.3408935135,14293187.25032042,59097175.17643291,6322785.63,410296.11,2143568.2505364893,8583593.77,6733081.74,5653,0.14966070491460282,56540653.83553939,0.11182724643388767,0.03783345848071515
Rolling Meadows,031110000,5000,97406872.78,334550780,1004555509,842950967.7466646,39597833.097104415,122546024.10241432,1005094824.9461834,93060609.52,4346263.26,13638975.665498152,110986860.86,97406872.78,9406,0.11039860333604583,965496991.849079,0.09638622419918083,0.014012379136864997
Roselle,031120000,5000,10244948.04,38944190,116937721,95745435.27670337,1947641.9903957027,19258135.667621538,116951212.9347206,10040073.07,204874.97,2017853.5705273994,12261388.93,10244948.04,1452,0.10486215913045135,115003570.94432491,0.08730227233431354,0.01755988679613782
Rosemont,031130000,5000,92486926.08,287796410,864166281,617043368.1104133,237213054.47166035,9938764.29215152,864195186.8742253,64370250.11,28116675.97,1003584.6645940465,93487620.44,92486926.08,1474,0.10432046341754317,626982132.4025649,0.102666801465835,0.0016536619517081713
Sauk Village,031140000,5000,17332712.86,43605069,130850752,63950773.36342065,41047569.45963527,28653549.458636887,133651892.28169282,10919665.72,6413047.14,4920120.5413475735,21768015.79,17332712.86,3498,0.17075111285903488,92604322.82205755,0.11791745122938291,0.05283366162965197
Schaumburg,031150000,5000,379781037.82,1378218880,4138356247,3560782108.0058804,194588965.59201908,384135962.0166896,4139507035.6145887,360118387.98,19662649.84,38945297.125251256,418610948.65000004,379781037.82,28479,0.10113463195917781,3944918070.02257,0.09128665832543885,0.00984797363373896
Schiller Park,031160000,5000,46750181.06,138524078,415946265,355182601.82182163,11199600.29764236,49889296.40238013,416271498.52184415,45320328.09,1429852.97,6453720.770730617,53160278.14,46750181.06,4647,0.12759726365407695,405071898.22420174,0.1118821826166668,0.01571508103741015
Skokie,031170000,5000,260930988.14,984990362,2957630373,2546838634.4998393,66034316.744171605,345468929.5662626,2958341880.8102736,253091754.66,7839233.48,35064517.27646631,295922691.99,260930988.14,27068,0.09937486860438781,2892307564.066102,0.08750513182083416,0.011869736783553644
South Barrington,031180000,5000,37993354.06,155638201,467244523,441170372.21560305,0,26074368.123938866,467244740.3395419,37993354.06,0,2209169.9436412524,40202522.89,37993354.06,2394,0.08611945963005961,467244740.3395419,0.08131360458416423,0.0048058550458953825
South Chicago Heights,031190000,5000,9378884.71,28334098,85078798,62667186.00714331,6245899.372545489,16702084.478628807,85615169.85831761,8528727.12,850157.59,2294955.788547736,11600026.98,9378884.71,2208,0.13609558149025275,79369270.48577212,0.10745628714741526,0.02863929434283749
South Holland,031200000,5000,73880420.48,166888114,501100744,362443691.18977535,16161627.20688883,123452867.19469766,502058185.5913618,70714684.5,3165735.98,23935654.33059203,97628258.42,73880420.48,9332,0.19510529833715282,485896558.384473,0.14553444201192703,0.04957085632522579
Steger,031210000,5000,6007343.58,22895283,68731739,45518403.58459112,1893536.5137323383,22258424.930290062,69670365.02861352,5768795.85,238547.73,2811949.682790878,8700926.58,6007343.58,3235,0.12673546073028033,67776828.51488118,0.08511457346714585,0.04162088726313448
Stickney,031220000,5000,15969719.84,54225161,162821895,120385803.76795322,9339891.583910285,33207386.041929964,162933081.39379346,14928583.21,1041136.63,4249549.191785778,20205113.31,15969719.84,2444,0.12400617633267819,153593189.80988318,0.09719560631873406,0.02681057001394413
Stone Park,031230000,5000,8301821.09,20591720,61830759,49491214.68929137,1207222.2427603204,11186920.338771103,61885357.2708228,8105888.92,195932.16999999998,1824839.8427158548,10117806.92,8301821.09,1255,0.1637844003403276,60678135.02806248,0.13358830023782342,0.030196100102504175
Streamwood,031240000,5000,91130998.59,312123583,937203415,742703928.8549601,6792945.2087475145,187998495.4434219,937495369.50712955,90276785.73,854212.86,22843169.46404822,113938799.66,91130998.59,14483,0.12155151228186087,930702424.298382,0.0969985500983904,0.024552962183470473
Summit,031250000,5000,23448485.2,67676572,203212421,155018634.4774544,14799859.351311151,33650224.13997656,203468717.9687421,21380729.62,2067755.58,4705310.841492923,28118074.55,23448485.2,3313,0.1379236095845598,188668858.61743096,0.11332410540180506,0.024599504182754736
Thornton,031260000,5000,10067776.9,20869770,62665649,48395606.65728282,946160.6650924833,13512876.9891247,62854644.311500005,9875441.36,192335.54,2746810.4843630176,12776235.41,10067776.9,1356,0.20405656715771103,61908483.64640752,0.15951677021204283,0.0445397969456682
Tinley Park,031270000,5000,144227556.7,478933284,1437947016,1112620688.9453955,23848666.393517442,302157399.6657345,1438626755.0046473,141120294.47,3107262.23,38830139.99452784,182969495.81,144227556.7,20403,0.12683594316744348,1414778088.61113,0.09974730002253289,0.027088643144910593
University Park,031280000,5000,618577.21,995216,2960898,2945891.751207229,0,14999.969538146048,2960891.7207453754,618577.21,0,3093.4437178518597,621670.66,618577.21,4,0.20997961304807158,2960891.7207453754,0.20891584979820851,0.00106376324986307
Westchester,031290000,5000,51610851.2,222052947,666758437,538340292.9635489,4173720.38637519,124295407.78574598,666809421.1356701,51200365.8,410485.4,12119825.869947514,63725827.83,51610851.2,8196,0.09510780907396575,662635700.7492949,0.07726774416486114,0.017840064909104614
Western Springs,031300000,5000,62017442.33,282003960,846773216,764199754.8361385,8758107.864041138,73816977.12082529,846774839.8210049,61319158.39,698283.9400000001,5928073.504928229,67945506.98,62017442.33,5519,0.08023969911263346,838016731.9569638,0.07317175904925612,0.00706794006337734
Wheeling,031310000,5000,139502394.19,433129158,1300426859,1022078233.4209917,117357331.58325915,162165784.46161565,1301601349.4658666,125035263.6,14467130.59,19652973.805244833,159013907.73,139502394.19,13459,0.12233433754038107,1184244017.8826072,0.10558234765125458,0.01675198988912649
Willow Springs,031320000,5000,19344835.7,77503025,232718339,177126720.2960106,15487838.402638316,40224241.76108584,232838800.45973477,17294037.92,2050797.78,4243292.133162084,23572257.49,19344835.7,3236,0.09763652762891196,217350962.05709645,0.07956734010432855,0.01806918752458342
Wilmette,031330000,5000,162142213.5,675016197,2026871158,1880218419.7383132,0,146791370.40567693,2027009790.14399,162142213.5,0,12642971.778258085,174773742.58,162142213.5,10934,0.08623583930348197,2027009790.14399,0.07999083886441521,0.006245000439066756
Winnetka,031340000,5000,116668921.88,468793613,1407646595,1349722780.7577634,0,57935816.63614332,1407658597.3939068,116668921.88,0,5014326.531174441,121682377.74,116668921.88,4898,0.08643917369054077,1407658597.3939066,0.08288154677277364,0.0035576269177671344
Worth,031350000,5000,21328973.58,70903537,212902086,160380066.33534873,601927.0602160083,52428655.589426875,213410648.98499158,21247605.08,81368.5,6959306.375516391,28221126.4,21328973.58,4196,0.13248283010166645,212808721.9247756,0.09984367599139418,0.03263915411027227
NA,NA,5000,222308959.5,962297070,2888180969,2428973491.656222,0,461947534.26134026,2890921025.917562,222308959.5,0,44376424.66960171,266400978.91,222308959.5,38778,0.09152383106018017,2890921025.917562,0.07689900813857078,0.014624822921609382
Alsip,030010000,0,82915827.21,237343504,712667700,639279708.8630517,3196718.2760156062,70191265.44183755,712667692.5809048,82505440.33,410386.88,9064917.425802283,91980744.77,82915827.21,7228,0.12906000172715407,709470974.3048892,0.11629149509722433,0.012768506629929732
Arlington Heights,030020000,0,322947753.23,1164106179,3495461492,3127640369.837174,34173673.47607394,333647437.5886892,3495461480.901937,319606289.91,3341463.32,34022437.82177225,356970189.65,322947753.23,30015,0.10218767253174918,3461287807.4258633,0.09233739223427627,0.00985028029747291
Barrington,030030000,0,29541665.7,126052198,378496935,343815793.69620216,14998829.057611395,19682271.63700582,378496894.3908194,28298165.78,1243499.92,1620376.5015933888,31162042.18,29541665.7,2663,0.08230618342391927,363498065.33320796,0.07784956366703054,0.004456619756888727
Barrington Hills,030040000,0,18247263.55,70117588,210269989,202895053.33903906,0,7374911.451533616,210269964.79057267,18247263.55,0,666126.0654197619,18913389.57,18247263.55,1336,0.08993449199330009,210269964.79057267,0.08678017123450865,0.0031543207587914346
Bartlett,030050000,0,49438027.71,146764612,440624846,384576938.0010637,4296879.8383838385,51777030.01310489,440650847.8525525,48906288.83,531738.88,6447578.782842236,55882383.37,49438027.71,5831,0.12716906292978164,436353968.0141686,0.11207939520424388,0.015089667725537756
Bedford Park,030060000,0,71363489.59,184370740,553609997,465049402.2802292,85270381.95180146,3290180.8262972175,553609965.0583279,61689669.73,9673819.86,478063.27406098566,71841552.81,71363489.59,1078,0.1326518632805963,468339583.10652643,0.13171995696116154,9.319063194347665e-4
Bellwood,030070000,0,50740351.82,124715295,374482615,252823353.69708726,40171041.94271801,81488183.66090348,374482579.3007088,43823561.59,6916790.23,14129313.862370003,64869665.27,50740351.82,6742,0.17333668329748483,334311537.35799074,0.13108599821690398,0.04225068508058086
Bensenville,030080000,0,3051321.88,8664342,26016422,26016407.11264659,0,0,26016407.11264659,3051321.88,0,0,3051321.88,3051321.88,72,0.11728452229350111,26016407.11264659,0.11728452229350111,0
Berkeley,030090000,0,16434564.47,45357351,136194509,107176113.82528082,5740857.981495263,23277520.477107212,136194492.2838833,15594888.9,839675.57,3380128.1480724723,19814692.54,16434564.47,2452,0.14550713161164705,130453634.30238803,0.11954353731419598,0.02596359429745107
Berwyn,030100000,0,115975759.14,332419873,998157078,797843180.3858277,34464866.7088704,165848982.95506424,998157030.0497622,111162471.85,4813287.29,23193437.88800637,139169196.12,115975759.14,15575,0.139328723466989,963692163.3408918,0.11535060269103581,0.023978120775953182
Blue Island,030110000,0,40593282,105338372,316299503,243751255.2506555,20093100.541020773,52455146.321828164,316299502.1135044,37498994.62,3094287.38,7993015.053036922,48586296.42,40593282,7969,0.1538412369669188,296206401.57248366,0.1265975158569412,0.02724372110997758
Bridgeview,030120000,0,70353777.6,196682542,590578684,501348374.2673382,35172637.94121815,54072335.57342801,590593347.7819843,65534363.03,4819414.57,7021840.149307139,77373734.98,70353777.6,5302,0.13071621729255786,555420709.8407662,0.11799049237610905,0.012725724916448813
Broadview,030130000,0,36682963.98,111760254,335582516,292799813.65729463,8454734.897336807,34364465.38358643,335619013.9382179,35666753.81,1016210.17,4252362.403118025,40931056.25,36682963.98,3306,0.12181276130095454,327164279.04088104,0.10901787296144039,0.012794888339514157
Brookfield,030140000,0,53790890.32,169727701,509641323,425075022.3805327,5817760.98043714,78748508.45724928,509641291.81821907,53101216.84,689673.48,9910364.840759715,63701253.93,53790890.32,8821,0.12492198798842409,503823530.83778197,0.10539646044657888,0.01952552754184521
Buffalo Grove,030150000,0,41691719.89,140786211,422738600,354251446.3974517,81630.8009802562,68405458.82807945,422738536.02651143,41682124.78,9595.11,8052746.346593313,49744465.68,41691719.89,6107,0.11766253943035374,422656905.22553116,0.09861929206564904,0.019043247364704696
Burbank,030160000,0,63113146.58,208515910,626110693,502156804.7598985,11421432.419236716,112532454.82473774,626110692.0038729,61709566.75,1403579.83,13829113.37341202,76942258.98,63113146.58,9973,0.12288903817504941,614689259.5846362,0.1003914836444336,0.022497554530615818
Burnham,030170000,0,11077166.81,19144564,57485356,45769263.483289056,0,11716084.603677705,57485348.08696676,11077166.81,0,2827229.315120972,13904396.09,11077166.81,2090,0.242021958995351,57485348.08696676,0.19269548117273116,0.04932647782261984
Burr Ridge,030180000,0,31665218.47,152154638,456866929,435364721.6168268,0,21502230.624984127,456866952.24181086,31665218.47,0,1557910.0643580442,33223128.41,31665218.47,2234,0.0727326237008914,456866952.2418109,0.06930949659331062,0.0034231271075807757
Calumet City,030190000,0,95085900.64,155774296,467743492,355895328.3418359,9193251.683557285,102654888.1065424,467743468.1319356,92759713.84,2326186.8,26580728.204775773,121666629.35,95085900.64,15453,0.2606376270016804,458550216.4483783,0.20228910708723327,0.058348519914447144
Calumet Park,030200000,0,15752095.209999999,33265842,99887296,72802721.90439251,3567370.2608358385,23517174.13019404,99887266.29542239,15016289.42,735805.79,4850652.3360938225,20602747.77,15752095.209999999,3234,0.20626,96319896.03458655,0.15590018301730674,0.05035981698269326
Chicago,030210000,0,7734582078.799998,40518891617,121666077734,97124833788.00685,17702266789.84832,6839135241.030214,121666235818.88536,6536952734.679998,1197629344.1200001,458877011.18519014,8193448128.389996,7734582078.799998,882760,0.06730464784061431,103963969029.03706,0.0628770986307211,0.004427549209893203
Chicago Heights,030220000,0,77750085.23,146962533,441177222,351225072.29453576,14025262.84672798,75926863.69749892,441177198.8387627,74443698.7,3306386.53,15883127.74772858,93633212.88,77750085.23,14143,0.21195439782719114,427151935.9920347,0.17427920238055106,0.03767519544664008
Chicago Ridge,030230000,0,42299424.36,126233654,379041703,321526545.9164425,16848427.799055845,40666727.52054074,379041701.2360391,40095738.88,2203685.48,5078928.588203169,47378352.59,42299424.36,4680,0.1247042876839786,362193273.4369832,0.11070260499185147,0.014001682692127135
Cicero,020060000,0,131068541.81,360396204,1082161644,747425797.1619365,164291939.4129104,170443862.75740442,1082161599.3322513,107449932.6,23618609.21,24503009.710004464,155571551.74,131068541.81,17296,0.14376,917869659.919341,0.11706447798856572,0.026695522011434283
Country Club Hills,030240000,0,61134006.96,103269775,309985717,195904528.27124244,53432561.89063275,60648611.26141695,309985701.42329216,48239067.65,12894939.31,15016863.28508441,76150869.95,61134006.96,6404,0.246237634605413,256553139.53265938,0.18802758655720575,0.05821004804820726
Countryside,030250000,0,27590979.71,124446315,373674927,340570897.59164083,8300179.067460317,24803813.63770316,373674890.2968043,26921653.27,669326.4400000001,1950763.325837382,29541742.77,27590979.71,2731,0.07904860180472678,365374711.229344,0.07368231145340927,0.0053662903513175125
Crestwood,030260000,0,39799366.31,139843415,419903773,347071769.2949037,16424787.045252886,56407173.99489375,419903730.33505034,37948292.81,1851073.5,6188105.013269751,45987470.97,39799366.31,6202,0.10933846013201864,403478943.2897974,0.09405272181141747,0.015285738320601178
Deer Park,030270000,0,60652.9,213918,642330,562329.8720563693,0,79999.9976589199,642329.8697152892,60652.9,0,8628.7997474911,69281.7,60652.9,17,0.10786000000000001,642329.8697152892,0.0944264043440549,0.01343359565594511
Deerfield,030280000,0,15897800.65,60140188,180582942,180582918.91742384,0,0,180582918.91742384,15897800.65,0,0,15897800.65,15897800.65,67,0.08803601550637065,180582918.91742384,0.08803601550637065,0
Des Plaines,030290000,0,225427127.53,831496724,2496735173,2191734293.2736917,45043082.230093144,259975201.07596964,2496752576.5797544,221086974.34,4340153.19,26145647.251103252,251570984.03,225427127.53,24162,0.10087307344622175,2451709494.3496614,0.09017666034639449,0.01069641309982726
Dixmoor,030300000,0,7198168.5,15342041,46067500,32761814.165774498,7798103.003324506,5507577.640873898,46067494.809972905,5814239.16,1383929.34,977429.8039258905,8175597.91,7198168.5,2116,0.17747,38269391.806648396,0.1519292281773319,0.02554077182266809
Dolton,030310000,0,56815118.43,101921188,306038718,221144386.56627107,7835182.047201364,77069725.8628067,306049294.4762791,54957926.15,1857192.28,19160980.56827493,75973672.7,56815118.43,9404,0.2485160351720281,298214112.42907774,0.18429015884709438,0.06422587632493373
East Dundee,030320000,0,433352.81999999995,1612361,4841436,1287935.537928723,3553454.474360407,0,4841390.01228913,115283.11000000002,318069.71,0,433352.82,433352.82,2,0.08951,1287935.537928723,0.08951,0
East Hazelcrest,030330000,0,4629677.29,8690225,26094149,20533120.381686565,1229017.8621791857,4332009.69460291,26094147.93846866,4368216.03,261461.26,921591.7424298231,5551268.91,4629677.29,665,0.21274,24865130.076289475,0.17567637959655716,0.037063620403442854
