year,clean_name,mean_fmv_all,median_fmv_all,min_fmv_all,quant25_all_fmv,quant50_all_fmv,quant75_all_fmv,max_fmv_all,mean_av_c2,muni_PC_total,muni_parcels,muni_PC_residential,muni_PC_industrial,muni_PC_commercial,muni_PC_inTIF,muni_PC_withincents,muni_PC_incents_inTIFs,muni_PC_claimed_exe,muni_fmv_incentive,muni_fmv_taxed,muni_fmv_inTIF,muni_fmv_exempt,muni_fmv_abated,muni_fmv_tif_increment,muni_fmv_abates_inTIF,muni_fmv_incents_inTIF,muni_fmv_untaxable_value,muni_fmv,muni_fmv_c2_res,muni_fmv_residential,muni_fmv_industrial,muni_fmv_indust_incent,muni_fmv_commercial,muni_fmv_commerc_incent,muni_zero_bill,muni_levy,muni_current_rate_avg,muni_min_TC_rate,muni_max_TC_rate,muni_avg_C2_bill_noexe,muni_avg_C2_bill_withexe,muni_final_tax_to_dist,muni_final_tax_to_tif,untaxable_value_av,muni_av,muni_av_taxed,muni_av_taxed_commerc,muni_av_taxed_indust,muni_eav_taxed,muni_c2_taxed,muni_res_taxed,muni_eav_taxed_commerc,muni_eav_taxed_indust,exempt_allexemptions_eav,exempt_GHE_eav,exempt_SR_eav,exempt_FR_eav,exempt_LTHO_eav,exempt_DIS_eav,exempt_VET_eav,total_value_eav,untaxable_value_eav,zero_bills,has_HO_exemp,has_SR_exemp,has_FR_exemp,has_LTHO_exemp,has_DI_exemp,has_VR_exemp,has_DV_exemp,has_AB_exemp,muni_range_TC_rate,muni_effective_rate,muni_pct_eav_taxed,pct_fmv_taxed,pct_fmv_w_incentclass,pct_fmv_inTIF,pct_fmv_in_tif_increment,pct_fmv_untaxable_value,pct_fmv_incents_inTIFs
2013,Blue Island,104215.24831207802,98085,0,37848,98085,126792,10997600,10449.90308873999,7998,7613,6251,229,378,956,54,46,4291,45509250,648101117,110272586,137185301,17304419,48132277,5186140,30546930,27474990,833513556,639429570,677114540,59613650,26165550,77889576,19343700,761,31837811.547512215,0.153,0.126,0.186,3778.517,3165.333,31837811.547512215,2288916.342487784,27474989.965657927,97150452,77551603.12693498,14801791.338741118,9293563.116937982,206450122.6842136,127600348.16613503,137537401.39479637,39403848.72286273,24740394.373600602,46124385,28127533,3990566,4258850,14850,110000,22500,258624218.26920003,73141170.78757797,761,4290,860,383,1,58,1,4,110,0.059,3.82,0.154,0.778,0.055,0.132,0.058,0.033,0.037
2013,Bridgeview,223631.1614965219,165930,0,136810,165930,204135,16384940,17352.05522319374,5319,4536,4405,278,318,399,21,0,3563,69901360,1022032946,63316756,130480621,0,36953457,0,0,27602823,1189494148,754120320,794105380,214156340,69901360,172702188,0,202,51075324.4639519,0.128,0.12,0.147,5474.616,4763.559,51075324.4639519,1380902.2060480965,27602823.029068682,166492990,149372655.85532194,42551857.43061311,43053880.60177399,397644947.1524526,156877007.5322067,167487169.41223955,113277299.66603516,114613735.54998256,34735246,24760879,4343724,5356643,0,214000,60000,443220988.679,73481475.18568374,202,3563,879,332,0,110,0,13,0,0.027,4.294,0.128,0.859,0.059,0.053,0.031,0.023,0
2013,Broadview,183163.05323653962,128345,0,101368,128345,153672,12911964,12931.728593272172,3306,3223,2663,293,169,353,15,1,2068,32512140,482966523,113901544,72215360,0,50473503,0,3169980,24427339,605537054,338294020,349034760,164533848,32512140,87590096,0,140,25787228.84432183,0.133,0.114,0.147,4498.833,3419.013,25787228.84432183,4211864.395678172,24427339.46049347,93495476,73927598.04697669,10146110.767528249,35803883.69709697,196802658.76085663,70558289.95201597,73344723.86751279,27009961.47423695,95313518.79004186,19224451,14089256,2603858,2368358,0,94000,68979,248894306.65960002,65028020.37777967,140,2066,528,188,0,47,0,11,0,0.033,4.259,0.131,0.798,0.054,0.188,0.083,0.04,0.005
2013,Brookfield,165883.929007461,186175,0,105632,186175,218880,2458644,17408.122337112247,8846,8599,8062,78,348,324,1,0,6053,864380,1260614133,36663052,206674513,0,7631,0,0,20798879,1467409236,1397085480,1404082090,13987784,864380,47542852,0,288,43024931.77350901,0.119,0.106,0.129,3732.99,5055.802,43024931.77350901,567.9164909925277,20798878.901159413,155867312,135186791.36012405,11884032.449619481,3367285.5850839526,359880757.2797862,316939494.5250663,318802057.49204385,31636482.784132022,8964050.95605199,55018822,38323067,6063119,10351170,63466,133000,85000,414934371.2752,55368695.522776484,288,6049,1365,475,4,74,0,21,0,0.023,2.932,0.12,0.859,0.001,0.025,0,0.014,0
2013,Buffalo Grove,181122.61558611656,183375,0,78850,183375,244565,9401370,17158.87594300084,6108,3288,5967,0,70,0,0,0,4708,0,942319923,0,163553191,0,0,0,0,16355319,1106296936,1023526950,1034001860,0,0,71195976,0,125,32408642.43,0.116,0.109,0.118,3351.183,4749.008,32408642.43,0,16355319.108974116,121309090,104911389.38906154,17798995.220066868,0,279284609.69262075,228820913.42720684,231609439.45720166,47382705.17534001,0,43539495,31039260,6394800,2980839,2988340,103756,32500,322936928.489,43539495,125,4454,1296,195,254,52,0,7,0,0.009,2.929,0.116,0.852,0,0,0,0.015,0
2013,Burbank,173668.67736757625,163080,0,128855,163080,191122,11983368,16665.042003231018,9968,9607,9322,3,384,0,0,0,7928,0,1449147908,0,281967506,0,0,0,0,28197171,1731129376,1547349150,1567414100,1290564,0,157407252,0,118,51025751.23,0.114,0.113,0.139,4590.03,4046.947,51025751.23,0,28197171.406032827,196917610,168719041.8511148,39351110.59501341,322641.1587441794,449146961.31185275,336857878.60141957,342195897.75459856,104756591.51498522,858903.02869288,75063690,52014654,9849162,12702681,86693,343000,67500,524214369.58100003,75063690,118,7922,2073,850,6,184,0,17,0,0.026,2.948,0.114,0.837,0,0,0,0.016,0
2013,Burnham,70742.93648585999,59750,0,15840,59750,92660,5631080,7977.416068866571,2157,2003,1417,134,144,0,1,0,978,1643580,122622711,0,29969314,0,0,0,0,3243468,152592514,111205180,115796950,13575040,1643580,15985224,0,208,8257702.28,0.188,0.179,0.197,3302.106,2764.423,8257702.28,0,3243468.1242107716,19446754,16449773.561017847,3996304.16825038,3147224.4202155517,43790942.19678561,21625806.19123751,22848181.184009198,10638561.326299338,8378226.129055821,7978131,6594169,824244,500718,0,44000,15000,51769203.823400006,8634436.493461495,208,978,177,78,0,23,0,4,0,0.018,5.412,0.189,0.804,0.011,0,0,0.021,0
2013,Burr Ridge,516992.51889874006,363670,0,153450,363670,646225,18466940,49297.12070759625,2143,1370,1922,24,43,0,2,0,1219,5548230,1065671177,0,42231554,0,0,0,0,5055810,1107914968,947490660,947490660,22858126,5548230,122728172,0,70,26481443.12,0.077,0.076,0.083,6610.934,11610.681,26481443.12,0,5055810.472522349,131797207,127572827.99656242,30682042.291299827,4882298.186896826,339611625.40964884,240985837.2527082,240985837.2527082,81678664.78366928,12997166.00333804,11242462,8556217,2160000,508245,0,18000,0,350857344.7547,13459073.058901748,70,1219,381,31,0,9,0,0,0,0.007,2.39,0.078,0.962,0.005,0,0,0.005,0
2013,Calumet City,91452.39904528447,75000,0,38060,75000,105490,28276888,8974.684187738136,15502,14586,11648,220,939,736,145,54,8470,75916690,1134262350,49535640,268290053,54626306,15140160,14762970,20064150,50905405,1417695090,1036396530,1087227560,51689942,25847950,238565448,50068740,1965,85491192.93633422,0.219,0.207,0.238,4745.12,3571.88,85491192.93633422,1305561.1236657824,50905405.178961314,173920314,144836229.28146878,51651463.92462281,7620523.073729817,385568525.97019804,203688638.47662827,217220372.54514408,137501362.1137384,20286594.474576145,101872129,56801215,8757644,5215253,7000,495383,145000,462993267.8994,135515279.12691292,1965,8468,1763,708,2,253,0,36,209,0.031,6.03,0.222,0.8,0.054,0.035,0.011,0.036,0.014
2013,Calumet Park,94890.5768044417,90645,0,56516,90645,108782,3964110,9412.014919187734,3242,3183,2506,89,232,275,11,8,1810,13747870,221987668,44576600,61745081,8288526,23459736,4832950,12584380,11788707,307635250,227111920,247485790,11637940,1491040,40679690,12256830,195,11882249.734785859,0.168,0.168,0.175,3802.613,2811.426,11882249.734785859,1656575.0152141417,11788706.728547594,36548989,26619080.2282347,5198428.709268514,2427189.0777164884,70862653.4755836,43822320.95794092,49199667.25271233,13838737.06694371,6461420.043789064,20471388,12385348,2375632,1503791,0,115712,56675,97297063.61690001,31382716.18206655,195,1810,486,167,0,60,0,14,8,0.007,3.862,0.168,0.722,0.045,0.145,0.076,0.038,0.041
2013,Chicago,240274.92590499428,151640,0,77060,151640,252210,556248072,21155.944164387773,881220,605423,742802,12200,39221,180219,383,324,428500,1414867050,179658490909,36515567070,16368255226,0,15628321702,0,937265350,4085951563,211735070206,154104974720,166468985550,4082501466,683298990,38267400800,731568060,61510,4277194028.021232,0.069,0.068,0.094,3245.711,3587.734,4277194028.021232,417979542.67876774,4085951563.3925266,27313798162,23387643647.075966,8491417077.252595,656797237.1263584,62260246152.880936,34308290105.528343,37305367514.31669,22605001401.354134,1748459924.954079,4357820062,2965944344,439156821,899238183,41409004,9277661,2794049,72712062087.0602,10877211656.907234,61510,426132,89138,38792,2358,4695,15,611,0,0.026,2.02,0.069,0.849,0.007,0.172,0.074,0.019,0.004
2013,Chicago Heights,80304.7921848502,65610,0,11538,65610,105602,12479330,8561.798656263545,14152,14130,9261,374,744,550,103,39,6162,70282475,918263655,62296026,204853721,39766097,7692325,1589780,11920020,38532211,1136473419,790082780,797004810,132010333,48949805,150350346,21332670,2127,63852993.4638133,0.193,0.166,0.299,3380.033,3152.526,63852993.4638133,810258.2261866996,38532210.96033349,145546887,122071751.80785654,32705741.127176475,24508774.7016352,324967210.4876949,155720204.23674467,157562918.13706827,87065953.4546565,65244809.133223064,71024798,41716401,7158318,5381273,0,215256,67061,387460367.8827,102576598.79750378,2127,6162,1524,662,0,114,1,15,110,0.133,5.619,0.196,0.808,0.062,0.055,0.007,0.034,0.01
2013,Chicago Ridge,182844.7906976744,128780,0,81880,128780,171835,67267576,13443.56551555229,4687,3011,4179,111,184,83,22,2,3180,11401570,744081432,11470360,110547444,0,2364317,0,1657730,12894181,856993534,548900780,603036690,48677952,9605500,198300122,1796070,129,36903833.43408952,0.129,0.118,0.144,4199.836,3560.662,36903833.43408952,90938.4659104845,12894181.3356248,121105849,109790181.83188397,49264508.84690844,10757922.864928342,292272443.05465835,116230589.82933395,130642114.63478276,131147049.00135496,28638666.458725743,29428835,21860791,3846163,3581750,0,117631,22500,322395880.6229,34325600.13356678,129,3180,792,302,0,60,0,6,0,0.026,4.306,0.126,0.868,0.013,0.013,0.003,0.015,0.002
2013,Cicero,130332.84231813716,116200,0,97860,116200,137400,21791550,11976.291703958692,17307,17057,14725,520,926,2105,38,28,11510,74843670,1730122569,392677650,363297776,0,162249309,0,61019670,70267256,2255670502,1739556370,1810639820,172173072,60347780,238707190,14495890,853,87734586.76501861,0.156,0.155,0.157,4578.289,3751.809,87734586.76501861,11526340.804981394,70267256.37819207,275972539,211868191.28879675,42303832.287388444,26564719.790670745,564014312.0299058,355598927.7987322,373765708.1512512,112617031.93225677,70717940.55474459,96730277,79842599,9267002,7154499,27177,384000,55000,734666496.0719,187058463.20438513,853,11509,1883,676,1,193,1,11,0,0.002,3.89,0.156,0.767,0.033,0.174,0.072,0.031,0.027
2013,Country Club Hills,123182.94957720012,105790,0,82992,105790,127912,12499992,11629.643238731218,6386,5611,5990,10,72,43,6,2,4750,3863540,627149194,10538634,150577578,0,3902609,0,1570420,16567723,786646316,696615630,696615630,2780614,1419970,68254842,2443570,252,42636768.929068066,0.224,0.207,0.231,6360.825,5214.384,42636768.929068066,553361.7909319338,16567722.604665324,88740419,71548837.00368054,14600139.898119073,482158.074094238,190470158.98749796,145263200.56518152,145263200.56518152,38867032.422782786,1283553.009046271,40085257,33087949,4867233,1617575,0,270000,242500,236235869.4199,44104934.34587956,252,4750,985,203,0,136,2,54,0,0.025,5.42,0.224,0.797,0.005,0.013,0.005,0.021,0.002
2013,Countryside,276471.1986681465,220170,0,92870,220170,315420,8875180,21835.77397260274,2703,1985,2221,51,281,42,8,0,1614,11960000,684178472,23060606,63016292,0,0,0,0,8095629,747301650,478203450,511513710,51844596,11960000,176302864,0,94,22649848.37,0.084,0.075,0.092,3225.327,4544.314,22649848.37,0,8095629.394542287,107158284,100845965.01371282,44075713.90897774,11167149.200366111,268462043.46300495,110498660.94037843,119366187.05296646,117333957.99708965,29728067.886294626,16775567,11163980,2509692,2988559,28336,50000,35000,285266067.83640003,21551375.011211023,94,1613,513,136,1,27,1,6,0,0.017,3.031,0.084,0.916,0.016,0.031,0,0.011,0
2013,Crestwood,153346.1837364064,112620,0,85500,112620,173350,14707132,12334.618399264029,6161,3076,5447,181,207,20,19,0,3847,10116910,787225890,28711714,142954506,0,14571420,0,0,19443720,944765838,670386510,677575240,65874104,9725420,188074674,391490,155,33636687.282682255,0.111,0.089,0.116,2115.642,3204.24,33636687.282682255,1121082.6873177444,19443719.7084203,131051364,113125041.4222909,43492136.104426496,14856975.765901502,301150172.7702806,140404052.7276008,142317765.67732024,115780415.52359377,39550755.18640639,38055919,26928521,6059496,4882644,14637,108000,62621,348871836.10440004,51761126.235785685,155,3846,1215,483,1,54,0,14,0,0.027,3.56,0.112,0.833,0.011,0.03,0.015,0.021,0
2013,Deer Park,164313.125,182085,0,22388,182085,237780,459910,23628.727272727272,16,16,11,0,0,0,0,0,8,0,2399865,0,229142,0,0,0,0,22914,2629010,2599160,2599160,0,0,0,0,4,68429.15,0.107,0.107,0.107,3508.53,7131.558,68429.15,0,22914.240637091018,262901,239986.4716511135,0,0,638867.9861824292,630921.9493978153,630921.9493978153,0,0,61000,56000,5000,0,0,0,0,699868.7521,61000,4,8,1,0,0,0,0,0,0,0,2.603,0.107,0.913,0,0,0,0.009,0
2013,Deerfield,2722628.6052631577,949462,0,181458,949462,3316365,21633592,NA,76,76,0,4,55,0,0,0,0,0,206919774,0,0,0,0,0,0,0,206919774,0,0,5473652,0,199098232,0,13,12250579.379999999,0.09,0.086,0.094,NA,NA,12250579.379999999,0,0,51377760,51377760.50365921,49774558.84211322,1368412.9282664168,136772736.2367912,0,0,132504853.09358962,3642852.056338028,0,0,0,0,0,0,0,136772734.896,0,13,0,0,0,0,0,0,0,0,0.008,5.92,0.09,1,0,0,0,0,0
2013,Des Plaines,231919.65883092393,190690,0,125330,190690,240130,85066232,19263.27834187238,23865,18764,21619,295,928,1458,31,6,17018,151376790,4753806997,314880348,630751636,0,149137618,0,34526450,102112449,5534762658,4135825860,4243257780,549747618,151376790,704402580,0,758,181331640.59374616,0.107,0.094,0.121,4106.99,4784.081,181331640.59374616,5549163.756253848,102112449.26277234,718892277,636239526.7257842,168687105.10492265,112509763.56104703,1693733244.09671,911293922.9884125,935318711.301264,449061942.4998146,299512241.5758633,167912393,113204775,25562865,19930278,8617008,524967,72500,1913763130.6017,271833551.1824262,758,16283,4780,1087,735,267,0,19,0,0.027,3.276,0.107,0.859,0.027,0.057,0.027,0.018,0.006
2013,Dixmoor,44090.007554296506,21665,0,6200,21665,48945,3358380,4557.799632352941,2118,2118,1130,46,123,697,8,8,629,2842060,65985017,27579920,15939326,670409,11438857,0,2842060,3884438,93382636,49588860,63607280,12660894,58210,12837862,2783850,353,4043743.44930306,0.166,0.166,0.166,1658.363,1148.509,4043743.44930306,867057.9106969405,3884437.869002977,12736768,9171628.36435676,1747052.8472626535,2645708.866819366,24415791.86875413,8123827.36251125,11806216.953052646,4650829.38469791,7043141.574359834,4689382,3248486,583996,369989,0,33237,7500,33906550.0928,10340762.051072825,353,629,168,87,0,22,0,2,5,0,4.33,0.166,0.707,0.03,0.295,0.122,0.042,0.03
2013,Dolton,87473.50632776773,82170,0,62480,82170,100425,5634170,8539.216767189384,9403,9186,8303,107,330,159,20,7,6355,17202130,618386035,39622148,191375444,5073305,12787502,1399480,12983370,24748441,822513380,707901070,712362090,31555514,8117030,66839556,9085100,498,43856916.53952017,0.227,0.205,0.244,4667.682,3470.933,43856916.53952017,1429671.0904798333,24748441.4397223,94430279,72831555.25648998,13564591.835352568,6122697.692558192,193884883.24830195,137487029.9778302,138674596.95916748,36110299.924892075,16299233.527359163,53875185,42871124,5310806,2226437,14174,362739,167977,251382845.72590002,65882825.95668474,498,6351,1115,347,1,187,1,38,51,0.039,5.332,0.226,0.752,0.021,0.048,0.016,0.03,0.016
2013,East Dundee,867160,867160,610800,738980,867160,995340,1123520,NA,2,2,0,0,0,2,0,0,0,0,1734319,1734320,0,0,0,0,0,0,1734320,0,0,0,0,0,0,0,48048.39,0.104,0.104,0.104,NA,NA,48048.39,0,0,173432,173431.87524865792,0,0,461692.9950994523,0,0,0,0,0,0,0,0,0,0,0,461693.32720000006,0,0,0,0,0,0,0,0,0,0,0,2.77,0.104,1,0,1,0,0,0
2013,East Hazelcrest,111399.27627627627,87520,0,56870,87520,125342,2322960,10751.220618556701,666,665,485,38,28,11,7,0,346,3596500,61979391,8871172,11385350,0,827182,0,0,1881443,74191918,52143420,52143420,9779156,3596500,10763432,0,98,4233813.382848811,0.185,0.185,0.185,5575.819,3546.36,4233813.382848811,99928.097151189,1881442.6540031196,9961105,8619139.305804871,2489668.957187179,1905314.9396837638,22945010.74598315,10850202.850639496,10850202.850639496,6627747.73092799,5072138.900932148,3030894,2406000,444791,160103,0,20000,0,26517457.620500002,5008588.489221704,98,346,92,22,0,11,0,0,0,0,5.707,0.185,0.835,0.048,0.12,0.011,0.025,0
2013,Elgin,162563.71132702634,140520,0,99500,140520,177810,8299800,15033.611525229358,7822,6448,7025,96,176,163,1,0,5642,2359970,1095707630,17429540,175136310,0,475521,0,0,17941792,1271573350,1048744740,1079329500,64203902,2359970,96453328,0,355,44010535.820847005,0.124,0.121,0.133,4236.201,4094.007,44010535.820847005,22804.339152995,17941792.086730607,150901924,133291898.14422564,24079929.27773848,15691293.137899926,354836362.0497431,232486948.12284157,240628919.8934474,64103179.730267614,41771791.462403394,46627237,37858123,4588390,1784026,2165856,142000,88842,401716011.8804,47762844.71408556,355,5460,931,172,181,71,0,17,0,0.012,3.461,0.124,0.862,0.002,0.014,0,0.014,0
2013,Elk Grove Village,307535.5352082893,216980,0,149370,216980,272765,30751970,20731.36070187055,14187,10324,12271,1258,270,22,193,0,9766,408214180,3978973023,31719032,355602239,0,27287812,0,0,103614305,4363006638,2504763000,2572582120,1379606300,408214180,383396148,0,405,158425372.71080592,0.102,0.089,0.112,4217.637,5040.422,158425372.71080592,1823305.0391940644,103614304.66241221,639518904,597022372.4824457,89027086.84609175,283669448.6238678,1589333257.7855186,572060941.3719938,589878311.3140565,236999007.89298084,755156439.1815984,94664872,65763197,12989532,11709598,3892021,243024,67500,1702463274.3384001,275831640.44180757,405,9439,2611,616,327,122,0,15,0,0.023,3.631,0.1,0.912,0.094,0.007,0.006,0.024,0
2013,Elmwood Park,190744.4155967665,193670,0,134098,193670,233705,3107476,18901.688323201623,8412,6667,7942,29,312,1,0,0,6068,0,1371991154,0,232753366,0,0,0,0,23280746,1604542024,1492477310,1514090260,4638116,0,85022708,0,190,44485844.47,0.111,0.111,0.125,4967.117,4635.244,44485844.47,0,23280745.651928928,173903326,150642828.2390142,21246659.841876354,1159528.207605872,401026273.05507976,335414620.03064996,341168208.9606058,56560733.165059045,3086780.041467592,61975673,39774154,7760520,10422771,3665457,222350,130421,462948044.14460003,61975673,190,5753,1592,520,313,114,1,18,0,0.014,2.772,0.111,0.855,0,0,0,0.015,0
2013,Evanston,318225.9868834214,233450,0,125970,233450,404340,29929288,30164.016061013906,25159,16209,22926,132,696,739,2,2,15333,995050,7269464562,363207654,556281829,0,179460077,0,995050,83526670,8006247604,6723559180,7252563810,50599506,995050,680219168,0,1240,215993224.34337515,0.098,0.097,0.14,5474.476,8003.863,215993224.34337515,7306813.366624866,83526670.43837734,910098304,826488320.0557142,154252602.8036496,11664368.960907219,2200194556.8203173,1620389941.77287,1752657221.0792775,410635853.9235956,31051716.610831108,148995077,108140118,19551078,17069309,3966152,182488,85932,2422772695.0784,222356349.3740043,1240,14999,3455,557,333,93,0,14,0,0.042,2.698,0.098,0.908,0,0.045,0.022,0.01,0
2013,Evergreen Park,153996.56571047366,149295,0,95642,149295,181315,14182916,14583.488864142539,8994,8856,8123,52,451,289,0,0,6768,0,1160019346,53098066,212171030,0,12854964,0,0,24331076,1385045112,1178637570,1199182710,6789860,0,168385992,0,204,50545846.30386083,0.134,0.134,0.161,4236.147,4278.361,50545846.30386083,1112312.8961391707,24331075.87283683,164780889,140449835.20615032,39108074.94876022,1638426.116452979,373891506.30229276,257127403.39445105,262596727.43678224,104109606.32109459,4361654.164609475,56482050,41428059,6419695,8337358,15688,185000,96250,438663204.60690004,64771757.08107893,204,6767,1458,524,1,103,0,26,0,0.027,3.649,0.135,0.838,0,0.038,0.009,0.018,0
2013,Flossmoor,198515.54175588864,190090,0,129895,190090,248480,5970420,20462.414863103,4203,3843,3840,1,80,47,3,0,3116,7413740,728522557,9033238,99319406,0,6712959,0,0,12353461,834360822,784733610,789230300,303888,0,38700384,7413740,200,36676093.69362229,0.179,0.17,0.179,7624.244,8737.639,36676093.69362229,625651.5063777117,12353461.20798916,88174662,76952671.74279293,7499428.904006911,75971.97156895167,204855707.44648907,182065837.81633666,183262900.7759979,19964229.6853568,202244.98551370626,26439819,21211720,4117774,908477,36093,59000,106755,234729767.7102,32886149.081787948,200,3113,843,103,1,30,1,15,0,0.01,4.396,0.179,0.873,0.009,0.011,0.008,0.015,0
2013,Ford Heights,23472.812691914023,5995,0,2340,5995,27610,3008810,3003.246527777778,1954,1952,865,13,29,0,13,0,308,8370010,37632647,0,7610600,0,0,0,0,2057836,45865876,25948050,26295540,5265628,4695440,6066078,3674570,527,3508125.19,0.347,0.225,0.349,2464.553,657.928,3508125.19,0,2057835.9103284024,5030842,4206288.334277051,964816.1585750142,610557.0841886018,11197560.174678937,4718033.870883661,4810538.864159193,2568437.0957425456,1625364.0138184768,2026844,1845992,83234,92190,0,5428,0,13392604.488200001,5478164.9768852405,527,308,59,54,0,4,0,0,0,0.125,7.649,0.313,0.82,0.182,0,0,0.045,0
2013,Forest Park,183607.47080536914,171770,0,74270,171770,233380,11654996,16596.660689923992,5960,3660,5295,83,287,113,2,0,3392,3311650,951706827,45667790,119299324,0,23319005,0,0,17685891,1094300526,851574660,936514760,47171870,3311650,108190376,0,324,37009608.12676431,0.121,0.099,0.121,4683.423,4579.76,37009608.12676431,1700926.243235687,17685890.58175355,132237642,115050945.19787459,22867353.94953625,10597581.811524881,306277121.211262,193933077.28236338,216544971.84158638,60875182.94906045,28211822.54046039,31758673,23597235,3252940,4768482,17268,84000,38748,352029826.76820004,47081609.317686126,324,3390,664,231,1,43,0,9,0,0.022,3.382,0.121,0.87,0.003,0.042,0.021,0.016,0
2013,Forestview,209224.14666666667,136790,0,43802,136790,153668,3116440,14473.78277153558,450,448,267,65,46,0,0,0,230,0,86066563,0,8084302,0,0,0,0,808430,94150866,38645000,38645000,41776360,0,12871476,0,50,6027799.98,0.143,0.113,0.155,5597.045,4307.074,6027799.98,0,808430.1866947147,17612262,16803830.6783603,3217868.98049744,10444088.355590714,44733477.64886296,8135564.9521834,8135564.9521834,8566289.012982234,27803207.611418042,2152122,1499820,340000,306302,0,6000,0,46885602.670200005,2152122,50,230,68,28,0,3,0,0,0,0.042,6.402,0.135,0.914,0,0,0,0.009,0
2013,Frankfort,314860,314860,314860,314860,314860,314860,314860,31486,1,1,1,0,0,0,0,0,0,0,118275,0,0,0,0,0,0,19658,314860,314860,314860,0,0,0,0,0,2766.99,0.088,0.088,0.088,2766.99,NA,2766.99,0,19658.494030528876,31486,11827.505969471125,0,0,31486.003641329084,31486.003641329084,31486.003641329084,0,0,0,0,0,0,0,0,0,83818.8806,52332.876958670924,0,0,0,0,0,0,0,0,0,0,0.879,0.088,0.376,0,0,0,0.062,0
2013,Franklin Park,214764.37492083598,159040,0,97695,159040,183505,17147000,15292.103327202809,7895,7553,6101,924,320,313,81,3,4896,217160300,1490779760,118397248,168794666,0,35915326,0,25191180,54015732,1695564740,914620700,936488450,630914036,217160300,109363204,0,421,80754474.47858445,0.134,0.125,0.15,4815.411,4351.638,80754474.47858445,2119393.801415549,54015732.30655101,248024015,225293024.41417202,26141364.4052804,121745209.89639346,599752560.2929673,195264985.60891935,201084517.54678127,69590926.18329695,324097923.26518905,44939028,29695051,5502650,7050797,2446030,192000,52500,660264730.3315,143795280.97326946,421,4667,1211,458,229,111,1,11,0,0.025,4.763,0.135,0.879,0.128,0.07,0.021,0.032,0.015
2013,Glencoe,789660.0605899548,661770,0,415090,661770,975230,9577790,84007.84262200404,3763,3601,3469,0,62,0,0,0,2576,0,2886560156,0,84929563,0,0,0,0,8492956,2971490808,2909191590,2918181110,0,0,46831068,0,215,71936528.06,0.091,0.085,0.092,16902.025,20870.167,71936528.06,0,8492956.312685473,304173741,295680676.6512686,11707768.435253777,0,787131529.3133421,751846675.8809602,754239775.8481841,31167250.351489082,0,22609099,17244164,2702850,2222432,431653,8000,0,809740915.9161,22609099,215,2557,551,41,19,4,0,0,0,0.007,2.421,0.091,0.971,0,0,0,0.003,0
2013,Glenview,449726.7917862166,360250,0,226185,360250,540035,64097480,41546.98535424422,17775,14453,16413,103,528,1491,6,0,13001,94677480,6517809955,1113955080,474102235,0,1001804156,0,0,196283003,7993893724,6808304490,6901949310,169155012,30580000,877200272,64097480,593,173778504.2970718,0.086,0.077,0.116,7912.259,9037.803,173778504.2970718,30688807.45292817,196283003.0250681,942839170,760740049.411061,159574921.406827,31025831.887537543,2025166085.537186,1496885240.4245374,1508517155.3693285,424804398.2771142,82593867.0678137,126217956,89018448,19496557,13488541,3906680,210000,97730,2509932154.4570003,522524982.35303384,593,12671,3659,509,329,106,1,16,0,0.039,2.174,0.086,0.815,0.012,0.139,0.125,0.025,0
2013,Glenwood,112689.31806484818,108375,0,70490,108375,137320,12169848,10981.732444444444,3886,3166,3406,34,86,315,8,4,2655,5244900,326352845,63457296,89045043,0,22241954,0,2696500,14677449,437910690,370633470,377083490,15085898,2884230,42843362,2360670,293,17978599.38571786,0.179,0.167,0.196,4070.359,3981.286,17978599.38571786,2327112.504282139,14677449.209718298,51693723,37654508.65666794,6635134.36911669,2154599.1514862156,100240067.49491574,74430333.64101902,76147391.6636337,17663391.20402554,5735758.401171454,23708881,18490432,3492445,1513397,0,103601,109006,137613859.99830002,39072837.541191086,293,2654,712,195,0,52,0,21,0,0.029,4.106,0.179,0.745,0.012,0.145,0.051,0.034,0.006
2013,Golf,567081.6780487805,547320,0,415230,547320,708270,5599180,58794.35106382979,205,205,188,0,2,0,0,0,144,0,111467372,0,4784373,0,0,0,0,478437,116251744,110533380,110533380,0,0,5599984,0,13,3158440.56,0.099,0.099,0.099,11631.972,15795.994,3158440.56,0,478437.3239172082,12465172,11986734.698811237,1399995.8587395723,0,31909886.441705395,28151443.523944233,28151443.523944233,3726928.975550616,0,1273648,987000,150000,124648,12000,0,0,33183534.3812,1273648,13,143,30,3,1,0,0,0,0,0,2.717,0.099,0.959,0,0,0,0.004,0
2013,Hanover Park,161884.69535221497,158400,0,120480,158400,179188,8141428,14873.057509228676,5508,5000,5164,0,123,264,0,0,3962,0,737238730,82161522,126396961,0,27437270,0,0,16606495,891660902,765516270,777467390,0,0,90859212,0,124,30309115.302713033,0.133,0.121,0.192,4586.615,4281.565,30309115.302713033,1441468.507286967,16606494.77656044,102794972,86130716.39011136,20678072.30458454,0,229288580.10211545,166252305.95883554,169433805.0401775,55047096.28203451,0,33648135,26591201,3330678,1895703,1662572,112000,55981,273650494.9612,44208149.74468155,124,3821,673,141,140,56,1,8,0,0.071,3.399,0.132,0.827,0,0.092,0.031,0.019,0
