"","key_pin","pi_ns","address","tax_district","classes","subclass2","land_total_sf","gba","market_value","x2025_partial_value","x2025_partial_value_reason","sheet_name","file_name","idph_number","bldg_sf","units_beds","revenue_bed_night","est_pgi","est_vacancy_percent","exp_percent","noi","cap_rate","final_mv_bed","impr_name","year_blt","units_keys","rev_key_night","occupancy","rev_par","total_rev","ebitda_noi","final_mv_key","investment_rating","adj_rent_sf","pgi","v_c","egi","percent_exp","l_b_ratio","excess_land_area","excess_land_value","final_mv_sf","studios","x1br","x2br","x3br","x4br","mobile_home_pads","comm_sf","adjusted_pgi","final_mv_unit","nbhd","town_region","land_total_val","model"
"4590","12-34-404-018-0000","12-34-404-018-0000","1413 W NORTH MELROSE PARK","20038","5-17","76:RETAIL-SINGLE TENANT","22900",NA,"904000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"5110",NA,NA,NA,NA,NA,"62452.6425993575","0.0725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","31.104","158941.44","0.07","147815.5392","0.577496094542153","4","2460","43050","168.574512718422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4591","12-34-404-037-0000","12-34-404-037-0000","1437  NORTH MELROSE PARK","20038","5-17","76:RETAIL-SINGLE TENANT","30679",NA,"868000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"7419",NA,NA,NA,NA,NA,"70194.1025640185","0.0825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","23.76","176275.44","0.07","163936.1592","0.571820500696356","4","1003","17552.5","114.683597093488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4592","12-34-404-040-0000","12-34-404-040-0000","1401 W NORTH MELROSE PARK","20038","5-17","75:RETAIL-STRIP CENTER","21250",NA,"1197000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"6360",NA,NA,NA,NA,NA,"101782.587503422","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","37.752","240102.72","0.07","223295.5296","0.544179914010145","4","0","0","188.277076402927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4593","12-34-405-019-0000","12-34-405-019-0000","901 W NORTH MELROSE PARK","20038","5-17","89:RETAIL-FAST FOOD (FRANCHISE)","5625",NA,"887000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"3229",NA,NA,NA,NA,NA,"68760.9465089676","0.0775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","55.66","179726.14","0.05","170739.833","0.597276480240158","4","0","0","274.771761991499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4594","12-34-405-021-0000","12-34-405-021-0000","1319 W NORTH MELROSE PARK","20038","5-17","89:RETAIL-FAST FOOD (FRANCHISE)","31766",NA,"867000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"1813",NA,NA,NA,NA,NA,"33965.5418035812","0.0775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","50.6","91737.8","0.05","87150.91","0.61026750261608","4","24514","428995","241.734724506387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4595","12-34-405-022-0000","12-34-405-022-0000","1315 W NORTH MELROSE PARK","20038","5-17","87:RETAIL-RESTAURANTS (FRANCHISE)","35302",NA,"1216000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"7659",NA,NA,NA,NA,NA,"90710.4286872308","0.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","30.492","233538.228","0.05","221861.3166","0.59113904993733","4","4666","81655","148.045483560567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4596","12-34-405-027-0000","12-34-405-027-0000","911 W NORTH MELROSE PARK","20038","5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","156855",NA,"3147000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"10508",NA,NA,NA,NA,NA,"102364.757229914","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","24.3","255344.4","0.1","229809.96","0.554567794929715","4","114823","2009402.5","108.240025832079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4597","12-35-302-028-0000","12-35-302-028-0000","841 W NORTH MELROSE PARK","20038","5-17","86:RETAIL-RESTAURANTS","39600",NA,"910000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"5000",NA,NA,NA,NA,NA,"51056.9958530277","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","25.74","128700","0.05","122265","0.582407100535495","4","19600","343000","113.459990784506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4598","12-35-302-031-0000","12-35-302-031-0000","825 W NORTH MELROSE PARK","20038","5-17","89:RETAIL-FAST FOOD (FRANCHISE)","22347",NA,"894000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"2929",NA,NA,NA,NA,NA,"54873.120917587","0.0775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","50.6","148207.4","0.05","140797.03","0.610267908935388","4","10631","186042.5","241.73447248356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4599","12-35-303-020-0000","12-35-303-020-0000 12-35-303-021-0000","8400 W NORTH MELROSE PARK","20038","5-17 5-90","70:RETAIL-BIG BOX RETAIL","711252",NA,"15831000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"152533",NA,NA,NA,NA,NA,"1019435.75181471","0.0725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","17.424","2657734.992","0.07","2471693.54256","0.587555765202651","4","101120","1769600","92.1845291422259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4600","12-36-231-015-0000","12-36-231-014-0000 12-36-231-015-0000","2044 N HARLEM ELMWOOD PARK","20031","5-90 5-17","69:RETAIL-BARS/TAVERNS","7500",NA,"250000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"1736",NA,NA,NA,NA,NA,"20443.1531680172","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","27.5","47740","0.05","45353","0.549243640596715","4","556","9730","138.541292816598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4601","12-36-231-016-0000","12-36-231-016-0000","2040 N HARLEM ELMWOOD PARK","20031","5-17","57:OFFICE-SINGLETENANT","3750",NA,"319000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"3000",NA,NA,NA,NA,NA,"28687.8102476549","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","23","69000","0.1","62100","0.538038482324399","4","0","0","106.251149065388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4602","12-36-231-054-0000","12-36-231-054-0000","2012 N HARLEM ELMWOOD PARK","20031","5-17","76:RETAIL-SINGLE TENANT","3406",NA,"274000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"2997",NA,NA,NA,NA,NA,"22616.6895308425","0.0825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","19.2","57542.4","0.07","53514.432","0.577372146436265","4","0","0","91.4720357967764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4603","12-36-231-055-0000","12-36-231-055-0000","2010 N HARLEM ELMWOOD PARK","20031","5-17","76:RETAIL-SINGLE TENANT","4094",NA,"255000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"2412",NA,NA,NA,NA,NA,"21016.1262940976","0.0825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","21.6","52099.2","0.07","48452.256","0.566250820310666","4","0","0","105.613982079992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4604","12-36-323-004-0000","12-36-323-001-0000 12-36-323-002-0000 12-36-323-003-0000 12-36-323-004-0000 12-36-323-005-0000 12-36-323-006-0000 12-36-323-007-0000 12-36-323-008-0000 12-36-323-009-0000 12-36-323-010-0000 12-36-323-011-0000 12-36-323-012-0000 12-36-323-013-0000 12-36-323-014-0000 12-36-323-015-0000 12-36-323-016-0000 12-36-323-017-0000 12-36-323-018-0000 12-36-323-019-0000","1621 N THATCHER ELMWOOD PARK","20031","5-90 5-90 5-90 5-17 5-17 5-17 5-17 5-17 5-90 5-90 5-90 5-90 5-90 5-90 5-90 5-90 5-90 5-90 5-90","86:RETAIL-RESTAURANTS","76664",NA,"1447000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"7675",NA,NA,NA,NA,NA,"57856.6441035865","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","18.954","145471.95","0.05","138198.3525","0.581350695887735","4","45964","804370","83.7591662737408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4605","12-36-325-028-0000","12-36-325-028-0000 12-36-325-029-0000 12-36-325-053-0000","7806 W NORTH ELMWOOD PARK","20031","5-17 5-17 5-17","86:RETAIL-RESTAURANTS","15250",NA,"653000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"4992",NA,NA,NA,NA,NA,"58741.0366472408","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","28.6","142771.2","0.05","135632.64","0.566910762429746","4","0","0","130.74482871982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4606","12-36-325-030-0000","12-36-325-030-0000 12-36-325-031-0000 12-36-325-032-0000","7800 W NORTH ELMWOOD PARK","20031","5-17 5-17 5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","10403",NA,"483000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"4300",NA,NA,NA,NA,NA,"43443.2352767519","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","24.3","104490","0.1","94041","0.538039416033944","4","0","0","112.256421903752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4607","12-36-326-049-0000","12-36-326-049-0000","7734 W NORTH ELMWOOD PARK","20031","5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","26028",NA,"1456000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"14410",NA,NA,NA,NA,NA,"131027.16423114","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","21.87","315146.7","0.1","283632.03","0.538038196069957","4","0","0","101.0310465195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4608","12-36-326-050-0000","12-36-326-050-0000","7730 W NORTH ELMWOOD PARK","20031","5-17","77:RETAIL-MULTI TENANT","7278",NA,"598000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"3974",NA,NA,NA,NA,NA,"50797.2271941506","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","29.04","115404.96","0.07","107326.6128","0.526704273349148","4","0","0","150.381086456528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4609","12-36-327-024-0000","12-36-327-024-0000 12-36-327-025-0000","7708 W NORTH ELMWOOD PARK","20031","5-17 5-17","57:OFFICE-SINGLETENANT","6250",NA,"323000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"3000",NA,NA,NA,NA,NA,"29110.9956464365","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","22.77","68310","0.1","61479","0.526488790539265","4","0","0","107.818502394209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4610","12-36-328-025-0000","12-36-328-025-0000 12-36-328-026-0000 12-36-328-027-0000","7644 W NORTH ELMWOOD PARK","20031","5-17 5-17 5-17","77:RETAIL-MULTI TENANT","10403",NA,"670000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"4980",NA,NA,NA,NA,NA,"56962.1529287709","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","26.62","132567.6","0.07","123287.868","0.537974385859516","4","0","0","134.566862576827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4611","12-36-328-030-0000","12-36-328-030-0000","7636 W NORTH ELMWOOD PARK","20031","5-17","76:RETAIL-SINGLE TENANT","3125",NA,"165000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"1250",NA,NA,NA,NA,NA,"13653.0709423784","0.0825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","26.4","33000","0.07","30690","0.555129653229768","4","0","0","132.393415198821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4612","12-36-328-033-0000","12-36-328-033-0000 12-36-328-034-0000","7628 W NORTH ELMWOOD PARK","20031","5-17 5-17","76:RETAIL-SINGLE TENANT","7278",NA,"646000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"5963",NA,NA,NA,NA,NA,"53288.9678762487","0.0825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","21.6","128800.8","0.07","119784.744","0.555127254967889","4","0","0","108.322469117637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4613","12-36-407-006-0000","12-36-407-006-0000 12-36-407-007-0000 12-36-407-008-0000 12-36-407-009-0000","1950 N HARLEM ELMWOOD PARK","20031","5-17 5-17 5-90 5-90","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","13363",NA,"638000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"5040",NA,NA,NA,NA,NA,"57411.6928716854","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","26.73","134719.2","0.1","121247.28","0.526490879863982","4","0","0","126.568987812358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4614","12-36-423-010-0000","12-36-423-008-0000 12-36-423-009-0000 12-36-423-010-0000 12-36-423-011-0000 12-36-423-012-0000 12-36-423-013-0000","1750 N HARLEM ELMWOOD PARK","20031","5-90 5-90 5-17 5-17 5-17 5-90","89:RETAIL-FAST FOOD (FRANCHISE)","19940",NA,"817000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"2581",NA,NA,NA,NA,NA,"50304.2644399339","0.0775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","50.6","130598.6","0.05","124068.67","0.594544985128527","4","9616","168280","251.486742772538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4615","12-36-423-058-0000","12-36-423-058-0000","1710 N HARLEM ELMWOOD PARK","20031","5-17","75:RETAIL-STRIP CENTER","43005",NA,"2688000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"16900",NA,NA,NA,NA,NA,"228452.449188985","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","31.46","531674","0.07","494456.82","0.537972902893755","4","0","0","159.034075314295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4616","12-36-423-059-0000","12-36-423-059-0000","1748 N HARLEM ELMWOOD PARK","20031","5-17","76:RETAIL-SINGLE TENANT","15900",NA,"997000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"7420",NA,NA,NA,NA,NA,"82240.5074514533","0.0825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","26.136","193929.12","0.07","180354.0816","0.544005288253741","4","0","0","134.34698595353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4617","12-36-424-030-0000","12-36-424-030-0000 12-36-424-031-0000","7544 W NORTH ELMWOOD PARK","20031","5-17 5-17","77:RETAIL-MULTI TENANT","7274",NA,"548000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"4075",NA,NA,NA,NA,NA,"46610.8037803317","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","26.62","108476.5","0.07","100883.145","0.537972336406328","4","0","0","134.567459488507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4618","12-36-424-034-0000","12-36-424-034-0000","7538 W NORTH ELMWOOD PARK","20031","5-17","76:RETAIL-SINGLE TENANT","3750",NA,"276000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"1848",NA,NA,NA,NA,NA,"22758.3887625515","0.0825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","29.04","53665.92","0.07","49909.3056","0.544005101073748","4","0","0","149.274490112498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4619","12-36-425-028-0000","12-36-425-028-0000","7518 W NORTH ELMWOOD PARK","20031","5-17","77:RETAIL-MULTI TENANT","3524",NA,"372000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"3114",NA,NA,NA,NA,NA,"31590.8357890598","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","24.2","75358.8","0.07","70083.684","0.549241221550799","4","0","0","119.350318444444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4620","12-36-425-030-0000","12-36-425-030-0000","7512 W NORTH ELMWOOD PARK","20031","5-17","88:RETAIL-FAST FOOD","3750",NA,"410000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"2718",NA,NA,NA,NA,NA,"36862.251292248","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","31.9","86704.2","0.05","82368.99","0.552474161790159","4","0","0","150.69189474388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4621","12-36-425-047-0000","12-36-425-047-0000","7500 W NORTH ELMWOOD PARK","20031","5-17","88:RETAIL-FAST FOOD","7274",NA,"239000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"1165",NA,NA,NA,NA,NA,"17380.0213376787","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","35.09","40879.85","0.05","38835.8575","0.552474891595257","4","2614","45745","165.760813902515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4622","12-36-426-026-0000","12-36-426-026-0000","7446 W NORTH ELMWOOD PARK","20031","5-17","86:RETAIL-RESTAURANTS","3524",NA,"345000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"3033",NA,NA,NA,NA,NA,"31049.8121384757","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","25.74","78069.42","0.05","74165.949","0.581346796513375","4","0","0","113.748075387316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4623","12-36-426-027-0000","12-36-426-027-0000 12-36-426-028-0000 12-36-427-042-0000","7414 W NORTH ELMWOOD PARK","20031","5-17 5-17 5-90","86:RETAIL-RESTAURANTS","18524",NA,"1141000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"6817",NA,NA,NA,NA,NA,"102676.190662907","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","34.32","233959.44","0.05","222261.468","0.538038727149473","4","0","0","167.353170444651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4624","12-36-426-029-0000","12-36-426-029-0000 12-36-426-030-0000","7440 W NORTH ELMWOOD PARK","20031","5-17 5-17","86:RETAIL-RESTAURANTS","7500",NA,"631000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"4244",NA,NA,NA,NA,NA,"56764.368859595","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","31.46","133516.24","0.05","126840.428","0.552474161790159","4","0","0","148.613385850861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4625","12-36-427-041-0000","12-36-427-041-0000","7330 W NORTH ELMWOOD PARK","20031","5-17","77:RETAIL-MULTI TENANT","11024",NA,"808000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"5970",NA,NA,NA,NA,NA,"68679.7858885788","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","26.136","156031.92","0.07","145109.6856","0.526704329868807","4","0","0","135.342961648594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4626","12-36-428-045-0000","12-36-428-045-0000","7330 W NORTH ELMWOOD PARK","20031","5-17","76:RETAIL-SINGLE TENANT","61268",NA,"2443000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"18186",NA,NA,NA,NA,NA,"201566.911381052","0.0825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","26.136","475309.296","0.07","442037.64528","0.544005101073747","4","0","0","134.347041101248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4627","12-36-430-042-0000","12-36-430-042-0000","7230 W NORTH ELMWOOD PARK","20241","5-17","75:RETAIL-STRIP CENTER","73186",NA,"3755000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"26238",NA,NA,NA,NA,NA,"319214.419822058","0.085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","28.314","742902.732","0.07","690899.54076","0.537972742794246","4","0","0","143.130717379848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4628","12-03-106-039-0000","12-03-106-039-0000","9423 W HIGGINS  ROSEMONT","20229","5-17","88:RETAIL-FAST FOOD","44642",NA,"1661000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"4312",NA,NA,NA,NA,NA,"90351.4790411293","0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","44.064","190003.968","0.05","180503.7696","0.499448242874096","4","27394","657456","232.8166332744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4629","12-36-431-030-0000","12-36-431-030-0000","7200 W NORTH ELMWOOD PARK","20280","5-17","78:RETAIL-DRUG STORES/PHARMACIES","45180",NA,"2516000",NA,NA,"Comm517","Leyden 2025.T20.PublicModel.xlsx",NA,"14725",NA,NA,NA,NA,NA,"176151.623512577","0.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","28.314","416923.65","0","416923.65","0.577496686713319","4","0","0","170.896554462844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4630","12-25-424-028-0000","12-25-424-023-0000 12-25-424-024-0000 12-25-424-028-0000 12-25-424-029-0000 12-25-424-030-0000","7370  GRAND ELMWOOD PARK","20262","5-97 5-97 5-97 5-97 5-97","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)",NA,NA,"265000",NA,NA,"SplitClassProperties","Leyden 2025.T20.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4631","12-25-424-028-0000","12-25-424-023-0000 12-25-424-024-0000 12-25-424-028-0000 12-25-424-029-0000 12-25-424-030-0000","7370  GRAND ELMWOOD PARK","20262","5-97 5-97 5-97 5-97 5-97","90:RETAIL-BANQUET HALLS",NA,NA,"1990000",NA,NA,"SplitClassProperties","Leyden 2025.T20.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4632","09-07-101-060-0000","09-07-101-060-0000","1201  CENTRAL MOUNT PROSPECT","22005","5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","23589","2758","1726832.745",NA,NA,"GasStations","Maine 2025.T22.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4633","09-07-210-014-0000","09-07-210-014-0000","680 N WOLF DES PLAINES","22028","5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","25930","1880","1155181.5",NA,NA,"GasStations","Maine 2025.T22.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4634","09-09-401-059-0000","09-09-401-059-0000","9660  GOLF DES PLAINES","22041","5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","42000","8248","3725568",NA,NA,"GasStations","Maine 2025.T22.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4635","09-11-101-036-0000","09-11-101-036-0000","3255  CENTRAL GLENVIEW","22070","5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","21450","2400","1308106.8",NA,NA,"GasStations","Maine 2025.T22.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4636","09-11-301-025-0000","09-11-301-025-0000","9701  MILWAUKEE GLENVIEW","22025","5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","31530","1608","1716240.96",NA,NA,"GasStations","Maine 2025.T22.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4637","09-11-303-011-0000","09-11-303-011-0000","8560  GOLF NILES","22135","5-23","79:RETAIL-GAS STATION SERVICE BAYS","15872","2502","785664",NA,NA,"GasStations","Maine 2025.T22.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4638","09-13-100-034-0000","09-13-100-034-0000","7971  GOLF MORTON GROVE","22054","5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","26248","1560","1746226.944",NA,NA,"GasStations","Maine 2025.T22.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
