keypin_concat,pins,has_range,pins2,pins3,check_me,Alea_added
1.8193E+13,"18-19-300-026-0000, 18-19-300-029-0000",0,18-19-300-029-0000,18-19-300-029-0000,0,
1.8222E+13,"18-22-200-011-0000, 18-22-200-012-0000, 18-22-200-015-0000, 18-22-200-028-0000, 18-22-200-029-0000",0,18-22-200-011-0000,18-22-200-011-0000,0,
1.8222E+13,"18-22-200-011-0000, 18-22-200-012-0000, 18-22-200-015-0000, 18-22-200-028-0000, 18-22-200-029-0000",0,18-22-200-012-0000,18-22-200-012-0000,0,
1.8222E+13,"18-22-200-011-0000, 18-22-200-012-0000, 18-22-200-015-0000, 18-22-200-028-0000, 18-22-200-029-0000",0,18-22-200-015-0000,18-22-200-015-0000,0,
1.8222E+13,"18-22-200-011-0000, 18-22-200-012-0000, 18-22-200-015-0000, 18-22-200-028-0000, 18-22-200-029-0000",0,18-22-200-028-0000,18-22-200-028-0000,0,
1.8222E+13,"18-22-200-011-0000, 18-22-200-012-0000, 18-22-200-015-0000, 18-22-200-028-0000, 18-22-200-029-0000",0,18-22-200-029-0000,18-22-200-029-0000,0,
1.8233E+13,"18-23-302-007-0000, 18-23-302-017-0000",0,18-23-302-007-0000,18-23-302-007-0000,0,
1.8233E+13,"18-23-302-007-0000, 18-23-302-017-0000",0,18-23-302-017-0000,18-23-302-017-0000,0,
1.8282E+13,"18-28-200-022-0000, 18-28-203-001-0000",0,18-28-200-022-0000,18-28-200-022-0000,0,
1.8282E+13,"18-28-200-022-0000, 18-28-203-001-0000",0,18-28-203-001-0000,18-28-203-001-0000,0,
1.8283E+13,"18-28-300-068-0000, 18-28-400-013-0000",0,18-28-300-068-0000,18-28-300-068-0000,0,
1.8283E+13,"18-28-300-068-0000, 18-28-400-013-0000",0,18-28-400-013-0000,18-28-400-013-0000,0,
1.9023E+13,"19-02-301-003-0000, 19-02-301-009-0000",0,19-02-301-003-0000,19-02-301-003-0000,0,
1.9023E+13,"19-02-301-003-0000, 19-02-301-009-0000",0,19-02-301-009-0000,19-02-301-009-0000,0,
1.9023E+13,19-02-301-008-0000,0,19-02-301-008-0000,19-02-301-008-0000,0,
1.9023E+13,19-02-303-036-0000,0,19-02-303-036-0000,19-02-303-036-0000,0,
1.90231E+13,19-02-314-005-0000,0,19-02-314-005-0000,19-02-314-005-0000,0,
1.9032E+13,19-03-200-031-0000,0,19-03-200-031-0000,19-03-200-031-0000,0,
1.9032E+13,19-03-200-032-0000,0,19-03-200-032-0000,19-03-200-032-0000,0,
1.9032E+13,19-03-201-018-0000,0,19-03-201-018-0000,19-03-201-018-0000,0,
1.9032E+13,19-03-201-019-0000,0,19-03-201-019-0000,19-03-201-019-0000,0,
1.9032E+13,19-03-201-044-0000,0,19-03-201-044-0000,19-03-201-044-0000,0,
1.9034E+13,"19-03-400-216-0000, 19-03-400-217-0000",0,19-03-400-216-0000,19-03-400-216-0000,0,
1.9034E+13,"19-03-400-216-0000, 19-03-400-217-0000",0,19-03-400-217-0000,19-03-400-217-0000,0,
1.9072E+13,"19-07-201-016-0000, 19-07-201-017-0000",0,19-07-201-016-0000,19-07-201-016-0000,0,
1.9072E+13,"19-07-201-016-0000, 19-07-201-017-0000",0,19-07-201-017-0000,19-07-201-017-0000,0,
1.9082E+13,"19-08-202-003-0000, 19-08-202-020-0000, 19-08-202-044-0000, 19-08-202-052-0000, 19-08-203-041-0000, 19-08-203-042-0000",0,19-08-202-003-0000,19-08-202-003-0000,0,
1.9082E+13,"19-08-202-003-0000, 19-08-202-020-0000, 19-08-202-044-0000, 19-08-202-052-0000, 19-08-203-041-0000, 19-08-203-042-0000",0,19-08-202-020-0000,19-08-202-020-0000,0,
1.9082E+13,"19-08-202-003-0000, 19-08-202-020-0000, 19-08-202-044-0000, 19-08-202-052-0000, 19-08-203-041-0000, 19-08-203-042-0000",0,19-08-202-044-0000,19-08-202-044-0000,0,
1.9082E+13,"19-08-202-003-0000, 19-08-202-020-0000, 19-08-202-044-0000, 19-08-202-052-0000, 19-08-203-041-0000, 19-08-203-042-0000",0,19-08-202-052-0000,19-08-202-052-0000,0,
1.9082E+13,"19-08-202-003-0000, 19-08-202-020-0000, 19-08-202-044-0000, 19-08-202-052-0000, 19-08-203-041-0000, 19-08-203-042-0000",0,19-08-203-041-0000,19-08-203-041-0000,0,
1.9082E+13,"19-08-202-003-0000, 19-08-202-020-0000, 19-08-202-044-0000, 19-08-202-052-0000, 19-08-203-041-0000, 19-08-203-042-0000",0,19-08-203-042-0000,19-08-203-042-0000,0,
1.9082E+13,"19-08-203-026-0000, 19-08-203-043-0000",0,19-08-203-026-0000,19-08-203-026-0000,0,
1.9082E+13,"19-08-203-026-0000, 19-08-203-043-0000",0,19-08-203-043-0000,19-08-203-043-0000,0,
1.9112E+13,"19-11-202-012-0000, 19-11-202-017-0000",0,19-11-202-012-0000,19-11-202-012-0000,0,
1.9112E+13,"19-11-202-012-0000, 19-11-202-017-0000",0,19-11-202-017-0000,19-11-202-017-0000,0,
1.9112E+13,19-11-202-019-0000,0,19-11-202-019-0000,19-11-202-019-0000,0,
1.9112E+13,19-11-202-023-0000,0,19-11-202-023-0000,19-11-202-023-0000,0,
1.9114E+13,19-11-400-011-0000,0,19-11-400-011-0000,19-11-400-011-0000,0,
1.9121E+13,19-12-101-059-0000,0,19-12-101-059-0000,19-12-101-059-0000,0,
1.9183E+13,19-18-303-007-0000,0,19-18-303-007-0000,19-18-303-007-0000,0,
1.91912E+13,"19-19-116-032-0000, 19-19-116-040-0000, 19-19-116-044-0000",0,19-19-116-032-0000,19-19-116-032-0000,0,
1.91912E+13,"19-19-116-032-0000, 19-19-116-040-0000, 19-19-116-044-0000",0,19-19-116-040-0000,19-19-116-040-0000,0,
1.91912E+13,"19-19-116-032-0000, 19-19-116-040-0000, 19-19-116-044-0000",0,19-19-116-044-0000,19-19-116-044-0000,0,
1.91912E+13,"19-19-116-038-0000, 19-19-116-047-0000",0,19-19-116-038-0000,19-19-116-038-0000,0,
1.91912E+13,"19-19-116-038-0000, 19-19-116-047-0000",0,19-19-116-047-0000,19-19-116-047-0000,0,
1.91912E+13,"19-19-116-056-0000, 19-19-301-005-0000",0,19-19-116-056-0000,19-19-116-056-0000,0,
1.91912E+13,"19-19-116-056-0000, 19-19-301-005-0000",0,19-19-301-005-0000,19-19-301-005-0000,0,
1.91912E+13,"19-19-116-060-0000, 19-19-117-073-0000, 19-19-301-010-0000",0,19-19-116-060-0000,19-19-116-060-0000,0,
1.91912E+13,"19-19-116-060-0000, 19-19-117-073-0000, 19-19-301-010-0000",0,19-19-117-073-0000,19-19-117-073-0000,0,
1.91912E+13,"19-19-116-060-0000, 19-19-117-073-0000, 19-19-301-010-0000",0,19-19-301-010-0000,19-19-301-010-0000,0,
1.91912E+13,"19-19-117-013-0000, 19-19-117-053-0000",0,19-19-117-013-0000,19-19-117-013-0000,0,
1.91912E+13,"19-19-117-013-0000, 19-19-117-053-0000",0,19-19-117-053-0000,19-19-117-053-0000,0,
1.91922E+13,"19-19-216-016-0000, 19-19-217-037-0000, 19-19-217-058-0000",0,19-19-216-016-0000,19-19-216-016-0000,0,
1.91922E+13,"19-19-216-016-0000, 19-19-217-037-0000, 19-19-217-058-0000",0,19-19-217-037-0000,19-19-217-037-0000,0,
1.91922E+13,"19-19-216-016-0000, 19-19-217-037-0000, 19-19-217-058-0000",0,19-19-217-058-0000,19-19-217-058-0000,0,
1.9193E+13,"19-19-301-007-0000, 19-19-301-018-0000",0,19-19-301-007-0000,19-19-301-007-0000,0,
1.9193E+13,"19-19-301-007-0000, 19-19-301-018-0000",0,19-19-301-018-0000,19-19-301-018-0000,0,
1.9253E+13,"19-25-304-002-0000, 19-25-305-002-0000, 19-25-306-002-0000, 19-25-307-003-0000, 19-25-312-004-0000, 19-25-313-001-0000, 19-25-314-001-0000, 19-25-315-001-0000",0,19-25-304-002-0000,19-25-304-002-0000,0,
1.9253E+13,"19-25-304-002-0000, 19-25-305-002-0000, 19-25-306-002-0000, 19-25-307-003-0000, 19-25-312-004-0000, 19-25-313-001-0000, 19-25-314-001-0000, 19-25-315-001-0000",0,19-25-305-002-0000,19-25-305-002-0000,0,
1.9253E+13,"19-25-304-002-0000, 19-25-305-002-0000, 19-25-306-002-0000, 19-25-307-003-0000, 19-25-312-004-0000, 19-25-313-001-0000, 19-25-314-001-0000, 19-25-315-001-0000",0,19-25-306-002-0000,19-25-306-002-0000,0,
1.9253E+13,"19-25-304-002-0000, 19-25-305-002-0000, 19-25-306-002-0000, 19-25-307-003-0000, 19-25-312-004-0000, 19-25-313-001-0000, 19-25-314-001-0000, 19-25-315-001-0000",0,19-25-307-003-0000,19-25-307-003-0000,0,
1.9253E+13,"19-25-304-002-0000, 19-25-305-002-0000, 19-25-306-002-0000, 19-25-307-003-0000, 19-25-312-004-0000, 19-25-313-001-0000, 19-25-314-001-0000, 19-25-315-001-0000",0,19-25-312-004-0000,19-25-312-004-0000,0,
1.9253E+13,"19-25-304-002-0000, 19-25-305-002-0000, 19-25-306-002-0000, 19-25-307-003-0000, 19-25-312-004-0000, 19-25-313-001-0000, 19-25-314-001-0000, 19-25-315-001-0000",0,19-25-313-001-0000,19-25-313-001-0000,0,
1.9253E+13,"19-25-304-002-0000, 19-25-305-002-0000, 19-25-306-002-0000, 19-25-307-003-0000, 19-25-312-004-0000, 19-25-313-001-0000, 19-25-314-001-0000, 19-25-315-001-0000",0,19-25-314-001-0000,19-25-314-001-0000,0,
1.9253E+13,"19-25-304-002-0000, 19-25-305-002-0000, 19-25-306-002-0000, 19-25-307-003-0000, 19-25-312-004-0000, 19-25-313-001-0000, 19-25-314-001-0000, 19-25-315-001-0000",0,19-25-315-001-0000,19-25-315-001-0000,0,
1.92531E+13,"19-25-310-009-0000, 19-25-310-010-0000",0,19-25-310-009-0000,19-25-310-009-0000,0,
1.92531E+13,"19-25-310-009-0000, 19-25-310-010-0000",0,19-25-310-010-0000,19-25-310-010-0000,0,
1.9281E+13,"19-28-101-030-0000, 19-28-200-032-0000",0,19-28-101-030-0000,19-28-101-030-0000,0,
1.9281E+13,"19-28-101-030-0000, 19-28-200-032-0000",0,19-28-200-032-0000,19-28-200-032-0000,0,
1.9282E+13,"19-28-200-033-0000, 19-28-200-034-0000",0,19-28-200-033-0000,19-28-200-033-0000,0,
1.9282E+13,"19-28-200-033-0000, 19-28-200-034-0000",0,19-28-200-034-0000,19-28-200-034-0000,0,
1.9291E+13,"19-29-100-038-0000, 19-29-200-031-0000",0,19-29-100-038-0000,19-29-100-038-0000,0,
1.9291E+13,"19-29-100-038-0000, 19-29-200-031-0000",0,19-29-200-031-0000,19-29-200-031-0000,0,
1.9291E+13,"19-29-100-055-0000, 19-29-100-062-0000",0,19-29-100-055-0000,19-29-100-055-0000,0,
1.9291E+13,"19-29-100-055-0000, 19-29-100-062-0000",0,19-29-100-062-0000,19-29-100-062-0000,0,
1.9291E+13,"19-29-100-069-0000, 19-29-100-070-0000, 19-29-100-074-0000",0,19-29-100-069-0000,19-29-100-069-0000,0,
1.9291E+13,"19-29-100-069-0000, 19-29-100-070-0000, 19-29-100-074-0000",0,19-29-100-070-0000,19-29-100-070-0000,0,
1.9291E+13,"19-29-100-069-0000, 19-29-100-070-0000, 19-29-100-074-0000",0,19-29-100-074-0000,19-29-100-074-0000,0,
2.0051E+13,"20-05-102-033-0000, 20-05-102-038-0000",0,20-05-102-033-0000,20-05-102-033-0000,0,
2.0051E+13,"20-05-102-033-0000, 20-05-102-038-0000",0,20-05-102-038-0000,20-05-102-038-0000,0,
2.00511E+13,20-05-110-010-0000,0,20-05-110-010-0000,20-05-110-010-0000,0,
2.00511E+13,"20-05-111-017-0000, 20-05-112-001-0000, 20-05-112-010-0000",0,20-05-111-017-0000,20-05-111-017-0000,0,
2.00511E+13,"20-05-111-017-0000, 20-05-112-001-0000, 20-05-112-010-0000",0,20-05-112-001-0000,20-05-112-001-0000,0,
2.00511E+13,"20-05-111-017-0000, 20-05-112-001-0000, 20-05-112-010-0000",0,20-05-112-010-0000,20-05-112-010-0000,0,
2.0052E+13,20-05-200-033-0000,0,20-05-200-033-0000,20-05-200-033-0000,0,
2.0052E+13,20-05-200-039-0000,0,20-05-200-039-0000,20-05-200-039-0000,0,
2.0052E+13,"20-05-200-161-0000, 20-05-200-163-0000",0,20-05-200-161-0000,20-05-200-161-0000,0,
2.0052E+13,"20-05-200-161-0000, 20-05-200-163-0000",0,20-05-200-163-0000,20-05-200-163-0000,0,
2.0053E+13,20-05-300-020-0000,0,20-05-300-020-0000,20-05-300-020-0000,0,
2.0053E+13,20-05-302-009-0000,0,20-05-302-009-0000,20-05-302-009-0000,0,
2.0053E+13,"20-05-302-010-0000, 20-05-302-011-0000",0,20-05-302-010-0000,20-05-302-010-0000,0,
2.0053E+13,"20-05-302-010-0000, 20-05-302-011-0000",0,20-05-302-011-0000,20-05-302-011-0000,0,
2.00531E+13,"20-05-311-006-0000, 20-05-311-007-0000, 20-05-311-008-0000,, 20-05-311-010-0000,, 20-05-311-011-0000,, 20-05-311-013-0000",0,20-05-311-006-0000,20-05-311-006-0000,0,
2.00531E+13,"20-05-311-006-0000, 20-05-311-007-0000, 20-05-311-008-0000,, 20-05-311-010-0000,, 20-05-311-011-0000,, 20-05-311-013-0000",0,20-05-311-007-0000,20-05-311-007-0000,0,
2.00531E+13,"20-05-311-006-0000, 20-05-311-007-0000, 20-05-311-008-0000,, 20-05-311-010-0000,, 20-05-311-011-0000,, 20-05-311-013-0000",0,20-05-311-008-0000,20-05-311-008-0000,0,
2.00531E+13,"20-05-311-006-0000, 20-05-311-007-0000, 20-05-311-008-0000,, 20-05-311-010-0000,, 20-05-311-011-0000,, 20-05-311-013-0000",0,20-05-311-010-0000,20-05-311-010-0000,0,
2.00531E+13,"20-05-311-006-0000, 20-05-311-007-0000, 20-05-311-008-0000,, 20-05-311-010-0000,, 20-05-311-011-0000,, 20-05-311-013-0000",0,20-05-311-011-0000,20-05-311-011-0000,0,
2.00531E+13,"20-05-311-006-0000, 20-05-311-007-0000, 20-05-311-008-0000,, 20-05-311-010-0000,, 20-05-311-011-0000,, 20-05-311-013-0000",0,20-05-311-013-0000,20-05-311-013-0000,0,
2.0054E+13,20-05-400-017-0000,0,20-05-400-017-0000,20-05-400-017-0000,0,
2.0061E+13,20-06-100-115-0000,0,20-06-100-115-0000,20-06-100-115-0000,0,
2.03022E+13,20-30-224-016-0000,0,20-30-224-016-0000,20-30-224-016-0000,0,
2.03022E+13,20-30-224-018-0000,0,20-30-224-018-0000,20-30-224-018-0000,0,
2.03031E+13,20-30-308-004-0000,0,20-30-308-004-0000,20-30-308-004-0000,0,
2.03031E+13,"20-30-308-009-0000, 20-30-308-011-0000",0,20-30-308-009-0000,20-30-308-009-0000,0,
2.03031E+13,"20-30-308-009-0000, 20-30-308-011-0000",0,20-30-308-011-0000,20-30-308-011-0000,0,
2.31221E+13,23-12-211-019-0000,0,23-12-211-019-0000,23-12-211-019-0000,0,
2.4014E+13,24-01-403-016-0000,0,24-01-403-016-0000,24-01-403-016-0000,0,
2.4074E+13,24-07-400-026-0000,0,24-07-400-026-0000,24-07-400-026-0000,0,
2.42141E+13,"24-21-405-005-0000, 24-21-405-006-0000",0,24-21-405-005-0000,24-21-405-005-0000,0,
2.42141E+13,"24-21-405-005-0000, 24-21-405-006-0000",0,24-21-405-006-0000,24-21-405-006-0000,0,
2.42141E+13,"24-21-406-001-0000, 24-21-406-002-0000",0,24-21-406-001-0000,24-21-406-001-0000,0,
2.42141E+13,"24-21-406-001-0000, 24-21-406-002-0000",0,24-21-406-002-0000,24-21-406-002-0000,0,
2.4274E+13,"24-27-401-011-0000, 24-27-401-012-0000",0,24-27-401-011-0000,24-27-401-011-0000,0,
2.4274E+13,"24-27-401-011-0000, 24-27-401-012-0000",0,24-27-401-012-0000,24-27-401-012-0000,0,
2.42741E+13,"24-27-408-002-0000, 24-27-408-003-0000",0,24-27-408-002-0000,24-27-408-002-0000,0,
2.42741E+13,"24-27-408-002-0000, 24-27-408-003-0000",0,24-27-408-003-0000,24-27-408-003-0000,0,
2.4281E+13,"24-28-100-030-0000, 24-28-100-031-0000",0,24-28-100-030-0000,24-28-100-030-0000,0,
2.4281E+13,"24-28-100-030-0000, 24-28-100-031-0000",0,24-28-100-031-0000,24-28-100-031-0000,0,
2.5054E+13,25-05-404-006-0000,0,25-05-404-006-0000,25-05-404-006-0000,0,
2.5054E+13,25-05-404-007-0000,0,25-05-404-007-0000,25-05-404-007-0000,0,
2.50542E+13,25-05-416-011-0000,0,25-05-416-011-0000,25-05-416-011-0000,0,
2.50542E+13,"25-05-416-012-0000, 25-05-416-015-0000, 25-05-416-016-0000,, 25-05-416-018-0000",0,25-05-416-012-0000,25-05-416-012-0000,0,
2.50542E+13,"25-05-416-012-0000, 25-05-416-015-0000, 25-05-416-016-0000,, 25-05-416-018-0000",0,25-05-416-015-0000,25-05-416-015-0000,0,
2.50542E+13,"25-05-416-012-0000, 25-05-416-015-0000, 25-05-416-016-0000,, 25-05-416-018-0000",0,25-05-416-016-0000,25-05-416-016-0000,0,
2.50542E+13,"25-05-416-012-0000, 25-05-416-015-0000, 25-05-416-016-0000,, 25-05-416-018-0000",0,25-05-416-018-0000,25-05-416-018-0000,0,
2.5113E+13,25-11-300-027-0000,0,25-11-300-027-0000,25-11-300-027-0000,0,
2.5141E+13,"25-14-100-005-0000, 25-14-100-016-0000, 25-14-100-036-0000, 25-14-100-037-0000",0,25-14-100-005-0000,25-14-100-005-0000,0,
2.5141E+13,"25-14-100-005-0000, 25-14-100-016-0000, 25-14-100-036-0000, 25-14-100-037-0000",0,25-14-100-016-0000,25-14-100-016-0000,0,
2.5141E+13,"25-14-100-005-0000, 25-14-100-016-0000, 25-14-100-036-0000, 25-14-100-037-0000",0,25-14-100-036-0000,25-14-100-036-0000,0,
2.5141E+13,"25-14-100-005-0000, 25-14-100-016-0000, 25-14-100-036-0000, 25-14-100-037-0000",0,25-14-100-037-0000,25-14-100-037-0000,0,
2.5143E+13,25-14-300-012-0000,0,25-14-300-012-0000,25-14-300-012-0000,0,
2.51523E+13,25-15-229-004-0000,0,25-15-229-004-0000,25-15-229-004-0000,0,
2.51541E+13,25-15-406-047-0000,0,25-15-406-047-0000,25-15-406-047-0000,0,
2.51643E+13,"25-16-429-026-0000, 25-16-429-027-0000,, 25-16-429-028-0000,, 25-16-429-035-0000",0,25-16-429-026-0000,25-16-429-026-0000,0,
2.51643E+13,"25-16-429-026-0000, 25-16-429-027-0000,, 25-16-429-028-0000,, 25-16-429-035-0000",0,25-16-429-027-0000,25-16-429-027-0000,0,
2.51643E+13,"25-16-429-026-0000, 25-16-429-027-0000,, 25-16-429-028-0000,, 25-16-429-035-0000",0,25-16-429-028-0000,25-16-429-028-0000,0,
2.51643E+13,"25-16-429-026-0000, 25-16-429-027-0000,, 25-16-429-028-0000,, 25-16-429-035-0000",0,25-16-429-035-0000,25-16-429-035-0000,0,
2.5183E+13,25-18-304-056-0000,0,25-18-304-056-0000,25-18-304-056-0000,0,
2.5231E+13,25-23-102-009-0000,0,25-23-102-009-0000,25-23-102-009-0000,0,
2.5291E+13,25-29-101-026-0000,0,25-29-101-026-0000,25-29-101-026-0000,0,
2.52931E+13,"25-29-313-021-0000, 25-29-313-022-0000, 25-29-313-059-0000",0,25-29-313-021-0000,25-29-313-021-0000,0,
2.52931E+13,"25-29-313-021-0000, 25-29-313-022-0000, 25-29-313-059-0000",0,25-29-313-022-0000,25-29-313-022-0000,0,
2.52931E+13,"25-29-313-021-0000, 25-29-313-022-0000, 25-29-313-059-0000",0,25-29-313-059-0000,25-29-313-059-0000,0,
2.53031E+13,"25-30-311-001-0000, 25-30-311-002-0000, 25-30-311-003-0000",0,25-30-311-001-0000,25-30-311-001-0000,0,
2.53031E+13,"25-30-311-001-0000, 25-30-311-002-0000, 25-30-311-003-0000",0,25-30-311-002-0000,25-30-311-002-0000,0,
2.53031E+13,"25-30-311-001-0000, 25-30-311-002-0000, 25-30-311-003-0000",0,25-30-311-003-0000,25-30-311-003-0000,0,
2.5312E+13,"25-31-204-027-0000, 25-31-204-028-0000",0,25-31-204-027-0000,25-31-204-027-0000,0,
2.5312E+13,"25-31-204-027-0000, 25-31-204-028-0000",0,25-31-204-028-0000,25-31-204-028-0000,0,
2.60512E+13,26-05-117-002-0000,0,26-05-117-002-0000,26-05-117-002-0000,0,
2.60512E+13,26-05-117-018-0000,0,26-05-117-018-0000,26-05-117-018-0000,0,
2.60512E+13,26-05-117-024-0000,0,26-05-117-024-0000,26-05-117-024-0000,0,
2.60731E+13,26-07-314-008-0000,0,26-07-314-008-0000,26-07-314-008-0000,0,
2.60731E+13,26-07-314-010-0000,0,26-07-314-010-0000,26-07-314-010-0000,0,
2.60731E+13,26-07-314-012-0000,0,26-07-314-012-0000,26-07-314-012-0000,0,
2.60731E+13,26-07-314-015-0000,0,26-07-314-015-0000,26-07-314-015-0000,0,
2.6074E+13,26-07-400-016-0000,0,26-07-400-016-0000,26-07-400-016-0000,0,
2.60841E+13,26-08-407-049-0000,0,26-08-407-049-0000,26-08-407-049-0000,0,
2.6181E+13,26-18-100-019-0000,0,26-18-100-019-0000,26-18-100-019-0000,0,
2.6182E+13,26-18-200-001-0000,0,26-18-200-001-0000,26-18-200-001-0000,0,
2.6191E+13,"26-19-102-016-0000, 26-19-200-014-0000, 26-19-201-014-0000, 26-19-301-008",0,26-19-301-008,26-19-301-008-0000,1,1
2.6191E+13,"26-19-102-016-0000, 26-19-200-014-0000, 26-19-201-014-0000, 26-19-301-008",0,26-19-102-016-0000,26-19-102-016-0000,0,
2.6191E+13,"26-19-102-016-0000, 26-19-200-014-0000, 26-19-201-014-0000, 26-19-301-008",0,26-19-200-014-0000,26-19-200-014-0000,0,
2.6191E+13,"26-19-102-016-0000, 26-19-200-014-0000, 26-19-201-014-0000, 26-19-301-008",0,26-19-201-014-0000,26-19-201-014-0000,0,
2.6192E+13,"26-19-200-028-0000, 26-19-200-039-0000",0,26-19-200-028-0000,26-19-200-028-0000,0,
2.6192E+13,"26-19-200-028-0000, 26-19-200-039-0000",0,26-19-200-039-0000,26-19-200-039-0000,0,
2.6193E+13,26-19-301-003-0000,0,26-19-301-003-0000,26-19-301-003-0000,0,
2.6301E+13,26-30-100-051-0000,0,26-30-100-051-0000,26-30-100-051-0000,0,
2.6302E+13,26-30-200-014-0000,0,26-30-200-014-0000,26-30-200-014-0000,0,
2.6302E+13,26-30-204-001-0000,0,26-30-204-001-0000,26-30-204-001-0000,0,
2.6302E+13,26-30-204-002-0000,0,26-30-204-002-0000,26-30-204-002-0000,0,
2.6313E+13,26-31-303-034-0000,0,26-31-303-034-0000,26-31-303-034-0000,0,
2.71331E+13,27-13-308-062-0000,0,27-13-308-062-0000,27-13-308-062-0000,0,
2.7143E+13,27-14-300-068-0000,0,27-14-300-068-0000,27-14-300-068-0000,0,
2.7222E+13,"27-22-201-019-0000, 27-22-201-020-0000",0,27-22-201-019-0000,27-22-201-019-0000,0,
2.7222E+13,"27-22-201-019-0000, 27-22-201-020-0000",0,27-22-201-020-0000,27-22-201-020-0000,0,
2.7242E+13,27-24-202-022-0000,0,27-24-202-022-0000,27-24-202-022-0000,0,
2.7362E+13,"27-36-204-014-0000, 27-36-204-015-0000",0,27-36-204-014-0000,27-36-204-014-0000,0,
2.7362E+13,"27-36-204-014-0000, 27-36-204-015-0000",0,27-36-204-015-0000,27-36-204-015-0000,0,
2.73621E+13,"27-36-205-029-0000, 27-36-205-030-0000",0,27-36-205-029-0000,27-36-205-029-0000,0,
2.73621E+13,"27-36-205-029-0000, 27-36-205-030-0000",0,27-36-205-030-0000,27-36-205-030-0000,0,
2.8014E+13,"28-01-400-003-0000, 28-01-400-024-0000",0,28-01-400-003-0000,28-01-400-003-0000,0,
2.8014E+13,"28-01-400-003-0000, 28-01-400-024-0000",0,28-01-400-024-0000,28-01-400-024-0000,0,
2.80222E+13,"28-02-220-009-0000, 28-02-220-010-0000",0,28-02-220-009-0000,28-02-220-009-0000,0,
2.80222E+13,"28-02-220-009-0000, 28-02-220-010-0000",0,28-02-220-010-0000,28-02-220-010-0000,0,
2.81113E+13,"28-11-127-022-0000, 28-11-127-023-0000, 28-11-127-024-0000",0,28-11-127-022-0000,28-11-127-022-0000,0,
2.81113E+13,"28-11-127-022-0000, 28-11-127-023-0000, 28-11-127-024-0000",0,28-11-127-023-0000,28-11-127-023-0000,0,
2.81113E+13,"28-11-127-022-0000, 28-11-127-023-0000, 28-11-127-024-0000",0,28-11-127-024-0000,28-11-127-024-0000,0,
2.81621E+13,"28-16-208-030-0000, 28-16-208-031-0000",0,28-16-208-030-0000,28-16-208-030-0000,0,
2.81621E+13,"28-16-208-030-0000, 28-16-208-031-0000",0,28-16-208-031-0000,28-16-208-031-0000,0,
2.82242E+13,"28-22-424-001-0000, 28-22-424-002-0000, 28-22-424-012-0000, 28-22-424-013-0000",0,28-22-424-001-0000,28-22-424-001-0000,0,
2.82242E+13,"28-22-424-001-0000, 28-22-424-002-0000, 28-22-424-012-0000, 28-22-424-013-0000",0,28-22-424-002-0000,28-22-424-002-0000,0,
2.82242E+13,"28-22-424-001-0000, 28-22-424-002-0000, 28-22-424-012-0000, 28-22-424-013-0000",0,28-22-424-012-0000,28-22-424-012-0000,0,
2.82242E+13,"28-22-424-001-0000, 28-22-424-002-0000, 28-22-424-012-0000, 28-22-424-013-0000",0,28-22-424-013-0000,28-22-424-013-0000,0,
2.82321E+13,"28-23-207-012-0000, 28-23-207-019-0000",0,28-23-207-012-0000,28-23-207-012-0000,0,
2.82321E+13,"28-23-207-012-0000, 28-23-207-019-0000",0,28-23-207-019-0000,28-23-207-019-0000,0,
2.82431E+13,"28-24-308-005-0000, 28-24-308-006-0000",0,28-24-308-005-0000,28-24-308-005-0000,0,
2.82431E+13,"28-24-308-005-0000, 28-24-308-006-0000",0,28-24-308-006-0000,28-24-308-006-0000,0,
2.9032E+13,"29-03-200-045-0000, 29-03-200-055-0000",0,29-03-200-045-0000,29-03-200-045-0000,0,
2.9032E+13,"29-03-200-045-0000, 29-03-200-055-0000",0,29-03-200-055-0000,29-03-200-055-0000,0,
2.90714E+13,"29-07-136-044-0000, 29-07-136-045-0000, 29-07-136-046-0000",0,29-07-136-044-0000,29-07-136-044-0000,0,
2.90714E+13,"29-07-136-044-0000, 29-07-136-045-0000, 29-07-136-046-0000",0,29-07-136-045-0000,29-07-136-045-0000,0,
2.90714E+13,"29-07-136-044-0000, 29-07-136-045-0000, 29-07-136-046-0000",0,29-07-136-046-0000,29-07-136-046-0000,0,
2.9084E+13,"29-08-403-014-0000, 29-08-403-015-0000, 29-08-403-016-0000, 29-08-403-017-0000, 29-08-403-026-0000, 29-08-403-027-0000",0,29-08-403-014-0000,29-08-403-014-0000,0,
2.9084E+13,"29-08-403-014-0000, 29-08-403-015-0000, 29-08-403-016-0000, 29-08-403-017-0000, 29-08-403-026-0000, 29-08-403-027-0000",0,29-08-403-015-0000,29-08-403-015-0000,0,
2.9084E+13,"29-08-403-014-0000, 29-08-403-015-0000, 29-08-403-016-0000, 29-08-403-017-0000, 29-08-403-026-0000, 29-08-403-027-0000",0,29-08-403-016-0000,29-08-403-016-0000,0,
2.9084E+13,"29-08-403-014-0000, 29-08-403-015-0000, 29-08-403-016-0000, 29-08-403-017-0000, 29-08-403-026-0000, 29-08-403-027-0000",0,29-08-403-017-0000,29-08-403-017-0000,0,
2.9084E+13,"29-08-403-014-0000, 29-08-403-015-0000, 29-08-403-016-0000, 29-08-403-017-0000, 29-08-403-026-0000, 29-08-403-027-0000",0,29-08-403-026-0000,29-08-403-026-0000,0,
