agency_number,agency_name,refunded_sp_ptab,refunded_coe,year,total_refunds,home_rule_ind,agg_ext_base_year,lim_numerator,lim_denominator,lim_rate,prior_eav,curr_new_prop,cty_cook_eav,cty_total_eav,pct_burden,total_levy,total_max_levy,total_prelim_rate,total_reduced_levy,total_final_levy,total_final_rate,reduction_type,reduction_pct,total_non_cap_ext,total_ext,pct_inCook,refund_levyshare
030940100,VILLAGE OF ORLAND HILLS SPEC SERVICE AREA 1,0,0,2022,0,1,NA,NA,NA,NA,14529886,0,21116284,21116284,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
030940500,TIF VIL OF ORLAND HILLS,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030950000,VILLAGE OF   ORLAND PARK,-249252,-6900,2022,-256152,1,NA,NA,NA,NA,NA,20039445,NA,NA,1,14392155,14392155,0.625,NA,14392155,0.625,NA,NA,NA,14278157.89,NA,0.018
030950001,VILLAGE OF ORLAND PARK LIBRARY FUND,-162408,-4571,2022,-166979,1,NA,NA,NA,NA,NA,20039445,NA,NA,1,6695315,6695315,0.291,NA,6695315,0.291,NA,NA,NA,6647910.31,NA,0.025
030950002,VILLAGE OF ORLAND PARK BOND,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030950020,VILLAGE OF ORLAND PARK   RB,-9308,-283,2022,-9591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030950085,VILLAGE OF ORLAND PARK POLICE PENSION ESCROW,-78951,-2766,2022,-81717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030950500,TIF VIL OF ORLAND PARK-ORLAND PARK PLACE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030950501,TIF VIL OF ORLAND PARK-MAIN ST/TRIANGLE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030960000,VILLAGE OF   PALATINE,-203064,-868,2022,-203932,1,NA,NA,NA,NA,1895627274,5944403,NA,NA,1,22797785,22797785,1.008,NA,22797785,1.008,NA,NA,NA,22812878.58,NA,0.009
030960020,VILLAGE OF PALATINE   RB,-10879,-49,2022,-10928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030960080,VILLAGE OF PALATINE FIRE PENSION ESCROW,-73661,-368,2022,-74029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030960085,VILLAGE OF PALATINE POLICE PENSION ESCROW,-70623,-356,2022,-70979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030960100,VILLAGE OF PALATINE SPECIAL SERVICE AREA 1,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030960101,VILLAGE OF PALATINE SPECIAL SERVICE AREA 2,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030960102,VIL OF PALATINE SPECIAL SERVICE AREA 3,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030960104,VIL OF PALATINE SPECIAL SERVICE AREA #5,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030960500,TIF VIL OF PALATINE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030960501,TIF VIL OF PALATINE-DOWNTOWN,-127998,-36056,2022,-164054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030960502,TIF VIL OF PALATINE-RAND RD/DUNDEE CNTR,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030960503,TIF VIL OF PALATINE-RAND RD,-10788,0,2022,-10788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030960504,TIF VIL OF PALATINE-RAND RD/LAKE COOK,-31505,-1581,2022,-33086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030970000,CITY OF   PALOS HEIGHTS,-97250,-5206,2022,-102456,0,2021,8776908,423735085,2.072,429038721,886500,424621585,424621585,1,8855692,8495084,2.001,2660339,7731180,1.821,AGENCY,NA,801685.55,7732359.06,1,0.013
030970001,CITY OF PALOS HEIGHTS LIBRARY FUND,-26783,-1812,2022,-28595,0,2021,8776908,423735085,2.072,429038721,886500,424621585,424621585,1,1928544,1928544,0.455,119736,1894167,0.447,AGENCY,NA,28449.65,1898058.48,1,0.015
030970010,2010 ARREARAGE TAX CITY OF PALOS HEIGHTS,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030970020,CITY OF PALOS HEIGHTS   RB,-1183,-71,2022,-1254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030970085,CITY OF PALOS HEIGHTS POLICE PENSION ESCROW,-40481,-2542,2022,-43023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030970100,CITY OF PALOS HTS SPECIAL SERVICE AREA,0,0,2022,0,1,NA,NA,NA,NA,9421335,0,9140557,9140557,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
030970500,TIF CITY OF PALOS HEIGHTS,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030970501,TIF CITY OF PALOS HEIGHTS-127TH ST,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030970502,TIF CITY OF PALOS HEIGHTS-GATEWAY,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030970503,TIF CITY OF PALOS HEIGHTS-127TH ST/HARLEM AV,-5814,0,2022,-5814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030980000,CITY OF PALOS HILLS,-28898,-17,2022,-28915,0,2021,2559976,358296813,0.715,363891401,859968,359156781,359156781,1,2535297,2535297,0.706,NA,2535297,0.706,NA,NA,39148.09,2535646.87,1,0.011
030980020,CITY OF PALOS HILLS   RB,-621,-0,2022,-621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030980085,CITY OF PALOS HILLS - POLICE PENSION ESCROW,-9754,-6,2022,-9760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030990000,VILLAGE OF   PALOS PARK,-36278,-1834,2022,-38112,0,2021,2142390,236291867,0.907,240723445,1905010,238196877,238196877,1,1703330,1703330,0.716,1628548,1667355,0.7,CLERK,0.978425,38826.09,1667378.14,1,0.023
030990001,VILLAGE OF PALOS PARK LIBRARY FUND,-11820,-598,2022,-12418,0,2021,2142390,236291867,0.907,240723445,1905010,238196877,238196877,1,554385,554385,0.233,530226,542645,0.228,CLERK,0.978425,12386.24,543088.88,1,0.023
030990020,VILLAGE OF PALOS PARK   RB,-664,-31,2022,-695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030990085,VILLAGE OF PALOS PARK POLICE PENSION ESCROW,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031000000,VILLAGE OF   PARK FOREST,-353236,-42057,2022,-395293,1,NA,NA,NA,NA,91084872,161568,87293642,118862837,0.8264,19755205,19755205,16.621,NA,16325701,18.702,NA,NA,NA,16325656.93,0.734,0.024
031000001,VILLAGE OF PARK FOREST LIBRARY FUND,-55514,-6290,2022,-61804,1,NA,NA,NA,NA,91084872,161568,87293642,118862837,0.8264,1792137,1792137,1.508,NA,1481022,1.697,NA,NA,NA,1481373.1,0.734,0.042
031000020,VILLAGE OF PARK FOREST   RB,-1654,-181,2022,-1835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031000080,VILLAGE OF PARK FOREST FIRE PENSION ESCROW,-34147,-4786,2022,-38933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031000085,VILLAGE OF PARK FOREST POLICE PENSION ESCROW,-53809,-8079,2022,-61888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031000500,TIF VIL OF PARK FOREST-DOWNTOWN,-12330,0,2022,-12330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031000501,TIF VIL OF PARK FOREST-TOWN CENTER,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031000502,TIF VIL OF PARK FOREST-NORWOOD SQUARE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010000,CITY OF   PARK RIDGE,-109925,-4981,2022,-114906,1,NA,NA,NA,NA,1653812219,18729130,1998500314,1998500314,1,14429845,14429845,0.723,NA,14429845,0.723,NA,NA,NA,14449157.27,1,0.008
031010001,CITY OF PARK RIDGE LIBRARY FUND,-55871,-2243,2022,-58114,1,NA,NA,NA,NA,1653812219,18729130,1998500314,1998500314,1,4088161,4088161,0.205,NA,4088161,0.205,NA,NA,NA,4096925.64,1,0.014
031010020,CITY OF PARK RIDGE   RB,-3612,-100,2022,-3712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010080,CITY OF PARK RIDGE FIRE PENSION ESCROW,-26742,-1170,2022,-27912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010085,CITY OF PARK RIDGE POLICE PENSION ESCROW,-29307,-1293,2022,-30600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010100,SPEC SERV AREA 1 CITY PARK RIDGE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010101,SPEC SERV AREA 2 CITY PARK RIDGE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010102,CITY OF PARK RIDGE SPECIAL SERVICE AREA 3,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010103,SPECIAL SERVICE AREA 9  CITY OF PARK RIDGE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010104,SPECIAL SERVICE AREA 10  CITY OF PARK RIDGE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010105,CITY OF PARK RIDGE SPECIAL SERVICE AREA 14,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010106,CITY OF PARK RIDGE SPECIAL SERVICE AREA 17,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010107,CITY OF PARK RIDGE SPECIAL SERVICE AREA 18,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010108,CITY OF PARK RIDGE SPEC SERVICE AREA 19,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010109,CITY OF PARK RIDGE SPEC SERV AREA 20,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010110,CITY OF PARK RIDGE SPEC SERV AREA 21,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010111,CITY OF PARK RIDGE SPECIAL SERVICE AREA 22,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010112,CITY OF PARK RIDGE SPECIAL SERVICE AREA 23,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010113,CITY OF PARK RIDGE SPEC SERVICES AREA #24,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010114,CITY OF PARK RIDGE SPEC SERVICES AREA #25,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010115,CITY OF PARK RIDGE SPEC SERVICES AREA #26,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010116,CITY OF PARK RIDGE SPEC SERVICE AREA #27,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010117,CITY OF PARK RIDGE SPEC SERVICES AREA #28,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010118,CITY OF PARK RIDGE SPECIAL SERVICE AREA # 29,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010119,CITY OF PARK RIDGE SPEC SERVICES AREA #30,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010120,CITY OF PARK RIDGE SPECIAL SERVICE AREA #31,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010121,CITY OF PARK RIDGE SPECIAL SERVICE AREA #32,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010122,CITY OF PARK RIDGE SPECIAL SERVICE AREA #33,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010123,CITY OF PARK RIDGE SPEC SERVICES AREA #34,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010124,CITY OF PARK RIDGE SPECIAL SERVICE AREA #35,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010125,CITY OF PARK RIDGE SPECIAL SERVICE AREA #36,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010126,CITY OF PARK RIDGE SPECIAL SERVICE AREA #37,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010127,CITY OF PARK RIDGE SPECIAL SERVICE AREA #38,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010128,CITY OF PARK RIDGE SPECIAL SERVICE AREA #39,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010129,CITY OF PARK RIDGE SPECIAL SERVICE AREA #40,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010130,CITY OF PARK RIDGE SPECIAL SERVICE AREA #41,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010131,CITY OF PARK RIDGE SPECIAL SERVICE AREA #42,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010132,CITY OF PARK RIDGE SPEC SERV AREA 43,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010133,CITY OF PARK RIDGE SPEC SERV AREA 44,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010134,CITY OF PARK RIDGE SPEC SERV AREA 45,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010135,CITY OF PARK RIDGE SPEC SERV  AREA 46,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010136,CITY OF PARK RIDGE SPEC SERV AREA 47,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010137,CITY OF PARK RIDGE SPEC SERV AREA 48,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010138,CITY OF PARK RIDGE SPEC SERV AREA 49,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010139,CITY OF PARK RIDGE SPEC SERV AREA 50,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010140,CITY OF PARK RIDGE SPEC SERV AREA 51,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010141,CITY OF PARK RIDGE SPEC SERV AREA 52,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010142,CITY OF PARK RIDGE SPEC SERV 53,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010143,CITY OF PARK RIDGE SPECIAL SERVICE AREA #54,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010144,CITY OF PARK RIDGE SPECIAL SERVICE AREA #55,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010145,CITY OF PARK RIDGE SPECIAL SERVICE AREA #56,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010146,CITY OF PARK RIDGE SPECIAL SERVICE AREA #57,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010147,CITY OF PARK RIDGE SPECIAL SERVICE AREA #58,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010148,CITY OF PARK RIDGE SPECIAL SERVICE AREA #59,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010149,CITY OF PARK RIDGE SPECIAL SERVICE AREA #60,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010150,CITY OF PARK RIDGE SPECIAL SERVICE AREA #61,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010151,CITY OF PARK RIDGE SPEC SERV AREA 62,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010153,CITY OF PARK RIDGE SPECIAL SERVICE AREA #63,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010154,CITY OF PARK RIDGE SPECIAL SERVICE AREA #64,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010155,CITY OF PARK RIDGE SPECIAL SERVICE AREA #65,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010156,CITY OF PARK RIDGE SPECIAL SERVICE AREA #66,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010157,CITY OF PARK RIDGE SPECIAL SERVICE AREA #67,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010158,CITY OF PARK RIDGE SPECIAL SERVICE AREA #71,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010159,CITY OF PARK RIDGE SPECIAL SERVICE AREA #72,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010160,CITY OF PARK RIDGE SPECIAL SERVICE AREA #68,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010161,CITY OF PARK RIDGE SPECIAL SERVICE AREA #70,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010162,CITY OF PARK RIDGE SPECIAL SERVICE AREA #69,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010163,CITY OF PARK RIDGE SPECIAL SERVICE AREA #74,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010164,CITY OF PARK RIDGE SPECIAL SERVICE AREA #75,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010165,CITY OF PARK RIDGE SPECIAL SERVICE AREA #73,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010166,CITY OF PARK RIDGE SPECIAL SERVICE AREA 76,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010167,CITY OF PARK RIDGE SPECIAL SERVICE AREA 77,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010168,CITY OF PARK RIDGE SPECIAL SERVICE AREA 78,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010169,CITY OF PARK RIDGE SPECIAL SERVICE AREA 79,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010170,CITY OF PARK RIDGE SPECIAL SERVICE AREA 80,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010171,CITY OF PARK RIDGE SPECIAL SERVICE AREA 81,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010172,CITY OF PARK RIDGE SPECIAL SERVICE AREA 82,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010174,CITY OF PARK RIDGE SPECIAL SERVICE AREA 84,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010175,CITY OF PARK RIDGE SPECIAL SERVICE AREA 85,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010176,CITY OF PARK RIDGE SPECIAL SERV AREA #86,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
